originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
What is your opinion on AAP hinting at Arvind Kejriwal as Punjab CM?,What do you think about the Aam Aadmi Party hinting Arvind Kejriwal as the CM candidate of Punjab?,What is your opinion on the way the current crop of players are being handled by their respective teams? The current crop of players are being handled by,What is your opinion about the manner in which the current crop of players is being handled by their respective teams? ,“How does the current crop of players be handled by the respective teams? ,‘How is the current crop of players treated by the respective clubs? ,“How is the current crop of players treated by the clubs? ,"""How are the clubs dealing with the new crop of players?"" ","What is your opinion onthe current state of the game? I don't play the game as much as I used to, but I do enjoy",I don’t play as much as I used to. But I do enjoy playing it. What are your opinions on the current situation of the game? ,"The current state of the game, what are your views? I have not played as much as I used to. But I do enjoy playing it. ","I’ve never been much at all. I’ve never played much, but I enjoy playing. What are you think of the current state of the game? ","What do you think of the current state of the game? I’ve never played much, but I enjoy playing. ","I haven’t played a lot of sports, but I enjoy playing. What do you think of the state of the game now? "
Why does Manaphy cry annoyingly in Pokemon Ranger and The Temple of The Sea?,"""Is Manaphy from """"Pokemon Ranger and The Temple of the Sea"""" considered annoying?""",Why does Manaphy have a special place in your heart? Manaphy is a Pokemon that has been around since the days of Pokemon Red,And what about Manaphy? Why does Manaphy occupy your heart? Manaphy is a pokemon. ,“What’s wrong with Manaphy?” ,‘What’s Manaphy doing?’ ,"""What is Manaphy doing?"" ","""What is Manaphy doing?"" ",Why does Manaphyhave the ability to learn Fly? Because it's the only way it can get out of the pokeball. But,That’s the only way he can escape from the prank. But why does Manaphy have the ability to learn fly? ,", he is the only one who can escape from this game. Why does Manaphy have the ability to learn to fly? ",", there’s no one else who can escape this game. Why has Manaphy learned to fly? ",Why did Manaphy learn to fly? Is there anyone who is not a master of the sky? ,Why was Manaphy able to fly? Is there any one who is not a master of the sky? 
Do light skin black females make a good girlfriend?,Do light skin black girls make a great girlfriend and wife?,Do light skin black females have it harder? The reason for this is because of the way we see race. We tend to see the world as,This is because our perception of race is shaped by our own views. We tend to perceive the world by its characteristics. But women of light skin are harder to keep from,"It’s because our perception of the world is shaped by our own beliefs. The more people we see, the more we can perceive the world by its appearance. ","The more people we see, the more we perceive the world by appearances. ","The more people we see, the more we perceive the world. ","The more people we see, the more we perceive the world. ",Do light skin black femalesget more hate for being black? I'm white and I've been asked this question before. I've been asked,"I am white, and I have been asked this question many times before. Can women who have light skin get more hated for being black? ",Is it the same with women who are sallow? Is it the same with women who are light skinned? I’ve been asked this question,Is it the same with the light-skinned woman? Is it the same with the sallow? ,Is it the same with the light-skinned woman? Is it the same with the sallow? ,Is it the same for a light-skinned woman? Is it the same for a sallow? 
What was the need to organize an Indian National Movement?,What was The Indian National Movement and why did it fail to inspire Indians?,What was the need to make such a huge fuss over the fact that the man was a man? The reason for such a fuss is because of,What was the use of such a great frenzied fuss over the man's appearance? ,“What was the use of such a great fuss about the man’s appearance? ,“What’s the use of such a fuss about the man’s face? ,‘What’s the point of making a fuss about that face? ,What's the point of fussing about his face? ,What was the need tomake this post? Because I want to make sure I get in,But what was the point of this post? I wanted to be sure that I would get in there. ,I had to be sure that I would be able to get into there. But what was the point of this post? ,But what was the point of this post? I had to make sure that I would be able to get into it. ,I had to make sure I could get in. But what was the use of the position? ,What good was the position? I was obliged to do the right thing. 
What are the best new products in technology that people don't know about?,What are some of the best new products that are available and most people don't know about?,What are the best new games for Android? The Android community is a vibrant and vibrant community and we love to hear about new games. We have,“What games are the best for the Android? Is there anything I could say that we do not love? The Android community is a lively and energetic one. ,The Android community is lively and lively. What are the best games for the Android? Is there anything I cannot tell you? ,What is the best game for Android? Are there any games that you can’t tell me? The Android community is vibrant and active. ,The Android community is active and active. Do you have any games to play? ,Do you have any games to play? The Android community is alive and active. ,What are the best newshoes for the spring? I'm looking for new shoes for the spring. I've been wearing my Saucony,"Besides, I was wearing a Saucony, so I was wondering what the best new-fangled shoes were for spring. What were the best spring shoes?","What kind of shoes are the best for spring? I was wearing Saucony shoes, so I wondered what the best spring shoes were. ","What shoes are best for spring? I was wearing Saucony, so I wondered what kind of shoes are best for spring. ","I was wearing Saucony, so I wondered what to wear for spring. What kind of shoes are best for spring? ","What are the best shoes for spring? I was wearing Saucony, so I wondered what to wear for spring. "
How do I use my personal qualities to become a good teacher?,How does an experienced teacher utilize his personal qualities to make him a good teacher?,How do I use my account? The most convenient way to use your account is to sign up for a free account. Once you have signed up,It is very convenient to use your account in the most convenient way. What's the use of my account? ,What is the use of my account? It is very easy to use your account in the most convenient way. ,It’s very easy to make use of your account in the most convenient way. What is my account for? ,What is my account? It is very easy to make use of your account. ,This will be very easy for you to make use of. ,"How do I use myown phone? If you have your own smartphone, you can download the Android operating system, which is free and open","You are free to download the Android os. If you have a phone, you can download the Android OS from Google Play. ",I’m talking about a romp in the Google Play Store. I’m referring to a romp from the Google Play Store. I’,I'm talking about a romp on the Play Store. I'm talking about a romp on the Play Store. ,I’m talking about a romp at the Play-Store. ,“You are right. It’s a little bit of fun in the tavern. 
What's the best Twitter management program or software?,What is the Twitter account manager software?,What's the best Twitter account you follow? @The_monster_of_the_week. @The_monster_of_,‘The monster of the week!’ ,“The monster of the week!” ,"""The monster of the week!"" ",“Monstrous of the week!” ,‘What a week!’ ,"What's the best Twitterapp for the iPhone? I don't use Twitter, but I use Tweetbot. It's free, easy to use","I don’t use Twitter, but I use Tweetbot. It’s free and easy to use. What’s the best Twitter app for iPhone? ","What is the best iPhone app for Twitter? I don’t use Twitter, but I use Tweetbot. It’s free and simple. ","I don’t use Twitter, but I use Tweetbot. It’s free and easy to use. What’s the best iPhone app for Twitter? ","What is the best iPhone app for Twitter? I don’t use Twitter, but I do use Tweetbot. It’s free and easy to use. ","And the best thing about it is that I don’t use Twitter, but I do use Tweetbot. It’s free and easy to use. "
What kinds of questions can be asked on Quora?,What kind of Questions should be asked on Quora?,What kinds of questions can you ask? The most common questions that you will get at this stage are: How many students have you enrolled,"Usually the first questions you will ask are: ""How many students have you registered for?"" ","When you’ve got your numbers, the first thing you’ll ask is, ‘How many students are there?’ ","What do you mean by students? You have to calculate the number of students, and then ask, 'How many students are there?' ","And how many students are there? You have to calculate the number of students, and then ask: “How many students are there?” ","There must be a figure for each student, and then ask: How many students are there? ",What kinds of questions canI ask? Anything you want. I don't want to get in your way. I just want to get to know,What kind of questions can I ask you? What are you asking me? I don’t want to disturb you. I just want to get to know you better. ,"I don't want to disturb you, I only want to get to know you better. What are you asking me? What are you asking me? What do you want","What are you asking me? What are you asking me? I don’t want to bother you, I just want to get to know you better. ",I’m not asking you to do anything; I’m only trying to get to know you better. What are you asking me? ,What are you asking me? I’m not asking you to do anything; I’m only trying to get to know you better. 
Can high levels of anxiety over period of time cause brain damage?,Can depression and anxiety cause brain damage?,Can high levels of anxiety and depression be a cause for concern? The most common reason for anxiety disorders is a feeling of helplessness and hopelessness,It is the most common cause of worry. Is anxiety and depression the cause of worry? ,Is it anxiety and depression that cause worry? It is the most common reason for worry. ,It is the most common reason for concern. Is it anxiety or depression that causes anxiety? ,Is it anxiety or depression? ,It could be anxiety or depression. ,Can high levels of anxietyaffect your sleep? Anxiety is a complex and multifaceted condition that affects the brain in many different ways.,Is it the sleep you have at night? Anxiety is a complicated and complicated condition which affects the brain in many different ways. ,"“Is it the sleep that you have at night?” “It is a complicated and complicated disorder, affecting many different things in your brain. ","""It's a complicated and complex disorder, it affects a lot of things in the brain. ","‘It’s a complex and complicated disorder, it’s affecting so many things in the brain. ",“It is a complicated and complicated disorder. It affects so many parts of the brain. 
Is there a life expectancy on external hard drives?,Is there a life expectancy on external hard disks?,Is there a life expectancy ? The most recent data available for the USA from the Centers for Disease Control and Prevention shows that for people born in 1990,"The latest statistics available from the National Institute for Health show that for people born in 1990, the life expectancy was about ten years.",There are no more than ten years of life left to those who have died in the year before 1990. The most recent figures from the National Institute of Health show that the,The last number of deaths has been calculated from the most recent figures from the National Institute of Health. There are still only ten years left for those who have died before 1990,Those who have died before 1990 are still waiting for the last count.,"After 1990, those who died before 1990, however, are still waiting for the final count.",Is there a life expectancyfor the human body? I’ve been thinking about this for the last few days. I’ve,"I have been thinking about this for days. Is the human body, I think, a living creature? ",“Is the human body a living thing? I’ve been thinking about it for days. ,'Is the human body a living thing? I have been thinking about it for days. ,I have been thinking about this for days. “Is the human body a living thing? ,“Are human beings a living thing? I’ve been thinking about it for days. 
Can I make money by uploading videos on YouTube (if I have subscribers)?,How can I make money through YouTube?,"Can I make money by doing this?"" The answer to that question depends on your business. If you have a business that makes money from a variety","What if I were to start a business? If I started it, I’d like to do some business of my own. ",“What if I were to set up my own business? I want to do something like that myself. What if I started a business? ,What if I wanted to start a business? I want to do that myself. ,‘I want to be the first to start something. What if I were to start a business? ,‘I want to be the first to start something. What if I wanted to start a business?’ ,Can I make money bybeing a “trading” bot? I’ve been reading a lot of the latest blog posts,I have been reading many of the blogs. Can I make a fortune as a 'trader'? ,Is there a way I can become a tradesman? I have been reading a lot of the blogs. ,I’ve been reading a lot of blogs. What are the ways of becoming a merchant? ,And how can I become a merchant? I’ve read a lot of blogs. ,I've read many articles. And how can I be a businessman? 
Which is the best univerisity for masters in actuarial science around the world?,What are the best universities for masters in actuarial science?,Which is the best un boxing experience? The best unboxing experience for me has always been the experience of watching the video on a large TV with,The best part of the whole unboxing experience has always been watching the film on a large screen. ,It’s the most wonderful thing in the whole unboxing. ,"The utensils, the boxes, the envelops! It's the most beautiful thing in the boxing! ","The utensils, the boxes, the envelopes! It’s the most beautiful thing in a box! ","“Utensils, boxes, envelopes! It’s the most beautiful thing in a box!” ",Which is the best uni? I'm in the market for an uni and I've been reading up a lot about the different ones,", I've been searching for an uni, I've been reading about them a great deal, I'm in need of one and I've","I have been looking for a uni, I have read a lot about it, I need one, I've been looking, I have been looking, I","I’ve been looking for a university, I’ve read a lot about it, I need one, I’ve been looking, I’ve been looking","I was looking, I was looking, I was looking for a university, I was reading a lot about it, I needed one. ","I was looking, I was looking, I was looking, I was looking, I was looking for a university, I read about it, I needed it. "
What are examples of Conspiracies Theories that turned out to be true?,Are any of the conspiracy theories actually true?,What are examples of Cons istent and Irrelevant Characteristics? The following examples of Consistent and Irrelevant Characteristics are examples of how a particular,"The following are examples of the character characteristics which are Consistent and Relevant, and they are characterized by how a particular person behaves with a particular set",“The following is an example of the character traits that are consistent and applicable to every person. They are characterized by how a person behaves in a particular way,"‘This is an example of a person’s character traits, a characteristic that is consistent with all human beings. ","“This is an example of a person’s character, a characteristic that is consistent with all human beings. ","""This is an example of the character of man, a characteristic that is consistent with all people. ",What are examples of Consistently good players? I would say the best players I've ever seen are:,I think that the best players I’ve ever seen are: ,“It would seem to me that the best players I’ve ever seen are: “The only ones who’ve ever walked around like that are: ,"""I have only seen players who have always walked like this: I have a shiver of envy. ",I can only see players who are walking in that way. I feel envy. ,I’m ashamed. I’m envyful. 
"What is a good solar panel installation provider near Aptos, California CA?","What is a suitable solar panel installation provider near Aptos, California CA?",What is a good solar charger? A good solar charger is one that charges your battery while you are charging it. This is the most important thing,The solar charger is one that charges your battery while you’re putting it to the test. What is a good solar charger? ,What is a good solar charger? The solar charger is one that charges the battery while you are testing it. ,‘What is a good solar charger?’ ,What is a good solar charger? ,‘What kind of a solar charger?’ ,What is a good solarpanel for the same price? I would recommend the LG G6 for the same price. It has the best solar panel,And what’s a good solar panel for that price? It’s the LG G6. I like it because it has a good solar panel. What is,I like this because it has a good solar panel. And what is a good solar panel for such a price? The LG G6.,And what kind of solar panel is a good one for such a price? I love this because it has a good solar panel. ,“I love that they’ve got a good solar panel for such a low price.” ,I’m glad they’ve got a good solar panel at a bargain price.” 
The chance of two people having the same fingerprints is one in how many billion?,Can two people have the same fingerprints?,"The chance of two people dying from the same condition is one in 2.2 million, the National Institute for Occupational Safety and Health says.","And the chance of dying from a similar illness is one in a million, according to the National Institute of Health and Safety. ","He was the only one to be treated by the medical institutions. The chance of dying from such illness was one in a million, said the National Health and Safety Administration.","“One in a million chances of dying from such an illness,” said the National Health and Safety Administration. “The only patient to be treated is the one who has ",“At this time there is a possibility of dying from such an illness. Only the patient who is suffering from such an illness is treated. ,"‘At present, I can only hope that you will die of the illness. ",The chance of two peoplebeing able to have the exact same name is extremely unlikely. But the chance of a different name being the same name is,"But if there is any chance of a name of different origin, the chance of a different name being the same is extremely rare. ","But if there were a chance of a different name being in use, the chances of a different name being in use are extremely rare. ","If there was a chance that a different name could be used, it is extremely rare. ","And if there is a chance of using another name, it is extremely rare. ","If you could use another name, it’s very rare. "
How small will a high power food blender chop the food particles?,To how small particles will high power food blender chop the food?,"How small will a high -quality, well-designed, and well-maintained site be? The answer depends on how much you want to invest",How much do you want to invest? The answer depends on how much you want to invest. ,The answer to this depends on how much you want to save. ,‘What is the best way to save?’ ‘It depends on how much you want to save. ,“How much to save? I don’t know. ,‘How much to save? I don’t know. ,"How small will a highschool be? I don't know, I haven't been accepted yet. I think I've been accepted for a full",", I don't know. I've not yet been accepted. I've got my degree, but I don't know, I haven't","I don't know what it is I'm doing. I have my diploma, but I don't know if I have it, I don't know",I have my diploma but I don’t know if I have it. I don’t know what I’m doing. ,"I’m not sure what I’m doing. I have my diploma, but I don’t know whether I have it. ","I have my diploma, but I don’t know if I have it. I don’t know what I’m doing. "
"""Why is every single question I ask on Quora suddenly being tagged as """"needing improvement""""?""",What happens to a Quora question noted as being in need of revision?,"""Why is every single person on the Internet obsessed with you?"" asked one of my Facebook friends. ""It's not like you're a celebrity.""","""It's not like you're a celebrity!"" ""Why do people everywhere think so much of you?"" a Facebook friend asked. ",“Why do people everywhere think so much of you?” asked a friend. “You are no celebrity. ,“You’re no celebrity. You’re no celebrity. Why do people all over the world think so much of you?” ,"""You're not a celebrity. Why do people everywhere think so much of you?"" ",“You’re not a celebrity. Why are you in such a bad light everywhere?” ,"""Why is every singleperson I've ever met so stupid? I don't get it."" I'm pretty sure I've been around smarter people",I’m sure I’ve been with better-off people. I’m sure I’ve been with more intelligent people. Why are so many of the people I,"I've been with people who are richer, and more intelligent, and I've been with people who have been in the right, and in the wrong, and","I’ve lived with rich people, with clever people, and with people who were in the right, and in the wrong, and I’ve lived with people who have","I lived with rich people, with clever people, with people who were right and wrong, and I lived with people who were wrong. ","I lived with rich people, with clever people, with people who were right and wrong, and I lived with wrong people. "
When is Man of Steel going to be released on Redbox?,Is Man of Steel available on Redbox?,When is Man of Steel coming out? The film is set for release on July 17th 2013. How many Superman films will there be,"And how many films of Superman are there going to be? Man of Steel is due out July 17, 2013.","And when he's in it?'Superman: the Man of Steel' is out July 17, 2013. And how many more of them?","He is going to be released on July 17, 2013. And how many more of them?","And how many more of them? On July 17th, he will be released.",", and on the seventeenth, he will be released. And how many more of them? ",When is Man of Steelcoming out? I'm sure there's a lot of people who have already seen the trailer for the upcoming Man of,"I'm sure that you have seen the trailer for the upcoming film, The Man of Steel. When will the movie be released? ",And when is the movie going to be released? You have probably seen the trailer for the movie Man of Steel. ,You’ve probably seen the trailer for the movie Man of Steel. ,", you must have seen the film, 'Man of Steel', if you haven't seen it yet. ","‘Man of Steel’, you must have seen it, if you haven’t. "
Why do people talk to infants in weird tones?,Why do people talk in a weird voice to babies?,Why do people talk to themselves? The most common reason for talking to oneself is because you want to make yourself feel better. The most common reason,The most common reason for talking to yourself is that it will make you feel better. Why do people talk to themselves? ,Why are people talking to themselves? The most common reason for talking to yourself is that it will make you feel better. ,The most common reason for talking to yourself is that it makes you feel better. Why do people talk to themselves? ,Why do people talk to themselves? Often it is the best reason for talking to yourself that makes you feel better. ,How often do we talk to ourselves? It is often the best reason for talking to ourselves that makes us feel better. ,"Why do people talk totheir dogs? I don't know, I just do. I don't think I've ever been around someone else who",I do not know. I just do. How are people talking to their dogs? ,I don't know. What are they talking about with their dogs? I don't know. ,What are they talking about with their dogs? I don’t know. ,I don't know. What is it they are talking about with their dogs? ,I don’t know. What are they talking about with their dogs? 
What will be the impact of banning Rs. 500 and Rs. 1000 on the Indian economy?,How can the ban of 500 and 1000 rupee notes increase the Indian economy?,What will be the impact of a Trump presidency on the country's foreign policy? The impact of a Trump presidency on foreign policy will be very difficult,A Trump presidency would not be easy for the country. What will be the effects of the presidency on the foreign policy of the country? ,What would the results of the presidency have on the foreign policy of the country? The presidency of Trump would not be easy for the country. ,The presidency of Donald Trump would not be easy for the nation. ,But there is nothing easy about Donald Trump’s presidency. ,But the president has made nothing easy. ,What will be the impacton the economy? The impact of the tax reforms will be on the economy in the short term. The impact will,The impact of the tax reforms will be a short one. ,And it is only for a short time that the reform will be enacted. ,Only a short time ago the law will be enacted. ,A short while ago a new law was passed. ,"During the previous year, a new law was passed. "
What are some other TV series like BBC's Sherlock?,"""What are some more TV series like """"Sherlock""""?""",What are some other TV shows that are based on novels? The most popular are the shows based on novels by Stephen King. The most popular of,What are some of the shows which are based on novels? What are some of the shows that are based on novels? ,What kind of shows are those that are based on novels? What kind of shows are those that are based on novels? ,What kind of movies are there? What kind of films are there? ,What kind of films are there? What kind of films are there? ,What sort of films are there? What sort of films are there? ,"What are some other TVshows that are good? I would say the Wire, Breaking Bad, Dexter, and Mad Men. I've been watching","I’ve been watching The Wire, Breaking Bad, Dexter, and Mad Men. What TV shows do you like best? ","How do you like to watch the best TV? I’ve been watching The Wire, Breaking Bad, Dexter, and Mad Men. ","I was watching the Wire, the Wire, the Dexter, and the Mad Men. How do you watch TV? ","I've been watching the Wire, the Wire, the Dexter, and the Mad Men. How did you watch television? ","How did you watch the TV? I’ve been watching the Wire, the Wire, the Dexter, the Mad Men. "
To what extent is Darwin's theory on evolution true?,Why is Darwin's theory of evolution still considered fact despite having never been proven?,"To what extent is Darwin ism a religion? The most popular form of Darwinism is called 'theism', and is the most widely used form","The most popular form of Darwinism is called theism, and is the most widespread. To what extent is Darwinism a religion? ",What is Darwinism? What is the degree to which it is a religion? Its most popular form is called theism. ,This is called theism. But what is the degree to which it is a religion? Its most popular form is called theism. ,But what sort of religion is it? It is called theism. It is a form of religion. Its name is theism. ,"It is called Christianity. What is it, theism? ","To what extent is Darwinism true? I’ve been thinking about this for a while, and I’ve been thinking about",", I've been thinking about this for a long time and I've been thinking about it. How true is Darwinism? ",How true is Darwinism? ,How true is Darwinism? ,How true is Darwinism? ,And is it true that Darwinism is true? 
Can you please refer me some good books? P.S. I like dan brown books?,Can you please refer me some good books? P.S. I like dan brown books.,"Can you please refer me to the person who can help me?"" The lady who answered her, the lady who was called 'Lady Li' by","The woman replied, ‘My lady Li. Can you please call on a friend to help me?’ ","“The old lady,” said the old lady, “please call in a friend. Can you help me?” ","‘Please, Madame, please call your friend to ask for me.’ ","“Please, Monsieur, call your friend to ask for me.” ","""I would be very glad to see you,"" said the man. ","Can you please refer meto the best place to buy a good quality pair of glasses? I am in the market for some new glasses, I am",I am in the market for new glasses. Please suggest a good store to buy them at. ,I need glasses. ,I have glasses. ,I have glasses. ,“I have spectacles. 
