originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
The Vancouver Canucks have fired head coach Travis Green and hired Bruce Boudreau as a replacement .,Bruce Boudreau to replace Travis Green as Vancouver Canucks head coach,The Vancouver Canucks have fired their head coach and general manager after a season in which they finished last in the Pacific,The Vancouver Canucks have fired their head coach and general manager after a season in which they finished last in the,The Vancouver Canucks have fired their head coach and general manager after a season in which they finished last in the,The Vancouver Canucks have fired their head coach and general manager after a season in which they finished last in the,The Vancouver Canucks have fired their head coach and general manager after a season in which they finished last in the,The Vancouver Canucks have fired their head coach and general manager after a season in which they finished last in the,The Vancouver Canucks have firedhead coach Alain Vigneault. Vigneault was the team,"The Vancouver Canucks have replaced Alain Vigneault to Ratan TATA, who was the team's","The Vancouver Canucks have replaced Alain Vigneault to Ratan TATA, who was the team's","The Vancouver Canucks have replaced Alain Vigneault to Ratan TATA, who was the team's","The Vancouver Canucks have replaced Alain Vigneault to Ratan TATA, who was the team's","The Vancouver Canucks have replaced Alain Vigneault to Ratan TATA, who was the team's"
Paul Maurice has resigned as the Winnipeg Jets head coach .,Paul Maurice has resigned from Head Coach of the Winnipeg Jets,"Paul Maurice has resigned as coach of the Winnipeg Jets, and the team announced that coach Paul Maurice has resigned as","Paul Maurice has resigned as the head coach of the Winnipeg Jets, and the team announced that coach Paul Maurice","Paul Maurice has resigned as the head coach of the Winnipeg Jets, and the team announced that coach Paul Maurice","Paul Maurice has resigned as the head coach of the Winnipeg Jets, and the team announced that coach Paul Maurice","Paul Maurice has resigned as the head coach of the Winnipeg Jets, and the team announced that coach Paul Maurice","Paul Maurice has resigned as the head coach of the Winnipeg Jets, and the team announced that coach Paul Maurice",Paul Maurice has resigned asthe head coach of the Winnipeg Jets. The team announced the move Monday,Paul Maurice has resigned as the head coach of the Winnipeg Jets. The team announced the move Monday.,Paul Maurice has resigned as the head coach of the Winnipeg Jets. The team announced the move Monday.,Paul Maurice has resigned as the head coach of the Winnipeg Jets. The team announced the move Monday.,Paul Maurice has resigned as the head coach of the Winnipeg Jets. The team announced the move Monday.,Paul Maurice has resigned as the head coach of the Winnipeg Jets. The team announced the move Monday.
Biden picks Jerome Powell to lead the Fed for a second term @CNBC,Biden taps Powell for second term as Federal Reserve chief,"Biden picks Jerome Powell as his running mate, the former Republican congressman. The vice president is scheduled","Biden picks Jerome Powell as his running mate, the former Republican congressman. The vice president is scheduled to","Biden picks Jerome Powell as his running mate, the former Republican congressman. The vice president is scheduled to","Biden picks Jerome Powell as his running mate, the former Republican congressman. The vice president is scheduled to","Biden picks Jerome Powell as his running mate, the former Republican congressman. The vice president is scheduled to","Biden picks Jerome Powell as his running mate, the former Republican congressman. The vice president is scheduled to",Biden picks Jerome Powellfor Fed chair WASHINGTON: President-elect Joe Biden on Monday (Jan 11,Biden picks Jerome Powell for Fed chair WASHINGTON: President-elect Joe Biden on Monday (Jan 11,Biden picks Jerome Powell for Fed chair WASHINGTON: President-elect Joe Biden on Monday (Jan 11,Biden picks Jerome Powell for Fed chair WASHINGTON: President-elect Joe Biden on Monday (Jan 11,Biden picks Jerome Powell for Fed chair WASHINGTON: President-elect Joe Biden on Monday (Jan 11,Biden picks Jerome Powell for Fed chair WASHINGTON: President-elect Joe Biden on Monday (Jan 11
British exports to the #EU fall by 40% in January .,UK exports to European Union drop 40% in January Brexit regrets will grow quickly @BBCWorld,British exports to the # UK have fallen by a third since #Brexit. #Brexit #UKStrong — UK,British exports to the UK have fallen by a third since Brexit. #Brexit #UKStrong — UK,British exports to the UK have fallen by a third since Brexit. #Brexit #UKStrong — UK,British exports to the UK have fallen by a third since Brexit. #Brexit #UKStrong — UK,British exports to the UK have fallen by a third since Brexit. #Brexit #UKStrong — UK,British exports to the UK have fallen by a third since Brexit. #Brexit #UKStrong — UK,"British exports to the #EU have plummeted by nearly half in a year, latest figures show British exports","British exports to the EU have fallen by nearly half in a year, the latest figures show.","British exports to the EU have fallen by nearly half in a year, the latest figures show.","British exports to the EU have fallen by nearly half in a year, the latest figures show.","British exports to the EU have fallen by nearly half in a year, the latest figures show.","British exports to the EU have fallen by nearly half in a year, the latest figures show."
"COVID-19 pandemic accelerated shift to e-commerce by 5 years , new report says via Sarah Perez",This pandemic pushed the e-commerce industry ahead by around five years .,"COVID-19 pand emic. The most recent case, which occurred in January 2015, was traced","COVID-19 pand emic. The most recent case, which occurred in January 2015, was traced","COVID-19 pand emic. The most recent case, which occurred in January 2015, was traced","COVID-19 pand emic. The most recent case, which occurred in January 2015, was traced","COVID-19 pand emic. The most recent case, which occurred in January 2015, was traced","COVID-19 pand emic. The most recent case, which occurred in January 2015, was traced","COVID-19 pandemic has created a crisis for the U.S. economy, but the U","The COVID-19 pandemic has created a crisis for the U.S. economy, but the","The COVID-19 pandemic has created a crisis for the U.S. economy, but the","The COVID-19 pandemic has created a crisis for the U.S. economy, but the","The COVID-19 pandemic has created a crisis for the U.S. economy, but the","The COVID-19 pandemic has created a crisis for the U.S. economy, but the"
Coastal Carolina vs . Northern Illinois is an early contender for the most exciting game of bowl season .,Northern Illinois v Coastal Carolina is a doozy !,Coastal Carolina vs . Louisiana Tech The Gamecocks and Bulldogs will meet for the first time,Coastal Carolina vs. Louisiana Tech The Gamecocks and Bulldogs will meet for the first time this,Coastal Carolina vs. Louisiana Tech The Gamecocks and Bulldogs will meet for the first time this,Coastal Carolina vs. Louisiana Tech The Gamecocks and Bulldogs will meet for the first time this,Coastal Carolina vs. Louisiana Tech The Gamecocks and Bulldogs will meet for the first time this,Coastal Carolina vs. Louisiana Tech The Gamecocks and Bulldogs will meet for the first time this,Coastal Carolina vs. Virginia Tech odds: 2019 college football picks from proven computer model The Virginia,Coastal Carolina vs Virginia Tech odds: 2019 college football picks from proven computer model The Virginia,Coastal Carolina vs Virginia Tech odds: 2019 college football picks from proven computer model The Virginia,Coastal Carolina vs Virginia Tech odds: 2019 college football picks from proven computer model The Virginia,Coastal Carolina vs Virginia Tech odds: 2019 college football picks from proven computer model The Virginia,Coastal Carolina vs Virginia Tech odds: 2019 college football picks from proven computer model The Virginia
Twitter permanently suspends President Donald Trump Thank you @jack @Twitter,Trump is permanently suspended from Twitter !,Twitter permanently suspends President Trump for retweeting anti-Muslim videos from a fringe British group. The White House,Trump has been suspended by the White House for retweeting anti-Muslim videos from a British group.,Trump has been suspended by the White House for retweeting anti-Muslim videos from a British group.,Trump has been suspended by the White House for retweeting anti-Muslim videos from a British group.,Trump has been suspended by the White House for retweeting anti-Muslim videos from a British group.,Trump has been suspended by the White House for retweeting anti-Muslim videos from a British group.,Twitter permanently suspends PresidentTrump Twitter has suspended the account of the president of the United States for 12,The Twitter account has been suspended for 12 hours for President Trump.,"The Twitter account has been suspended for 12 hours, the White House said.","The Twitter account has been suspended for 12 hours, the White House said.","The Twitter account has been suspended for 12 hours, the White House said.","The Twitter account has been suspended for 12 hours, the White House said."
Dementia on the Retreat in US and Europe @NYTimes,Dementia Rates declining in the U.S. and Europe,Dementia on the Brain. The most common form of dementia is Alzheimer's disease. It affects,Dementia on the brain. The most common form of dementia is Alzheimer's disease. It affects,Dementia affects the brain and the most common form of dementia is Alzheimer's disease.,Dementia affects the brain and the most common form of dementia is Alzheimer's disease.,Dementia affects the brain and the most common form of dementia is Alzheimer's disease.,Dementia affects the brain and the most common form of dementia is Alzheimer's disease.,Dementia on therise A new study says the number of people with dementia in the U,Dementia on therise A new study says the number of people with dementia in the U,Dementia on therise A new study says the number of people with dementia in the U,Dementia on therise A new study says the number of people with dementia in the U,Dementia on therise A new study says the number of people with dementia in the U,Dementia on therise A new study says the number of people with dementia in the U
New York Times to remove its content from Apple News,The New York Times Pulls Out of Apple News via New York Times,"New York Times to remove the story. The story's author, David Kirkpatrick, says the story was a","New York Times to remove story. The story's author, David Kirkpatrick, says the story was a","New York Times to remove story. The story's author, David Kirkpatrick, says the story was a","New York Times to remove story. The story's author, David Kirkpatrick, says the story was a","New York Times to remove story. The story's author, David Kirkpatrick, says the story was a","New York Times to remove story. The story's author, David Kirkpatrick, says the story was a",New York Times to removeTrump from front page over 'racist' tweets The New York Times has announced,The New York Times has decided to remove Donald Trump's racist tweets from its front page.,The New York Times has decided to remove Donald Trump's racist tweets from its front page.,The New York Times has decided to remove Donald Trump's racist tweets from its front page.,The New York Times has decided to remove Donald Trump's racist tweets from its front page.,The New York Times has decided to remove Donald Trump's racist tweets from its front page.
"JD sues Trump ally Roger Stone , alleging millions in unpaid taxes .","Ahahahahahahahahaha Justice Department sues Trump ally Roger Stone , alleging millions in unpaid taxes","JD sues Trump ally for defamation The suit, filed in the U.S. District Court for",JD sues Trump ally for defamation.,JD is seeking damages for defamation against a Trump ally.,JD is seeking damages for defamation against a Trump ally.,JD is seeking damages for defamation against a Trump ally.,JD is seeking damages for defamation against a Trump ally.,JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a lawsuit,JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a,JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a,JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a,JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a,JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a
Tyson Fury officially ordered to defend heavyweight title against Dillian Whyte,Tyson Fury ordered to defend WBC heavyweight title against Dillian Whyte,Tyson Fury officially ordered to face Wladimir Klitschko on June 9 Wladimir Kl,Tyson Fury has been officially ordered to face Wladimir Klitschko on June 9 Wady Kl,Tyson Fury has been officially ordered to face Wladimir Klitschko on June 9 Wady Kl,Tyson Fury has been officially ordered to face Wladimir Klitschko on June 9 Wady Kl,Tyson Fury has been officially ordered to face Wladimir Klitschko on June 9 Wady Kl,Tyson Fury has been officially ordered to face Wladimir Klitschko on June 9 Wady Kl,Tyson Fury officially orderedto return to the UK for his rematch with Deontay Wilder T,Tyson Fury was officially ordered to return to the UK for his rematch with Deontay Wilder T,Tyson Fury was officially ordered to return to the UK for his rematch with Deontay Wilder T,Tyson Fury was officially ordered to return to the UK for his rematch with Deontay Wilder T,Tyson Fury was officially ordered to return to the UK for his rematch with Deontay Wilder T,Tyson Fury was officially ordered to return to the UK for his rematch with Deontay Wilder T
Long-Sought Blood Test for Alzheimer s in Reach Pam Belluck 07.29.2020,Scientists closer to blood test for Alzheimer's,"Long-Sought Blood Money: The Case for a New American Crime Law,"" by David M. Kennedy.","Long-Sought Blood Money: The Case for a New American Crime Law, by David M. Kennedy","Long-Sought Blood Money: The Case for a New American Crime Law, by David M. Kennedy","Long-Sought Blood Money: The Case for a New American Crime Law, by David M. Kennedy","Long-Sought Blood Money: The Case for a New American Crime Law, by David M. Kennedy","Long-Sought Blood Money: The Case for a New American Crime Law, by David M. Kennedy",Long-Sought BloodTest for Alzheimer’s Could Be Ready by 2021 A blood test,A long-anticipated blood test for Alzheimer’s could be ready by 2021.,A long-anticipated blood test for Alzheimer’s could be available by 2021.,A long-anticipated blood test for Alzheimer’s will be available by 2021.,A long-anticipated blood test for Alzheimer’s will be available by 2021.,A long-anticipated blood test for Alzheimer’s will be available by 2021.
FDA approves new test that can detect coronavirus in 45 minutes,FDA approves new test #Covid_19 that could detect corona virus in about 45 minutes,FDA approves new test for autism The Food and Drug Administration announced Friday that it will begin testing for,FDA approves new test for autism The Food and Drug Administration announced on Friday that it will begin testing for,FDA approves new test for autism The Food and Drug Administration announced on Friday that it will begin testing for,FDA approves new test for autism The Food and Drug Administration announced on Friday that it will begin testing for,FDA approves new test for autism The Food and Drug Administration announced on Friday that it will begin testing for,FDA approves new test for autism The Food and Drug Administration announced on Friday that it will begin testing for,FDA approves new testfor COVID-19 antibodies in the blood The Food and Drug Administration on,FDA approves new test for COVID-19 antibodies in the blood The Food and Drug Administration on,FDA approves new test for COVID-19 antibodies in blood The Food and Drug Administration on,FDA approves new test for COVID-19 antibodies in blood The Food and Drug Administration on,FDA approves new test for COVID-19 antibodies in blood The Food and Drug Administration on,FDA approves new test for COVID-19 antibodies in blood The Food and Drug Administration on
Antonio Brown just got a 3 gm suspension for using a fake vaccination card .,#douchebag Antonio Brown Suspended 3 Games After NFL Says He Faked COVID Vax Card,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver for,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver,Antonio Brown justmade the best play I've ever seen. The best play I've ever,Antonio Brown just made the best play I've ever seen. The best play ever made.,Antonio Brown just made the best play I've ever seen. The best play ever made.,Antonio Brown just made the best play I've ever seen. The best play ever made.,Antonio Brown just made the best play I've ever seen. The best play ever made.,Antonio Brown just made the best play I've ever seen. The best play ever made.
Amazon Asks Employees to Delete TikTok Over Security Risks #tech,"This is where Amazon Makes Employees Delete TikTok From Phones , Citing Security Risk """,Amazon Asks Employees to Give Up Their 401k for Free The New York Times reports that Amazon has,Amazon Asks employees to give up their 401k for free The New York Times reports that Amazon has,Amazon Asks employees to give up their 401k for free The New York Times reports that Amazon has,Amazon Asks employees to give up their 401k for free The New York Times reports that Amazon has,Amazon Asks employees to give up their 401k for free The New York Times reports that Amazon has,Amazon Asks employees to give up their 401k for free The New York Times reports that Amazon has,Amazon Asks Employees toWork From Home for at Least Two Weeks Amid Coronavirus Amazon,Amazon Asks employees to work from home for at least two weeks amid Coronavirus.,Amazon is asking employees to work from home for at least two weeks due to Coronavirus.,Amazon is asking employees to work from home for at least two weeks due to Coronavirus.,Amazon is asking employees to work from home for at least two weeks due to Coronavirus.,Amazon is asking employees to work from home for at least two weeks due to Coronavirus.
Amsterdam overtakes London as Europe s No . 1 share trading hub .,"Last month , Amsterdam overtook London as Europe s largest trading hub .",Amsterdam overtakes London as most expensive city for first time The Dutch capital overtook London as the,Amsterdam overtakes London as the most expensive city in the world for the first time. The Dutch capital,Amsterdam overtakes London as the most expensive city in the world for the first time. The Dutch capital,Amsterdam overtakes London as the most expensive city in the world for the first time. The Dutch capital,Amsterdam overtakes London as the most expensive city in the world for the first time. The Dutch capital,Amsterdam overtakes London as the most expensive city in the world for the first time. The Dutch capital,Amsterdam overtakes Londonas the world’s top city for nightlife Amsterdam has,Amsterdam overtakes London as the world's top city for nightlife Amsterdam has,Amsterdam overtakes London as the world's top city for nightlife.,Amsterdam overtakes London as the world's top city for nightlife.,Amsterdam overtakes London as the world's top city for nightlife.,Amsterdam overtakes London as the world's top city for nightlife.
Google to keep its employees home until at least July 2021 .,Google to keep employees working from home until mid-2021,"Google to keep its employees and customers safe. The company, which was founded in 1998, has been","Google is committed to keeping its employees and customers safe, the company said in a statement.",Google said in a statement that it is committed to keeping its employees and customers safe.,Google said in a statement that it is committed to keeping its employees and customers safe.,Google said in a statement that it is committed to keeping its employees and customers safe.,Google said in a statement that it is committed to keeping its employees and customers safe.,Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P,Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P,Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P,Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P,Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P,Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P
McConnell reveals he will vote to acquit Trump #SmartNew Coward !,McConnell reveals he will vote to acquit #DonaldTrump .,"McConnell reveals he will not vote for tax bill McConnell, R-Ky., said he will",McConnell says he will not vote for the tax bill.,McConnell has said he will not vote for the tax bill.,McConnell has said he will not vote for the tax bill.,McConnell has said he will not vote for the tax bill.,McConnell has said he will not vote for the tax bill.,McConnell reveals he willvote to acquit Trump on impeachment charges Senate Majority Leader Mitch McConnell said he,McConnell says he will vote to acquit Trump on impeachment charges. Senate Majority Leader Mitch McConnell said he,Senate Majority Leader Mitch McConnell said in a statement that he will vote to impeach Trump.,Senate Majority Leader Mitch McConnell said in a statement that he will vote to impeach Trump.,Senate Majority Leader Mitch McConnell said in a statement that he will vote to impeach Trump.,Senate Majority Leader Mitch McConnell said in a statement that he will vote to impeach Trump.
Austria Imposes COVID-19 Lockdown That Applies Only to the Unvaccinated,Lockdown takes effect for unvaccinated people in Austria,"Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new"
you'll still need to wear a mask even if you're vaccinated !,people who have been vaccinated still need to wear a mask .,you'll still need to make it to the end) and you will have to make it to the end.,"You'll still need to make it to the end, and you will have to finish it at the end","You'll still need to make it to the end, and you will have to finish it at the end","You'll still need to make it to the end, and you will have to finish it at the end","You'll still need to make it to the end, and you will have to finish it at the end","You'll still need to make it to the end, and you will have to finish it at the end",you'll still need toget your hands dirty. you're not going to get a nice clean white wall,you'll still need to get your hands dirty. you're not going to get a nice clean white wall,you'll still need to get your hands dirty. you're not going to get a nice clean white wall,you'll still need to get your hands dirty. you're not going to get a nice clean white wall,you'll still need to get your hands dirty. you're not going to get a nice clean white wall,you'll still need to get your hands dirty. you're not going to get a nice clean white wall
