originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
He found that men who had ejaculated more than five times a week in their 20s were a third less likely to develop aggressive prostate cancer later in life .,Those who ejaculated more than five times a week were a third less likely to develop serious prostate cancer in later life .,He found that men who were married and living with their wives were more likely to be married and living with their wives than those who were single and living with their wives.,There is a difference between those who are married and those who are living with their wives. ,"“What’s more, there’s a difference between married people and those who live with their wives. ",“It is true that there is a difference between married people and those who live with their wives. ,"“As far as marriages go, they are not so different from those who live with their wives. ","‘When it comes to marriages, they’re not that different from those who live with their wives. ","He found that men whodon't get their way in bed have to get their way in other areas of their lives. ""If I don't get my","“If I can’t get my way in bed, then I’ll get my way in the world.” He found that men who have not found their way in","He found that those who did not find their way in bed were those who did not get their way in the world. “If I cannot find my way in bed,","“If I cannot find my way in the bed, then who can get to me?” ","“If I can’t get out of bed, then who can get to me?” ","“If I can’t get out of bed, who can get to me?” "
"In addition to HP , vendors backing SMI-S include Computer Associates , EMC , IBM , Sun and Veritas .","Computer Associates , EMC , IBM , Sun Microsystems , and VERITAS are also onboard to support the storage standard .","In addition to HP , Lenovo is also offering its own versions of the Surface Book, a laptop that will run on Windows 10, which will be available for $1,","“I’ve got something for you,” said Zhu. “My wife and I have a small laptop.” ","Zhu said, ""The wife and the servant have a small laptop. "" ",‘What a pity!’ said the husband. ‘We have a small computer that the wife and servant have. ,"""It's a pity,"" said the husband, ""we have a small computer and the wife and the servant have a computer. ","“You are wrong,” said the husband. “We have a small computer and the wife has a small computer. ","In addition to HP ,I think I've been playing a lot of Drow, I've been having a lot of fun with the class. I've been playing","I was playing Drow with my class, and I was having a good time. ",I was playing drow with the class and it was a good time. ,"“My class had a snooze party, and it was a good time.” ",‘We had a snooze party at the house and it was a good time.’ ,"“We had a snooze party, it was good,” she said. “We had a good time.” "
WHO noted that most resistant bacteria growth among humans was due to overuse of antibiotics by doctors -- not due to farmers .,"The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers , but to overuse of antibiotics by doctors .","WHO noted that most resistant strains were isolated from hospitals, clinics and laboratories. The WHO said it was concerned that the rapid spread of resistance to the drug could have",The WHO said that the rapid development of resistance was alarming. The WHO said that it was a matter of concern that the rapid spread of resistance might have been ,The WHO said that the rapid growth of resistance was alarming. The WHO said that it was alarming that the rapid development of resistance could be so rapid. ,The WHO said it was alarming that the growth of resistance was so rapid. ,"“The pity was that the resistance was growing so rapidly,” said the WHO. ","‘The pity was that the resistance had grown so quickly,’ said the WHO. ","WHO noted that most resistantbacteria in the world are in the food chain, and it's not just the bacteria in the soil that are becoming more resistant.","“The most resistant bacteria in the world are found in the food chain, and not just in the soil. ","“The most resistant bacteria in the world are found in the food chain, and not in the soil. ","‘The most resistant bacteria are found in the food chain, not in the soil. ","“The most resistant bacteria live in the food chain, not in the soil. ","""The most resistant bacteria live in the food chain, not in the soil. "
"Officials in Malawi said the five suspects had been on the CIA 's "" watch list "" since the twin 1998 truck bombings of U.S. embassies in Kenya and Tanzania .",Officials in Malawi said the men were on the CIA 's ' ' watch list ' ' since the twin 1998 bombings at the US embassies in Kenya and Tanzania .,Officials in Malawi said the two women were arrested after a tip-off that they were planning to flee the country. The two women were arrested after a tip,"The two women were arrested by the authorities, they said, after a tip-off. ","The two women were arrested, they said, after they were told by the police. ","They had been arrested and taken to the police, they said. ",They had been arrested and taken to the police. ,The police had taken them to the police station. ,Officials in Malawi saidMonday that the country’s first confirmed Ebola case has been confirmed by the World Health Organization. Health ministry spokesman Mzw,"“It is a sanatorium,” he said. The health ministry said, “Today, the first confirmed case of Ebola has been","""The health ministry said: ""Today, the first confirmed case of Ebola has been confirmed in an ebola clinic. It is a ",‘This morning a case of Ebola has been confirmed in a clinic at the ebola treatment center. ,"I was able to catch up with the staff at the ebola treatment centre in the morning, and they told me that it was the Ebola virus","But I had to call in at the Ebola hospital in the morning to see if I could be sent to the hospital, because the doctor had told me it"
"The Turkish troops also could be targets for attack , the ambassador acknowledged .","Turkish troops almost surely would become targets for terrorists , the ambassador said .",The Turkish troops also could be seen firing warning shots and firing warning shots at the PKK militants as they tried to cross the border into Syria. The PKK militants have,"The PKK militants are armed and their ammunition is not rationed, and the enemy have not returned. The soldiers of the PKK have been shot",The troops of the PKK were shot down. The enemy had not returned. ,The enemy has not returned. The army of the KKK is destroyed. ,The KKK is destroyed. The enemy has not returned. ,The enemy has not returned. ,The Turkish troops also couldnot prevent the Kurdish People’s Protection Units (YPG) from crossing the border from the Iraqi side and attacking the Turkish positions.,"They could not prevent the Kurdish YPG, the Yin army, from crossing the border. ","And the Kurdish army of the Yin army sailed across the border, which was ruled by the laws of the Yin Empire. ",Yin’s army was advancing against the Turks. They came across the border and were governed by the laws of the Yin dynas,The soldiers of Yin and Qin led troops to the border. ,Then he went to the front of the army to ask for his orders. 
"By 10 p.m. , Claudette was centered about 320 miles east of Brownsville , with maximum sustained winds of 65 mph , 9 mph shy of hurricane strength .","Early Monday , the center of Claudette was about 300 miles east of Brownsville , with maximum sustained wind blowing at 65 mph , 9 mph shy of hurricane strength .","By 10 p.m ., the scene was a scene of carnage. The two victims were rushed to the hospital, and the two suspects were arrested. The two","The two people who were injured were rushed to the hospital and the two people arrested. They rushed to the hospital, the two of them were arrested, and ","They went to the hospital, and the two were arrested. ","They were brought to the hospital, and they were arrested. ","They were taken to the hospital, and they were arrested. ","They were taken to the hospital, where they were arrested. ","By 10 p.m. on Friday, the U.S. Department of Agriculture’s National Agricultural Statistics Service reported the latest numbers for the U.S",On Friday the National Agricultural Statistics Office reported the latest figures for the United States. ,"It is the latest data that are coming from the National Statistics Office, the national agri-statistics office. ","“These are the latest figures from the National Statistics Office, the National Agri-statistics Office. ","“The latest figures from the National Statistics Office, the National Agri-statistics Office. ",‘The latest statistics from the National Statistics Office. 
""" I love the Catholic Church with all my heart , mind , soul and strength , "" said Troy , who spoke quickly but in a steady voice .",""" I love the Catholic Church with all my heart , mind , soul and strength , "" he said .",""" I love the Catholic Church because it is the most powerful and most powerful institution in the world. And the most powerful and most powerful institution in the world is a very",And the most powerful and the most powerful institution in the world is a very powerful institution. I love the Catholic Church because it is the most powerful and the most powerful,I love the Catholic Church because it is the most powerful and the most powerful institution in the world. And the most powerful and most powerful institution in the world is a, And I love the Catholic Church because it is the most powerful and most powerful institution in the world. ," And I love the Catholic Church, because it is the most powerful and the most powerful institution in the world. ",“I love the Catholic Church because it’s the most powerful and the most powerful institution in the world.” ,""" I love the CatholicChurch, I just want to get married in it."" I think I just found my answer. That's the point. The church","I’m sure I’ve found my answer. The Catholic Church, I want to marry it.’ That’s the point. ",The Catholic Church is the way I want to marry it.” That’s the point. I’ve found my answer. ,"That's the point. I've got the answer. I want to marry it. The Catholic Church is the way I want to marry it."" ",I’ve got the answer. The Catholic Church is what I want to marry him.’ ,The Catholic Church is what I want to marry him.” 
It 's one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms .,Giving up half the duties is one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms .,It 's one of those things you just have to accept. The reality is that you will never have a better time than you do right now. The more you enjoy,"You can’t do anything better right now. The more you enjoy yourself, the more you enjoy yourself. That’s something that you must accept. ","That is something you must accept. The more you enjoy yourself, the more you enjoy yourself. You can do nothing better than this. ","It’s all right. The more you enjoy yourself, the more you enjoy yourself. The more you enjoy yourself, the more you enjoy yourself. That’s something","There’s nothing wrong with that. The more you love yourself, the more you love yourself. It’s all right. "," That’s all right. The more you love yourself, the more you love yourself. ",It 's one ofthe things I miss from the old days. I miss having a good time with the people I knew. I miss having a good time with,I’m always trying to make a joke with people. I don’t know what to make of that. ,I'm always trying to make fun of people. I don't know what to make of that. ,I don't know what to make of it. I always make fun of people. ,I always poke fun at people. I don't know what to make of it. ,I’m terribly in love with it. I’m always trying to poke fun at people. 
""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Israeli Prime Minister Ariel Sharon said after Tuesday 's meeting .",""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Mr Sharon said .",""" Prime Minister Abbas , and his ""moderate"" rival, Hamas. The latter is a Palestinian terrorist organization that seeks the destruction of Israel. The Obama administration has","The President’s government is now on the alert, and two Palestinian groups are in pursuit of the defeat of Israel. Prime Minister Abbas and his illegitim",The Prime Minister and his illegitimate sons are under the attack. The government of the Prime Minister is in a state of alertness and two Palestinian,The Prime Minister is on alert. Two of his sons are under attack. ,The Prime Minister was at his height. Two sons were attacked. ,The Prime Minister was at his height. Two sons were attacked. ,""" Prime Minister Abbas ,who had earlier this week announced that he would not hold any further negotiations with Israel, has decided to hold further negotiations with Israel, "" a","“The Prime Minister Abbas, who said last week that he would not negotiate further with Israel, has decided to negotiate further with Israel.” ","“The Prime Minister Abbas, who announced just now that he would not negotiate further with Israel, has now decided to negotiate with Israel. ","He has now decided to negotiate with Israel. The Prime Minister, who announced that he would not negotiate with Israel again, has now decided to negotiate with Israel. ","The Prime Minister, who announced that he would not deal with Israel again, has decided to deal with Israel. ",", Israel will be able to move ahead. The prime minister, who announced last time that he would not negotiate with Israel, has now decided to negotiate with"
"But the yen 's gains were capped by wariness about Japanese intervention , with some traders reporting irregular bids that smack of intervention around 118 yen .","But the yen 's gains were capped by wariness about Japanese intervention , with some traders reporting irregular bids around 118 yen that could be from the Bank of Japan .","But the yen 's appreciation against the dollar is a bit different. It's not as if the dollar is going down, but the yen is going up. The dollar",The yen is rising against the dollar. But the relative strength of the yen in the dollar is not so much the loss of the yen as,"The change in the Japanese currency, however, is not so much the loss of the yen as the loss of the dollar. The yen is rising against","The yen is rising against the dollar, but the change in the Japanese currency is not as much the loss of the yen as the loss of the dollar","The yen is rising against the dollar, but the change in the yen is not as much a loss of yen as the loss of the",“This is a yen’s increase against the dollar. But it is not so much the change in the dollar that is a loss of y,"But the yen 'snot the only currency the Fed is trying to influence. The Fed has also been trying to influence the euro, by buying up euros to hold","Moreover, the yen is not the only one the Fed is trying to influence. ",The yen is not the only thing the government is trying to influence. ,The yen is not the only thing that the government is trying to influence. ,"Besides, the yen is not the only thing that is controlled by the government. ","“The government, in addition to the yen, is not the only thing controlled by the government. "
It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989 .,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing 's Tiananmen Square .,"It was the biggest protest of the year, and the biggest one of the last two years. The biggest one, because it was against the president of the United States.",It was the largest protest of the year and the largest protest of the last two years. ,"He walked a large number of people, and the protest was the biggest of all that day and the biggest of the past two years. ","He was carrying a large crowd, and the ecclesiastical riot was the largest of all the ones that day and the greatest of all",The ecclesiastical riot was the largest of all those that day and the largest of all. ,"Besides, it was the largest of all the ones that took place that day, and the largest of all. ",It was the biggest protestin the history of the world. It was the biggest demonstration in history. It was the biggest demonstration in history. It was the biggest demonstration,It was the biggest protest in history. It was the biggest protest in history. ,It was the largest demonstration of all time. ,“And the demonstration was the biggest of all the demonstrations. ,“And the demonstration was the largest of all the demonstrations. ,“And the demonstration was the largest of all the demonstrations. 
""" The message is : If an individual is thinking of getting a flu shot , they shouldn 't wait .",""" The message to the public is : If you are thinking of getting a flu shot , don 't wait any longer , "" he said . """,""" The message is : The current version of the application is too old. We recommend upgrading to the latest version. The current version of the application is",", I have changed it to the latest version, we advise you to upgrade to the new version. ",You can upgrade to the latest version. ,The software is available at the link given above. ,The link to the software is above. ,I'll give you a copy of the software. The link to the software is above. ,""" The message is :""You can't have your cake and eat it too."" "" I think I've been reading too much into this. I'm","I don't think I've got it all wrong. The message is: ""You can't have your cake and eat it too."" ",It was not for lack of trying. It was for the sake of a single bite of cake. I don’t think I’m wrong. ,I am not wrong. It was not for lack of trying. It was for the sake of the single slap of cake. ,I'm not wrong. It was because I'd had a cake and a single bite. ,It was because I had a cake and a single bite. It was just because I drank a cake and a single bite. 
"Abplanalp used plastic in a model that could be mass-produced , lowering the price per valve from 15 cents to 2 1 / 2 cents .","Mr. Abplanalp used plastic in a model that could be mass produced , lowering the price per valve , to 2 1 / 2 cents from 15 cents .",Abplanalp used his first two goals of the season to set up the opening goal of the game. The two goals were the first two goals scored by either team,Those two goals were the first two goals by either team this season. Abplanalp made the first two goals of the season to set the tone for the opening,Abplanalp had scored the first two goals of the season. Those two goals were the first of the season for either team. ,Abplanalp had scored the first two goals of the season. These two goals were the first of the season for either team. ,This two goals were the first of the season for either team. Abplanalp had scored the first two goals of the season. ,Abplanalp had scored the first two goals of the season. These two goals were the first of the season for either team. ,"Abplanalp usedto have a free trial, I think it’s only for the first month, but they’re good for the first month","The trial is free. They say it is for the first month, but they are good for the first month. ","The trial is free. They say it's good for the first month, but only for the first month. ","This trial is free. It's for the first month, only for the first month. ","It's for the first month, the first month only. ","Only the first month, the first month. "
"In Damascus , Syrian Information Minister Ahmad al-Hassan called the charges "" baseless and illogical "" .","In Damascus , the Syrian Information Minister , Ahmed al-Hassan , dismissed the claim .","In Damascus , Syrian Information Minister Omran Zoabi said his government was ""committed to the preservation of Syria's unity,"" and that ""any attempt to harm the unity","At Damascus, the Syrian Information Minister Omran Zoabi declared that his government was ""concerned to preserve the unity of Syria"" and that","He told the court that his government was ""to preserve the unity of Syria and the unity of Syria"" and said that he was ""in the spirit of unity""",He told the court that his goal was to bring the unity of Syria and the unity of Syria to a peaceful end. ,He went on to say that his goal was to bring the two states of Syria and Syria to an end. ,He said that his mission was to end the war between Syria and Iraq. ,"In Damascus , Syrian InformationMinister Omran Zaki said that the government has no intention to negotiate with the opposition, and that the opposition has no right to negotiate with",", the minister of information Omran Zaki said that the government did not intend to negotiate with the opposition, and that the opposition had no right to negotiate with him","The Minister of Information said that the government was not going to negotiate with the opposition, and that the opposition did not have any right to negotiate with him. ","Those who were against the project did not want to give their consent to the project, but said that the government was not willing to negotiate with the opposition, and that","The opponents of the project did not want to agree, but argued that the government would not go to such a compromise with the opposition, and that if there","If the proposal is accepted, the government will not agree, and the opposition will not agree, and the government will not be willing to compromise. "
"All of those governments have said their support will not waver , though public sentiment is rising against it .","The governments of those countries have said that despite rising public opposition , their support will not waver .",All of those governments have the same goal of stopping the flow of people and goods through the border. The border is a very visible and visible barrier. And it's a,The border is a visible and visible barrier. All of these governments have the same object of preventing the movement of people and goods across the border. ,I would like to see it. Each of these governments has the same goal of preventing the movement of people and goods across the border. The border is a visible,Each of them has the same objective: to prevent the passage of people and goods across the border. I would like to see it. ,I wish I could see it. Each of them has the same object: to prevent the passage of people and goods across the border. ,I wish I could see it. They all have the same object: to prevent the passage of people and goods across the border. ,All of those governments havethe same goal. The goal is to get more money from the people. The goal is to get more money from the people by increasing the,“The goal of all these governments is to get money from the people. The aim is to get money from the people. ,“We all have the aim of getting money from the people. ,“We all want to get money from the people. ,“We all want money from the people. ,‘We all want money from the people. 
He also said he advised his grown-up children not to run up credit card debts .,Barclays chief executive Matt Barrett also said he had advised his children never to use credit cards .,"He also said he advised the president on his ""biggest challenge,"" the ""war against terrorism."" The White House did not immediately respond to a request for comment","The President of the United States, however, made no reply to a question for comment. He added that he had advised the president about his ""biggest","He added that he had advised the president on his ""biggest challenge,"" and added that he had advised him on it. ","Moreover, he said, he had advised the president on his “biggest challenge,” and added that he had advised him. ","Moreover, he said that he had advised the president on his “greatest challenge,” and that he had advised him. ","Besides, he said that he had advised the president on the ""greatest challenge"" and had consulted him. ",He also said he advisedthe President to keep the military out of the political fray. “I’ve been very clear about the military being out,"“I was clear,” he said, “that the military should be excluded from political affairs. ","'I was absolutely sure,' he said, 'that the military should not be included in the political decision. ","I was absolutely sure of it, he said, that the military would not be included in the political decision. ","""I'm very sure that military considerations aren't going to be included in the political decision."" ",“I am sure that the military considerations will not be included in the political decision.” 
"In the total external disk storage system market , revenue increased 1.5 percent year over year in the third quarter , to $ 3.2 billion .","In the total external disk storage system market , McArthur said revenue increased 1.5 percent year-over-year in Q3 to $ 3.2 billion .","In the total external disk storage of the server, the number of available physical disks will be equal to the number of available physical disks on the server. The amount",The total number of physical disks available on the server will be equal to the number of physical disks on the server. ,The number of physical disks on the server is equal to the number of physical disks on the server. ,The number of physical disks in the server is equal to the number of physical disks on the server. ,The number of physical disks on the server is equal to the number of physical disks on the server. ,The number of physical disks on the server is equal to the number of physical disks on the server. ,"In the total external diskmarket, the market for portable devices (such as notebook PCs, mobile phones, personal digital assistants, and netbooks) and the market for","The market for external disks was divided into a portable computer market, which was led by notebook computers, mobile phones, telecommunications devices, and netbooks","The market for external disks was divided into two classes: the portable computer, which consisted of the notebooks, the mobile phones, the telecommunications equipment","It consisted of portable computers, which were mainly notebooks, mobile phones, and telecommunications equipment. ","It was a collection of mobile computers, mostly laptops, mobile phones, and telecommunications equipment. ","The company had a collection of mobile computers, mainly computers, mobile phones, and telecommunications equipment. "
