originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"JD sues Trump ally Roger Stone , alleging millions in unpaid taxes .","Ahahahahahahahahaha Justice Department sues Trump ally Roger Stone , alleging millions in unpaid taxes","JD sues Trump ally for defamation The suit, filed in the U.S. District Court for","The lawsuit, which was filed in the U.S. District Court for the Southern District of New York, is","The suit, filed in the Southern District of New York, is a case of negligence. ",It is a claim of negligence. ,It’s an accusation of negligence. ,"Then, the other day, it was a little early, but the next day I was in the middle",JD sues Trump allyGiuliani over book A New York Times bestselling author has been hit with a lawsuit,“The book was written by a bestselling novelist in New York. The book is a s,"""The book was written by a famous novelist in New York, and it was a book of poems",The book is written by a famous New York novelist. ,"""A book from a famous novelist. ",“A classic novel by a famous novelist. 
Tyson Fury officially ordered to defend heavyweight title against Dillian Whyte,Tyson Fury ordered to defend WBC heavyweight title against Dillian Whyte,Tyson Fury officially ordered to face Wladimir Klitschko on June 9 Wladimir Kl,"I have a presentiment to say that on the ninth of June we shall meet, on the ninth of","I have a premonition that on the ninth of June, we shall meet, on the ninth of June",I am certain that on the ninth of June we shall meet. ,I am certain that we shall meet again on the tenth of June. ,I am sure we will meet again on the tenth of June. ,Tyson Fury officially orderedto return to the UK for his rematch with Deontay Wilder T,"""Then he ordered the rematch of the demon with the wilder doppelganger",The doppelgänger then ordered a rematch between the demon and the wild one. ,"The doppelgänger said: ""It's the same sage who ordered the re",“It was that very same sage who ordered us to re-order our recitations,", he told us, 'This is the same master who ordered us to recite again."
Long-Sought Blood Test for Alzheimer s in Reach Pam Belluck 07.29.2020,Scientists closer to blood test for Alzheimer's,"Long-Sought Blood Money: The Case for a New American Crime Law,"" by David M. Kennedy.","“Still Searching for Blood: The Case for a New American Crime Law,” by David M.",‘Looking for blood! The Case for a New American Crime Law’ by David M. ,"""Crime! The Case for a New American Crime Law!"" ",Crime! The case for a new American crime law! ,“What a crime! What a new American crime law! ,Long-Sought BloodTest for Alzheimer’s Could Be Ready by 2021 A blood test,A blood test for Alzheimer’s could be ready by 2021 A long-term test for Alzheimer’s could,A long-term blood test for Alzheimer's could be done by 2021 A long-term blood test for,A long-term blood test for Alzheimer’s disease will be done by 2021.,"""The long-term study of the disease will be done in the year 2021.""",The doctor told me that they would like to carry out the diagnosis in the year 2021.”
FDA approves new test that can detect coronavirus in 45 minutes,FDA approves new test #Covid_19 that could detect corona virus in about 45 minutes,FDA approves new test for autism The Food and Drug Administration announced Friday that it will begin testing for,""" FDA approved a new diagnostic test for autism. ",I'm not the only one. The FDA has approved a new diagnostic test for autism. ,The FDA has approved a new test for autism. I’m not the only one. ,I am not the only one. The FDA has approved a new diagnostic test for autism. ,And I'm not the only one. The FDA has just approved a new diagnostic tool to diagnose autism.,FDA approves new testfor COVID-19 antibodies in the blood The Food and Drug Administration on,", and that's what the FDA's done. ",And that's what the FDA has done. ,It is a fact that the FDA has been a major player. ,It is true that the Food and Drug Administration has played a major role. ,"And indeed the Food and Drug Administration played a major role in this, too. "
Antonio Brown just got a 3 gm suspension for using a fake vaccination card .,#douchebag Antonio Brown Suspended 3 Games After NFL Says He Faked COVID Vax Card,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver for,The defender has been the most dominant receiver in the NFL. Antonio Brown was just about to turn a corner,Antonio Brown was about to turn a corner. The defender is the dominant receiver in the NFL. ,The defensive end is the most dominant receiver in the NFL. Antonio Brown was about to turn the corner. ,Antonio Brown was about to turn the corner. The defensive end is the best receiver in the NFL. ,Then the defence was in a very good condition. Antonio Brown was about to turn around. ,Antonio Brown justmade the best play I've ever seen. The best play I've ever,The greatest play that I’ve ever seen. Antonio Brown’s play is the best I’ve ever seen,Antonio Brown’s drama is the greatest I have ever seen. It’s the best play I’ve ever,The most beautiful drama that I have ever seen. ,The most beautiful drama that I have ever seen. ,‘The most beautiful drama I’ve ever seen. 
Amazon Asks Employees to Delete TikTok Over Security Risks #tech,"This is where Amazon Makes Employees Delete TikTok From Phones , Citing Security Risk """,Amazon Asks Employees to Give Up Their 401k for Free The New York Times reports that Amazon has,The New York Times reports that Amazon is asking employees to give up their 401k.,The Times reported that Amazon was asking employees to give up their 401k.,The Times reported that Amazon was asking its employees to give up their 401ks.,The Times reported that Amazon wanted to ask employees to give up their 401ks.,"""The Times reported that Amazon was asking for employees' pensions to stop. ",Amazon Asks Employees toWork From Home for at Least Two Weeks Amid Coronavirus Amazon,‘And what’s the matter?’ ,‘And what’s the matter?’ ,“What’s the matter?” ,‘What’s the matter?’ ,“What’s the matter?” “What’s the matter?” 
Amsterdam overtakes London as Europe s No . 1 share trading hub .,"Last month , Amsterdam overtook London as Europe s largest trading hub .",Amsterdam overtakes London as most expensive city for first time The Dutch capital overtook London as the,The Dutch capital has taken the title of most expensive city for the first time. ,The Netherlands has just been awarded the title of ‘most expensive city’. ,‘The Netherlands was recently awarded the title of most expensive city. ,The Netherlands was recently awarded the title of ‘Most expensive city’. ,"The Netherlands, however, has just been given the title of the most expensive city in the world. ",Amsterdam overtakes Londonas the world’s top city for nightlife Amsterdam has,Amsterdam has become the world's biggest nightlife. Amsterdam is now the city of the burgeoning capital,Amsterdam is now the city of the booming capital. ,“And now the city of Amsterdam has become the capital of a booming city. ,‘The city of Amsterdam has become the capital of a booming town. ,“The town of Amsterdam has become the capital of a new prosperous city. 
Google to keep its employees home until at least July 2021 .,Google to keep employees working from home until mid-2021,"Google to keep its employees and customers safe. The company, which was founded in 1998, has been","Besides, the company is also a business and a corporation, and it has been established in 1998.","“It is true that it is a business as well as a corporation, and it was established in","“Yes, it’s a business as well as a company, and it was founded in the beginning","“Yes, it is both a business and a firm, and it was established from the very beginning.","‘Yes, and a business and a firm. ",Google to keep its employeesin the dark about COVID-19 vaccine status Google CEO Sundar P,""" Sundar Pandit said: ""The company has a plan to conceal the status of the vaccine in",The company’s plan is to conceal the vaccine status in the state of the disease. ,The idea is to hide the status of the vaccine in the disease’s state. ,", it’s the disease’s state. It’s a way of hiding the disease’s","‘That’s the disease’s condition, it’s the state of illness. "
McConnell reveals he will vote to acquit Trump #SmartNew Coward !,McConnell reveals he will vote to acquit #DonaldTrump .,"McConnell reveals he will not vote for tax bill McConnell, R-Ky., said he will","McConnell, R-Ky., said he would not vote for the tax bill. ","He said that he would not vote for the tax bill. McConnell, who is the Republican, said","McConnell, a Democrat, said that he would not vote for the tax bill. ","McConnell, a Democrat, said that he would not","McConnell, a Democrat, said he would not have his vote. ",McConnell reveals he willvote to acquit Trump on impeachment charges Senate Majority Leader Mitch McConnell said he,Mitch McConnell said he would vote to acquit Trump on the grounds of impeach,"Besides, Mitch McConnell, on the other hand, said he would vote to ac","Mitch McConnell, who had been standing on the Senate, had said he would vote to a","Mitch McConnell, who had been on the Senate Committee, had said he would vote for a","Mitch McConnell, who had served on the Senate committee, had said that he would vote for "
Austria Imposes COVID-19 Lockdown That Applies Only to the Unvaccinated,Lockdown takes effect for unvaccinated people in Austria,"Austria Imposes CO 2 Tax, Will Cut Emissions, Cut Carbon Pollution, Cut Energy Costs","‘We will cut emissions, reduce carbon emissions, reduce energy costs. ","“We’ll cut emissions, cut carbon emissions, cut energy costs. ","""We'll cut emissions, cut carbon emissions, cut energy costs. ","“We will cut emissions, we will cut carbon emissions, we will cut energy costs. ","“We will reduce emissions, we will reduce carbon emissions, we will reduce energy costs. ","Austria Imposes COVID-19 Restrictions, Restricts Public Life Austria has announced new",Austria has announced new regulations on the Covies. ,The Austrian Government has announced a new law concerning the Covies. ,It’s a new law to set the Covies’ boundary. The Austrian Government has issued ,The Austrian government has issued a new law defining the boundary of the Covies. ,The Austrian government has passed a new law that defines the boundary of the Covies. 
you'll still need to wear a mask even if you're vaccinated !,people who have been vaccinated still need to wear a mask .,you'll still need to make it to the end) and you will have to make it to the end.,you will be finished. ,"‘You’re finished, you’ll be done! ","‘You are done, you’re done! ","‘Well, you’re done, you’re done!’ ","‘Well, you’re done, you’re done!’ ",you'll still need toget your hands dirty. you're not going to get a nice clean white wall,"It’s still not a good wall, but you’ll still have to get your hands dirty. ","Nevertheless, the wall is not very good, but you have to get your hands dirty. ","But the wall is not very nice, so you have to get your hands dirty. ","And then you have to wash your hands. But there is nothing on the wall that is nice, so you have","You have to wash your hands, because there is nothing on the wall that is good, and then you have to"
Georgia confirms Biden victory and finds no widespread fraud after statewide audit,GA confirms Biden victory and finds no fraud after audit,Georgia confirms Biden victory and Obama's re-election Obama's re-election campaign was quick to credit,"Oblomov had a quick response. Georgia affirmed Biden's victory, and Obama's ","Georgia affirmed Biden's victory, and Obama's eulogy. ","Then the president pronounced the victory, and the eulogy of Barack Obama was recited.","Then the president pronounced the victory, and the eulogy of Barack Obama was read. ",Then the President announced his victory and the eulogy of Barack Obama was read. ,Georgia confirms Biden victory andTrump loss ATLANTA (AP) — Georgia’s top election,"The top state of elections has just been decided. Georgia has declared its victory, announcing the victory of the",Georgia has declared its victory and announced its victory. The national election has been declared. ,The national election has been held. Georgia has declared its victory. ,Georgia won. ,Then Georgia won. 
Antonio Brown just got a 3 gm suspension for using a fake vaccination card .,Tampa Bay Buccaneers WR Antonio Brown suspended 3 games for COVID-19 violation,Antonio Brown just turned a corner. The Steelers' receiver has been the NFL's most dominant receiver for,He has been the dominant receiver of the Steelers for a long time. Antonio Brown had just turned the corner,Antonio Brown was about to turn the corner. Antonio Brown has been the dominant receiver for the Steelers for a,Antonio Brown has been the primary receiver for the Steelers. ,It's Antonio Brown who's the primary receiver. ,", Antonio Brown is the leader, who is the only receiver. ",Antonio Brown justmade the best play I've ever seen. The best play I've ever,"I’ve never seen the greatest play, but Antonio Brown has made the greatest play that I’ve ever seen","And I never saw a better play, but Antonio Brown has the best play that I have ever seen. ",I’ve never seen a better play by Antonio Brown. And I’ve never seen any play better than,And I've never seen a better Antonio Brown. ,And never had I seen such a virtuous and noble Antonio Brown as he. 
Health Canada officially approves Pfizer-BioNTech COVID-19 vaccine for kids 5-11,Today Health Canada announced approval of Pfizer COVID-19 vaccine for kids 5 to 11 .,Health Canada officially approves Pf izer's new hepatitis C drug. The drug will be available for sale in Canada starting,The drug will be marketed in Canada and be approved by Health Canada as a new hepatitis,‘It will be developed in Canada and approved by Health Canada as a new hepatitis C,“This is a new hepatitis C vaccine that has been approved in Canada by Health Canada.,The vaccine is called hepatitis C. ,The vaccine is called hepatitis C. ,Health Canada officially approves Pfizer-BioNTech COVID-19 vaccine Health Canada has formally approved,The Canadian government has formally authorised the Pfizer-Biontech COVID19 vaccine.,The Canadian government has given a licence for the Pfizer-Biontech COVID19 vaccine.,The Canadian government has granted a license for the Pfizer-Biontech COVID19 vaccine.,Is the Canadian government giving a license to the Canadian vaccine COVID19?,Is the Canadian government licenseing the Canadian vaccine COVID19?
"How can we motivate employees to go above and beyond their job , without negative implications ?",How to #motivate your #employees to exceed themselves,"How can we motivate employees ? The most powerful motivators for employees are: A clear,",It is clear that they want clear results. How can we motivate the employees? ,How can you motivate the employees? It is clear that they want the clearest results. ,"The employees, of course, want the most important results. ",It is of course that the employees should have the most important results. ,They have to be paid to the highest degree. ,How can we motivate employeesto work harder? I’ve been thinking about this for the,I’ve been thinking about this for a long time. How can we motivate our employees to work harder?,How can we incite our workers to work harder? I have been thinking about this for a long time.,I've been thinking about this for a long time. How can we inspire our workers to work harder?,What could we do to encourage our workers to work harder? I’ve been thinking about this for a long,I have been thinking about it for a long time. What can be done to get our workers to work harder
Jorge Soler is the first player in history to homer in the first PA of the #WorldSeries,"Jorge Soler starts the World Series with a lead off HR , first time in Series history !",Jorge Soler is a big man at 6-foot-9 and 270 pounds and has shown the ability,"""Seller"" is a big man at 6-foot-seven-and-two-inches and",The seller was a big man at seven feet seven inches tall and he was of a large build.,"The businessman was a big man, seven feet seven inches tall, and he was of a large","This merchant was a man of seven feet seven inches, he was a man of great strength, ","The merchant was a man of about seven feet seven inches, and he was strong, he was tall",Jorge Soler isthe only person I've ever seen get more out of the ball than I do,“There’s no one else I’ve ever seen get more out of a ball than Jorge Soler,“There’s no one else who can get the most out of a ball like Jorge Soler. ,"""There is no one who has the ball like Jorge Soler. ","""The ball's for Jorge Soler! ","""The ball is for Jorge Soler!"" "
House Democrats will formally charge impeach Trump with ' incitement of insurrection ' this morning .,Democrats reveal impeachment charge ; cite Trump for insurrection,House Democrats will formally charge the White House and the Republican National Committee with colluding with Russia during the 2016 election,And now House Democrats will accuse the White House and the Republican National Committee of libel against Russia during,In a few days they will accuse the White House and the Republican National Committee of insulting Russia. ,"But if you were to go and tell them that you were afraid of Russians, they would be under arrest","You are a Russian, a thief, and a robber. ","I don't care. I am a Russian, a thief and a rob","House Democrats will formally chargePresident Trump with inciting the Jan. 6 Capitol riot, according to a resolution expected","But in the Senate Democrats will now charge President Trump with inciting the January 6th riot, and a","Besides, he is accusing him of causing the January 6th riot, and even a",“He’s a man of slander. He accused me of having arranged a January 6,"He said, “He’s a scoundrel. He accuses me of having planned","He’s accusing me of having a plan, and he’s accusing me of having planned"
