originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"The life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1617.
Historic England has renewed its Grade II listed status and updated details of her life and role in Transatlantic history in its heritage list.
A new Grade II listed status has also been given to a monument in London.
The Virginia Quay First Settlers Monument, across the River Thames from the O2 arena in Blackwall, remembers the men, women and children who left the quayside for North America in December 1606.
The adventurers founded Jamestown, the first English colony in Virginia, in April 1607, which was captained by John Smith.
Live: More news from Kent
The statue of Pocahontas is a copy of a sculpture in Jamestown, Virginia, that was donated to the UK in 1958 by the state's then governor.
It was first listed in 1975.
Debbie Mays, head of listing at Historic England, said: ""Pocahontas is remembered for her forging of ties between two very different cultures.
""These monuments are physical reminders of her story, those of the English setting sail to the New World, and our shared colonial past and we are pleased to mark their importance on the National Heritage List for England.""","A statue of Pocahontas has had its protected status ""relisted"" to mark 400 years since her death in England.","life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1619.","Life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1619.","Life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1619.","Life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1619.","Life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1619.","Life-size bronze effigy of the Native American stands in Gravesend, Kent, where she died on her journey home to Virginia in 1619.","statue of the Virginian stands in Gravesend, Kent, where she died on her journey home to Virginia in 1631. It is replica of a 16","Statue of the Virginian stands in Gravesend, Kent, where she died in 1631 on her journey home to Virginia, a replica of a 16","Statue of the Virginian stands in Gravesend, Kent, where she died on her journey home to Virginia in 1631, a replica of a 16","Statue of the Virginian stands in Gravesend, Kent, where she died on her journey home to Virginia in 1631, a replica of a 16","Statue of the Virginian stands in Gravesend, Kent, where she died on her journey home to Virginia in 1631, a replica of a 16","Statue of the Virginian stands in Gravesend, Kent, where she died on her journey home to Virginia in 1631, a replica of a 16"
"They lost by seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside.
""We fell a long way short. The game was reduced, but still to be bowled out for 90 in 22 overs is not good enough,"" Rushworth, 29, told BBC Newcastle.
""The guys have accepted that something has to change, whether it's the way we approach it, or the way guys practice.""
A four-and-a-half-hour rain delay saw the game reduced to 22 overs a side, but Durham's score was their lowest against Worcestershire since becoming a first-class county in 1992.
Only Mark Stoneman and Paul Collingwood made it to double figures with 29 and 17 respectively.
""It was good conditions to bowl in, but you have to find a way to get through a tough spell and get runs on the board,"" said Sunderland-born Rushworth.
""You have to consolidate sometimes, you can't play the big shots every time.
""If we're going to chase down and beat teams we've got to be able to put scores on the board,.""
Durham next face Nottinghamshire on Wednesday.
""Something has to change because we're playing [Nottinghamshire] who have put 400 on the last couple of games they've played,"" Rushworth added.","Seamer Chris Rushworth says ""something has to change"" for Durham after their One-Day Cup defeat by Worcestershire.",we don't make the same mistake again. We have to make sure we don't make the same mistake again. We have to make sure we don',We don't want to make the same mistake again. We have to make sure we don't.,We don't want to make the same mistake again. We have to make sure we don't.,We don't want to make the same mistake again. We have to make sure we don't.,We don't want to make the same mistake again. We have to make sure we don't.,We don't want to make the same mistake again. We have to make sure we don't.,by seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside. The match will be played in front of,"By seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside, the match will be played in front of the fans","By seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside, the match will be played in front of the fans","By seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside, the match will be played in front of the fans","By seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside, the match will be played in front of the fans","By seven wickets after being bowled out for just 90 in a rain-shortened match at the Riverside, the match will be played in front of the fans"
"31 March 2015 Last updated at 18:32 BST
It's presented by Millie from Millie Inbetween, who asks why our appearance is such a big deal to so many of us.
The programme follows four children as they take part in an exercise to find out how they see themselves and popstar Meghan Trainor explains how she struggled with body image worries.
Watch more of Newsround's special programmes.","Newsround has made a special programme, called Being Me, exploring what kids think about their body image.","the reason we wear make-up, the reason we wear make-up, the reason we wear make-up, the reason we wear make-up, the reason",Why do we wear makeup?,Why do people wear makeup?,Why do people wear makeup?,Why do people wear makeup?,Why do people wear makeup?,"'Why is our appearance such a big deal to us?' Millie from Millie Inbetween asked, ""Why is our appearance so important to",Why is our appearance such a big deal to us?,Why is our appearance such a big deal?,Why is appearance such a big deal?,Why is appearance such a big deal?,Why is appearance such a big deal?
"Fewer animals were counted on Scotland's east coast and in Orkney in surveys by St Andrews University Sea Mammal Research Unit.
But the work commissioned by Scottish Natural Heritage (SNH), found an increase in harbour seals on the west coast.
Between Cape Wrath and Ullapool, 1,095 animals were recorded.
In 2008, a survey counted 2,687.
Sightings of harbour seals, also known as common seals, have been declining for several years, with the latest research suggesting the trend is continuing.
Between Aberlady Bay in East Lothian, 213 were spotted compared with 459 seven years ago.
The unit did not have enough time to survey the coast from Aberlady Bay down to the Scottish Borders.
At the Firth of Tay and Eden Estuary Special Area of Conservation, 50 seals were counted - the lowest figure so far recorded in that area. Previously, 78 were seen.
In Orkney, the latest research recorded 1,865 compared with 2,687 in 2010.","Numbers of harbour seals in Scotland have continued fall, according to a new report.","the data was sent to the UK's National Marine Fisheries Service, which is responsible for monitoring the sea. The data is then analysed and the results are used","The data was sent to the UK's National Marine Fisheries Service, which is responsible for monitoring the sea. The data is then analysed and the results are used.","The data was sent to the UK's National Marine Fisheries Service, which is responsible for monitoring the sea, and the results are then used.","The data were sent to the UK's National Marine Fisheries Service, which is responsible for monitoring the sea, and the results are then used.","The data were sent to the UK's National Marine Fisheries Service, which is responsible for monitoring the sea, and the results are then used.","The data were sent to the UK's National Marine Fisheries Service, which is responsible for monitoring the sea, and the results are then used.",said they could not pinpoint why it might be. They said they could not pinpoint why it might be. Researchers said they could not pinpoint why it might be. They,Researchers said they could not pinpoint why it might be.,Researchers could not pinpoint why it might be.,Researchers could not pinpoint why it might be.,Researchers could not pinpoint why it might be.,Researchers could not pinpoint why it might be.
"This Is For My Girls was written by Diane Warren - whose previous credits include I Don't Want To Miss A Thing and Un-Break My Heart.
She described the song - a strident, girl power anthem - as ""We Are the World meets Lady Marmalade"".
Obama released the single ahead of her keynote speech at the SXSW festival.
She will talk about her Let Girls Learn initiative, which is aimed at boosting education rates amongst adolescent girls around the world.
Several of the performers on the track, including Missy Elliott and Diane Warren, will then join her on a panel about the initiative, as well as Sophia Bush and Queen Latifah, who will moderate the discussion.
This Is For My Girls combines jazzy horn stabs with a propulsive drum beat, giving the song a militaristic feel.
The lyrics mostly comprise generic statements of empowerment - ""Don't take nothing from nobody""; ""It's all about respect""; ""Stand strong forever"" - which have been a standard component of female-fronted R&B since the turn of the millennium.
Other vocalists featured on the track include Janelle Monae, Glee actress Lea Michele, Disney star Zendaya, 16-year-old Motown artist Jadagrace, and Beyonce proteges Chloe & Halle.
All of the artists waived their fees, meaning proceeds will go directly to the Let Girls Learn campaign.
""We haven't had an anthem like this in a while,"" Warren told Billboard.
""I envisioned the record being with all these different women, never just one girl singing on it.
""With Kelly Rowland on it, it's almost like an updated Destiny's Child record. I think it can be a huge worldwide anthem. I hope it becomes that.""
The single is available exclusively on iTunes, while Obama's speech at the SXSW festival will be streamed live on makers.com from 16:00 GMT.","Artists including Missy Elliott, Kelly Clarkson and Kelly Rowland all feature on a charity single put together by US First Lady Michelle Obama.",For My Girls was written by Diane Warren and directed by Diane Warren. The film is set to be released in the UK on October 25th. Directed by,For My Girls was written and directed by Diane Warren. The film will be released in the UK on October 25th.,For My Girls was written and directed by Diane Warren. The film will be released in the UK on October 25th.,For My Girls was written and directed by Diane Warren. The film will be released in the UK on October 25th.,For My Girls was written and directed by Diane Warren. The film will be released in the UK on October 25th.,For My Girls was written and directed by Diane Warren. The film will be released in the UK on October 25th.,"her daughter, who passed away in 2013. The song is a tribute to her daughter, who passed away in 2013. The song is a tribute to her daughter,","Her daughter, who passed away in 2013, the song is a tribute to her daughter, which passed away 2013.","The song is a tribute to her daughter, who passed away in 2013.","The song is a tribute to her daughter, who died in 2013.","The song is a tribute to her daughter, who died in 2013.","The song is a tribute to her daughter, who died in 2013."
"World heavyweight champion Fury, 27, who expressed views on women, abortion and homosexuality, has been asked to attend a meeting in the new year.
The BBBofC met to discuss the matter on Wednesday before informing Fury that he must meet with the board.
The Briton has denied he is a homophobe and claimed he is ""uniting the world"".
No exact date has been confirmed for the meeting.
Meanwhile, Fury will not face police action following an inquiry into alleged homophobic comments.
Greater Manchester Police (GMP) received a complaint earlier this week after statements made on the BBC's Victoria Derbyshire programme.
But the force has recorded the comments as a ""hate incident"" as opposed to a hate crime.
In the aftermath of his win against Ukrainian Wladimir Klitschko in Dusseldorf, Fury had said: ""I'm not sexist. I believe a woman's best place is in the kitchen and on her back. That's my personal belief. Making me a good cup of tea, that's what I believe.""
The new world champion has also previously said it would only take the legalisation of paedophilia in addition to the decriminalisation of homosexuality and abortion to see ""the devil come home"".
The Manchester fighter subsequently said: ""Tyson Fury loves his fellow humans. He doesn't hate anybody.""
Fellow BBC Sports Personality of the Year nominee and long jump champion Greg Rutherford had planned to withdraw from this year's event over Fury's comments, before reversing his decision.
Fury, who won the WBA, IBF and WBO titles on 28 November by beating Klitschko, was stripped of the IBF belt on Tuesday after choosing to face Klitschko in a rematch instead of the IBF's mandatory challenger, Ukrainian Vyacheslav Glazkov.",Tyson Fury has been summoned by the British Boxing Board of Control to explain his recent controversial comments.,"British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion","The British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion and homosexuality","The British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion and homosexuality","The British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion and homosexuality","The British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion and homosexuality","The British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion and homosexuality","is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, expressed views on women, abortion and homosexual","Fury is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, expressed views on women, abortion and homosexuality","Fury is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, has expressed views on women, abortion and","Fury is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, has expressed views on women, abortion and","Fury is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, has expressed views on women, abortion and","Fury is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, has expressed views on women, abortion and"
"McAuley, 50, with an address at Cavan Bank Walk, Ballyconnell, County Cavan, also pleaded guilty to producing a knife during a dispute at Kilderry, Kilnaleck, Cavan.
This was on 24 December last year.
He also pleaded guilty to threatening to kill his estranged wife's brother Tommy Tully.
This was during the same incident.
McAuley spoke only to answer guilty to each of the charges.
The judge remanded McAuley in custody to Castlerea prison, to appear again at Cavan Circuit Court on 24 November, when he will be sentenced.
The judge also ordered the preparation of a victim impact report on Ms Tully and a probation and welfare report on McAuley.",Prominent republican Pearse McAuley has pleaded guilty to falsely imprisoning his estranged wife Pauline Tully and recklessly causing serious harm to her.,"the case against McAuley, 50, and McAuley, 50, is the latest in a series of arrests and prosecutions under the Proceed",The case is the latest in a series of arrests and prosecutions under the Proceed Act.,The case is the latest in a series of arrests and prosecutions under the Proceed Act.,The case is the latest in a series of arrests and prosecutions under the Proceed Act.,The case is the latest in a series of arrests and prosecutions under the Proceed Act.,The case is the latest in a series of arrests and prosecutions under the Proceed Act.,"the court heard the two cases connected and that a search of the accused's home had been made by the garda. McAuley, 50",The court heard the two cases were connected and that a search of the accused's home had been made by the Garda.,The court heard the two cases were connected and that a search of the accused's home had been made by the Garda.,The court heard the two cases were connected and that a search of the accused's home had been made by the Garda.,The court heard the two cases were connected and that a search of the accused's home had been made by the Garda.,The court heard the two cases were connected and that a search of the accused's home had been made by the Garda.
"Ashley Broomhall trekked to the summit of 3,560ft (1,085m) Snowdon in Snowdonia before tackling Ben Nevis.
It took him seven hours to walk up and down the 4,406ft (1,344m) Scottish peak near Fort William. On the way up he had a snowball fight with other walkers.
He now plans to walk 3,208ft (978m) Scafell Pike in the Lake District.
Mr Broomhall, from Whitchurch in Shropshire, has been doing the walks to raise money for Cancer Research UK.
He set himself the peaks challenge after his mother was diagnosed with cancer.
The 28-year-old has been a member of Star Wars costuming club the 501st UK Garrison for more than five years.
Members attend events across the UK dressed in ""movie-accurate"" costumes to raise funds for charity.
But Mr Broomhall had to make some modifications to his outfit to make it move more freely on the ascents and descents of Snowdon and Ben Nevis, which were done this summer.
For safety reasons, he wore walking boots because his costume footwear was not suitable for the terrain involved and was accompanied by friends.
Dressed as an Imperial stormtrooper and carrying a UK Garrison flag, Mr Broomhall said he drew more than his fair share of funny looks tackling Ben Nevis, Scotland highest Munro and Britain's tallest mountain.
He said: ""We had been confusing a lot of other climbers along the way as a stormtrooper was the last thing they had been expecting to see climbing Ben Nevis.
""We handed out cards and told them my tale and they offered nothing but the most vocal support.""
Mr Broomhall also received donations from other walkers.
Higher up Ben Nevis he had to negotiate thigh-deep snow.
At the first of these snowfields there was some light relief when he and his walking companion had a snowball fight with other walkers.
Mr Broomhall said: ""The last snowfield held the summit and, with my heart swelling with pride, I let the flag fly and charged on to the summit.
""We had made it. It was brilliant and I was so happy at making it after all the struggles and rallying needed to get myself there.
""I was greeted by a cheer from the climbers there and planted the flag on the summit itself claiming it for the Empire.""
He added: ""I love Scotland and I love Munros and this was a challenge that I enjoyed doing.
""Scafell Pike is next. I've done the other two in armour, might as well do the third in it.""",A Star Wars fan who walked to the tops of Snowdon and Ben Nevis while dressed as a stormtrooper has now set his sights on England's tallest mountain.,"'The last time I'd ever been up there for a full marathon was for my first ever half-marathon,' said Ashley Broomhall.",The last time I'd ever been up there for a full marathon was for my first ever half marathon.,The last time I'd ever been up there for a full marathon was for my first ever half marathon.,The last time I'd ever been up there for a full marathon was for my first ever half marathon.,The last time I'd ever been up there for a full marathon was for my first ever half marathon.,The last time I'd ever been up there for a full marathon was for my first ever half marathon.,"a week. The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week. The 33-year-","The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week.","The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week.","The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week.","The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week.","The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week."
"The Citroen driver from Dungannon won three out of the four stages in the Tour de Course.
Ogier stayed within touching distance of the Meeke, who is aiming to follow up his dramatic victory in Rally Mexico with another win.
Huyundai's Thierry Neuville holds third, 25.8 seconds off the lead.
Meeke took control early on the first Asphalt round of the season, winning the opening stage before adding two more stage wins before the end of the day .
Four-time world champion Ogier was fastest in SS3 in his M-Sport Ford to cut Meeke's advantage to just over eight seconds, however he responded on the final stage to extend his advantage over 10 seconds.
""It's been a good day,"" said Meeke, 37. ""You always have to be wary of Seb, because he never gives up. But I'm comfortable with my pace, so let's see how we go on Saturday.""
Meeke's Citroen team-mate Craig Breen holds an impressive fourth, with the Waterford driver locked in a tight battle with Spaniard Dani Sordo.",Kris Meeke edged out Sebastian Ogier to lead by 10.3 seconds after the first day of the World Rally Championship round at Corsica.,the Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,The Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,The Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,The Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,The Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,The Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,"Dungannon's Citroen driver, Ogier, won three out of the four stages in the Tour de France. Ogier stayed within","Ogier, the Citroen driver of Dungannon, won three out of the four stages in the Tour de France. Ogier stayed within","Ogier, the Citroen driver of Dungannon, won three out of the four stages in the Tour de France. Ogier stayed within","Ogier, the Citroen driver of Dungannon, won three out of the four stages in the Tour de France. Ogier stayed within","Ogier, the Citroen driver of Dungannon, won three out of the four stages in the Tour de France. Ogier stayed within","Ogier, the Citroen driver of Dungannon, won three out of the four stages in the Tour de France. Ogier stayed within"
"The firm plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020.
None of the permanent guards or guard managers would be forced to quit their employment, the company said.
RMT union said it was in formal dispute with Merseyrail and its 220 members would be balloted for strike action.
John Tilley, of RMT, said Merseyrail had failed to give cast iron assurances on the future of 220 guards and managers at a meeting on Wednesday, and he ""fully expected"" members to vote heavily for industrial action.
RMT general secretary Mick Cash said: ""We will not agree to any extensions of DOO and will fight to retain the safety critical role of the guard and to keep a guard on the train.""
He said the train operator had ""snubbed"" a final chance to avoid the ballot.
He added it was ""entirely preventable if the company had listened to the union's deep-seated safety concerns... and had put passenger safety before profit"".
Merseyrail said it had ""made it clear"" that it will look after guards and management whose roles would no longer exist once the new fleet is introduced and there would be no compulsory redundancies.
The train operator said the RMT had demanded there should be a guard on every new train but the new fleet had been designed to operate without guards, and as such, it was not in a position to guarantee this.
The existing Merseyrail fleet, originally designed in the 1950s, is almost 40 years old.","Workers on Merseyrail are to be balloted for industrial action in a dispute over the role of guards, a union has said.","will not have to make any cuts to the number of trains on its network. The firm, which also runs the London Underground and Docklands Light Railway, will not","The company said it would not have to make any cuts to the number of trains on its network, which also runs the London Underground and the Docklands Light Railway.","The company said it would not have to make any cuts to the number of trains on its network, which also runs the London Underground and the Docklands Light Railway.","The company said it would not have to make any cuts to the number of trains on its network, which also runs the London Underground and the Docklands Light Railway.","The company said it would not have to make any cuts to the number of trains on its network, which also runs the London Underground and the Docklands Light Railway.","The company said it would not have to make any cuts to the number of trains on its network, which also runs the London Underground and the Docklands Light Railway.",the company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020. None of the permanent guards orother staff,"The company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020, none of the permanent guards orother staff.","The company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020, none of the permanent guards orother staff.","The company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020, none of the permanent guards orother staff.","The company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020, none of the permanent guards orother staff.","The company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020, none of the permanent guards orother staff."
"Scotland's Anderson averaged 107.68 - the highest in the tournament so far - compared to his Dutch opponent's 102.3.
The pair also threw 20 180s in total at London's Alexandra Palace.
Dutchman Raymond van Barneveld, seeded 12th, beat fifth seed Adrian Lewis 4-3 in a pulsating match between two former champions to reach the last eight.
Lewis - beaten by Anderson in last year's final - led 3-2 against Van Barneveld before the 2007 champion hit back.
Earlier in the second round, third seed Peter Wright comprehensively beat Wales' Jamie Lewis 4-0.
The Scot dropped just one leg in the match with a checkout percentage of 75%.
In the other round two matches, Belgium's Kim Huybrechts beat Germany's Max Hopp 4-0. Sixth seed James Wade beat fellow Englishman Steve Beaton 4-1 and the Netherlands' 10th seed Jelle Klaasen beat Northern Ireland's Brendan Dolan 4-0.",Defending champion Gary Anderson is into the PDC World Darts Championship quarter-finals after beating Benito van de Pas 4-2 in a high class match.,"'s Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3. The Scots","The Scots averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","The Scots averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","The Scots averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","The Scots averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","The Scots averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3. The world number two","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3."
"It was announced on Wednesday that the East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services.
It was one of 10 units under review nationally with the intention to focus expertise in fewer locations.
The charity Heartlink said it would not accept the judgement.
A spokesman for the charity, John Rigby, said: ""We're going to take stock, listen to what our reps have to say and be guided by them. We're going to fight to do our very best to keep children's services here [at Glenfield].""
The centre, which conducts about 230 operations on children and 70 on adults each year, has the UK's largest ECMO unit (a form of partial cardiopulmonary bypass) which oxygenates blood of critically ill patients.
The unit will stop surgery for children but will remain open to diagnose patients and for monitoring and non-surgical treatment.
It serves a population of about five million, with the next nearest similar unit in Birmingham, about 40 miles (64.4km) away.
Leslie Hamilton, vice chair of the Safe and Sustainable review's steering group, said that as surgeons they felt surgical expertise was spread too thinly around the country.
He said: ""We felt we had to concentrate the expertise and reduce the number of centres in the country so we could have bigger centres with bigger surgical teams.
""That would lead to sustainable care for the future and also a big improvement in care.""
Tony Fowlston has a three-year-old son, Lewis, who has been treated at Glenfield. The family travels a distance of about 60 miles (96.5km) from Boston, in Lincolnshire, to see specialists.
He said travelling any further could be a real issue as Lewis recently suffered a cardiac arrest shortly after arriving at Glenfield.
Mr Fowlston said: ""He could have had that cardiac arrest on the way to, say, Birmingham. Could he have had the same service in the back of an ambulance? I very much doubt it.""
A petition to save the unit attracted more than 100,000 signatures.",Campaigners trying to keep children's heart surgery services in Leicester have said they will fight to keep the unit open.,"the East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years. The hospital said it was ""saddened","The East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years, the hospital said.","The East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years, the hospital said.","The East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years, the hospital said.","The East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years, the hospital said.","The East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years, the hospital said.","heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart","The heart muscle injury, heart muscle injuries, heart muscles injury, the heart muscle loss, heartmus injury, Heart muscle injury and heart muscle contraction. Heart muscle loss","The heart muscle injury, heart muscle injuries, heart muscles injury, the heart muscle loss, heartmus injury, Heart muscle injury and heart muscle contraction. Heart muscle loss","The heart muscle injury, heart muscle injuries, heart muscles injury, the heart muscle loss, heartmus injury, Heart muscle injury and heart muscle contraction. Heart muscle loss","The heart muscle injury, heart muscle injuries, heart muscles injury, the heart muscle loss, heartmus injury, Heart muscle injury and heart muscle contraction. Heart muscle loss","The heart muscle injury, heart muscle injuries, heart muscles injury, the heart muscle loss, heartmus injury, Heart muscle injury and heart muscle contraction. Heart muscle loss"
"Hina Rabbani Khar's remarks came hours after the two armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of operations.
Tensions have risen following deadly exchanges along the border last week.
The violence has plunged the neighbours into the worst crisis in relations since the Mumbai attacks of 2008, blamed on militants based in Pakistan.
""Instead of issuing belligerent statements by the military and political leaders from across the border and ratcheting up tension, it is advisable for the two countries to discuss all concerns related to Line of Control (LoC) with a view to reinforcing respect for the ceasefire,"" Ms Khar's office said.
AFP news agency quotes her as saying that the recent border clashes had ""created questions"" and added that Pakistan was ""open"" to dialogue between foreign ministers to end the dispute.
India has not commented on Ms Khar's remarks so far.
On Wednesday the Pakistani army's director of military operations agreed to the de-escalation after calling his Indian counterpart to ""protest strongly"" a ""ceasefire violation"" by Indian soldiers that killed a Pakistani soldier along the LoC on Tuesday night.
India has denied the allegation, which comes after separate incidents last week, in which two Indian soldiers and two Pakistani soldiers died.
The Pakistani commander said strict orders had been passed to troops on the LoC to observe a ceasefire that has been in place since 2003, a spokesman for the Indian army, Col Jagdeep Dahiya, told the BBC.
Both sides deny provoking the clashes, amid fears that a fledgling peace process under way since last February could unravel, says the BBC's Sanjoy Majumder in Delhi.
On Tuesday, Indian PM Manmohan Singh said the killing of the Indian soldiers last week - one of whom India says was beheaded - was ""unacceptable"".
Claimed by both countries, Kashmir has been a flashpoint for over 60 years and two wars have been fought over it. Exchanges of fire in the disputed area are not uncommon but rarely result in fatalities.",Pakistan's foreign minister has called for talks with her Indian counterpart to defuse military tensions in Kashmir.,the two armies have been involved in a standoff for days over the border town of Yuzhno-Sakhalinsk. Hina,The two armies have been involved in a standoff over the border town of Yuzhno-Sakhalinsk for days.,The two armies have been locked in a standoff over the border town of Yuzhno-Sakhalinsk for days.,The two armies have been locked in a standoff over the border town of Yuzhno-Sakhalinsk for days.,The two armies have been locked in a standoff over the border town of Yuzhno-Sakhalinsk for days.,The two armies have been locked in a standoff over the border town of Yuzhno-Sakhalinsk for days.,"Earlier, the two armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of staff in Moscow. The tensions","Earlier in the day, the two armies agreed to ""de-escalate"" tensions after a meeting of their Chiefs of Staff in Moscow.","Earlier in the day, the two armies agreed to ""de-escalate"" tensions after a meeting of their Chiefs of Staff in Moscow.","Earlier in the day, the two armies agreed to ""de-escalate"" tensions after a meeting of their Chiefs of Staff in Moscow.","Earlier in the day, the two armies agreed to ""de-escalate"" tensions after a meeting of their Chiefs of Staff in Moscow.","Earlier in the day, the two armies agreed to ""de-escalate"" tensions after a meeting of their Chiefs of Staff in Moscow."
