originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"The Citroen driver from Dungannon won three out of the four stages in the Tour de Course.
Ogier stayed within touching distance of the Meeke, who is aiming to follow up his dramatic victory in Rally Mexico with another win.
Huyundai's Thierry Neuville holds third, 25.8 seconds off the lead.
Meeke took control early on the first Asphalt round of the season, winning the opening stage before adding two more stage wins before the end of the day .
Four-time world champion Ogier was fastest in SS3 in his M-Sport Ford to cut Meeke's advantage to just over eight seconds, however he responded on the final stage to extend his advantage over 10 seconds.
""It's been a good day,"" said Meeke, 37. ""You always have to be wary of Seb, because he never gives up. But I'm comfortable with my pace, so let's see how we go on Saturday.""
Meeke's Citroen team-mate Craig Breen holds an impressive fourth, with the Waterford driver locked in a tight battle with Spaniard Dani Sordo.",Kris Meeke edged out Sebastian Ogier to lead by 10.3 seconds after the first day of the World Rally Championship round at Corsica.,Citroen driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout,During the Tour de Course Ogier kept close to the leaders. Citroen driver from Dungannon took three stages of the race. ,The Citroen driver from Dungannon contested the three stages. ,"Then, in the first round, a Citroen, from Dungannon, came up to the finish, and he fought it out on the","A Citroen, from Dungannon, came up to the finish and fought on for a good time. ",And the Citroen of Dungannon was on its way up to the finish. ,Citroen driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the lead until,The Citroen from Dungannon finished three out of four stages in the Tour de Course. Ogier remained at the edge of the pack. ,Ogier stayed behind the pack. The Citroen from Dungannon had made it through three stages in the Tour de Course. ,The Citroen of Dungannon had walked through three stages in the Tour de Course. Ogier stayed behind the pack. ,Ogier stayed behind the pack. The Citroen of Dungannon had walked through three stages on the Tour de Course. ,The Citroen of Dungannon had made its way through three stages of the Tour de Course. Ogier remained behind the group. 
"The firm plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020.
None of the permanent guards or guard managers would be forced to quit their employment, the company said.
RMT union said it was in formal dispute with Merseyrail and its 220 members would be balloted for strike action.
John Tilley, of RMT, said Merseyrail had failed to give cast iron assurances on the future of 220 guards and managers at a meeting on Wednesday, and he ""fully expected"" members to vote heavily for industrial action.
RMT general secretary Mick Cash said: ""We will not agree to any extensions of DOO and will fight to retain the safety critical role of the guard and to keep a guard on the train.""
He said the train operator had ""snubbed"" a final chance to avoid the ballot.
He added it was ""entirely preventable if the company had listened to the union's deep-seated safety concerns... and had put passenger safety before profit"".
Merseyrail said it had ""made it clear"" that it will look after guards and management whose roles would no longer exist once the new fleet is introduced and there would be no compulsory redundancies.
The train operator said the RMT had demanded there should be a guard on every new train but the new fleet had been designed to operate without guards, and as such, it was not in a position to guarantee this.
The existing Merseyrail fleet, originally designed in the 1950s, is almost 40 years old.","Workers on Merseyrail are to be balloted for industrial action in a dispute over the role of guards, a union has said.","up to 160 km/h. The new trains will be able to carry up to 1,000 passengers and will be able to run at speeds of up to 160","The trains will be able to carry up to 1,000 passengers and to reach speeds of 160 miles per hour.","And they will have to go as far as 2,000 kilometres in a row.","“There’s a 2,000-kilometer road to cover, and it’s necessary for them to go as far as 2,000 miles in one go.",", the road is over a thousand kilometers, and they have to go 2,000 miles in one day.","It is over a thousand miles long. In a day, they must drive 1,000 miles.",. The new trains will be able to carry more passengers than the current fleet. The new trains will be able to travel at speeds of up to 160mph,The new trains can hold up to 140 passengers.,"And they have an extra seat in the new trains, which can accommodate up to 140 passengers.","There are some extra seats on the new trains, which can take up to 140 people.","The trains are now being brought in, and each seat holds 140 passengers.",It is about time to put in the trains and have about 140 people in it.
"Scotland's Anderson averaged 107.68 - the highest in the tournament so far - compared to his Dutch opponent's 102.3.
The pair also threw 20 180s in total at London's Alexandra Palace.
Dutchman Raymond van Barneveld, seeded 12th, beat fifth seed Adrian Lewis 4-3 in a pulsating match between two former champions to reach the last eight.
Lewis - beaten by Anderson in last year's final - led 3-2 against Van Barneveld before the 2007 champion hit back.
Earlier in the second round, third seed Peter Wright comprehensively beat Wales' Jamie Lewis 4-0.
The Scot dropped just one leg in the match with a checkout percentage of 75%.
In the other round two matches, Belgium's Kim Huybrechts beat Germany's Max Hopp 4-0. Sixth seed James Wade beat fellow Englishman Steve Beaton 4-1 and the Netherlands' 10th seed Jelle Klaasen beat Northern Ireland's Brendan Dolan 4-0.",Defending champion Gary Anderson is into the PDC World Darts Championship quarter-finals after beating Benito van de Pas 4-2 in a high class match.,won the last two World Cups Anderson has won the last two World Cups in each of the last four tournaments. Scotland's Anderson is the only player,Anderson was the only player who won the last two World Cups in each of the last four tournaments. Anderson won the last two World Cups in each of the last,Anderson was the only player who won the last two World Cups in the last four years. ,Anderson won both the last two World Cups. ,Then Anderson won the World Cup and won the second and third world cups. ,"And in the next round of the tournament, Anderson was awarded a place in the World Cup and won a place in the second and third rounds. ","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3. ""I was","I was playing, I was standing on the highest point of the tournament. Anderson had a score of 107.73, the highest point of the tournament, compared","I was playing the best of the best of the best, and I was standing at the top of the list of the best. ",I was playing the best of the best and positioned at the top. ,"I had the most impressive, the most excellent, and I had the place in the top. ","I had the most magnificent, the most superb, and I had the place at the top. "
"It was announced on Wednesday that the East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services.
It was one of 10 units under review nationally with the intention to focus expertise in fewer locations.
The charity Heartlink said it would not accept the judgement.
A spokesman for the charity, John Rigby, said: ""We're going to take stock, listen to what our reps have to say and be guided by them. We're going to fight to do our very best to keep children's services here [at Glenfield].""
The centre, which conducts about 230 operations on children and 70 on adults each year, has the UK's largest ECMO unit (a form of partial cardiopulmonary bypass) which oxygenates blood of critically ill patients.
The unit will stop surgery for children but will remain open to diagnose patients and for monitoring and non-surgical treatment.
It serves a population of about five million, with the next nearest similar unit in Birmingham, about 40 miles (64.4km) away.
Leslie Hamilton, vice chair of the Safe and Sustainable review's steering group, said that as surgeons they felt surgical expertise was spread too thinly around the country.
He said: ""We felt we had to concentrate the expertise and reduce the number of centres in the country so we could have bigger centres with bigger surgical teams.
""That would lead to sustainable care for the future and also a big improvement in care.""
Tony Fowlston has a three-year-old son, Lewis, who has been treated at Glenfield. The family travels a distance of about 60 miles (96.5km) from Boston, in Lincolnshire, to see specialists.
He said travelling any further could be a real issue as Lewis recently suffered a cardiac arrest shortly after arriving at Glenfield.
Mr Fowlston said: ""He could have had that cardiac arrest on the way to, say, Birmingham. Could he have had the same service in the back of an ambulance? I very much doubt it.""
A petition to save the unit attracted more than 100,000 signatures.",Campaigners trying to keep children's heart surgery services in Leicester have said they will fight to keep the unit open.,"Glenfield Hospital stopped children's surgery services, for the first time. The decision was taken after the centre's board of trustees decided that it was no",It was only after the council of trustees voted that it was no longer necessary to continue with children's surgery. Glenfield Hospital for the first time ceased to,“Glacier Hospital for the first time ceased to operate. It was only after the council of trustees voted that the hospital could no longer continue the children’,"After the council of trustees voted that the hospital could no longer support the children, the Glacier hospital did not go on. ","But he has to do something else, he has to do it himself, and the Glacier hospital has to stop. ","But he has to do something else, and that's for him to do, and for the Glacier Hospital to close down. ","the East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital",The hospital was formerly a Children's Hospital. The congenital heart centre at Glenfield was to cease children's procedures. ,The genital heart centre at Glenfield was to cease children’s services. ,The genital centre at Glenfield was to cease children's services. ,The genital centre at Glenfield was to stop children’s services. ,The genital centre in Glenfield was to close down children’s services. 
"Hina Rabbani Khar's remarks came hours after the two armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of operations.
Tensions have risen following deadly exchanges along the border last week.
The violence has plunged the neighbours into the worst crisis in relations since the Mumbai attacks of 2008, blamed on militants based in Pakistan.
""Instead of issuing belligerent statements by the military and political leaders from across the border and ratcheting up tension, it is advisable for the two countries to discuss all concerns related to Line of Control (LoC) with a view to reinforcing respect for the ceasefire,"" Ms Khar's office said.
AFP news agency quotes her as saying that the recent border clashes had ""created questions"" and added that Pakistan was ""open"" to dialogue between foreign ministers to end the dispute.
India has not commented on Ms Khar's remarks so far.
On Wednesday the Pakistani army's director of military operations agreed to the de-escalation after calling his Indian counterpart to ""protest strongly"" a ""ceasefire violation"" by Indian soldiers that killed a Pakistani soldier along the LoC on Tuesday night.
India has denied the allegation, which comes after separate incidents last week, in which two Indian soldiers and two Pakistani soldiers died.
The Pakistani commander said strict orders had been passed to troops on the LoC to observe a ceasefire that has been in place since 2003, a spokesman for the Indian army, Col Jagdeep Dahiya, told the BBC.
Both sides deny provoking the clashes, amid fears that a fledgling peace process under way since last February could unravel, says the BBC's Sanjoy Majumder in Delhi.
On Tuesday, Indian PM Manmohan Singh said the killing of the Indian soldiers last week - one of whom India says was beheaded - was ""unacceptable"".
Claimed by both countries, Kashmir has been a flashpoint for over 60 years and two wars have been fought over it. Exchanges of fire in the disputed area are not uncommon but rarely result in fatalities.",Pakistan's foreign minister has called for talks with her Indian counterpart to defuse military tensions in Kashmir.,"the two armies agreed to ""de-escalate"" tensions in the Sinai Peninsula after a meeting of their chiefs of staff. The army said the",The army said that the military command agreed with the two armies to reduce tension in the Sinai Peninsula. ,The army said that they would like to cut the tension between the two armies. ,"The army said, “I would like to cut off the relations between the two armies.” ",""" The troops said, ""I want to cut off relations with the two armies. "" ","The soldiers said, “I want to cut off relations with the two armies. ","Earlier, two Pakistani armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of staff in Moscow. The tension","A few days ago, the two Pakistani armies were negotiating with each other, and they both agreed to cease fighting. ",“A few days ago the two Pakistani armies were negotiating with each other and both agreed to cease fighting. ,", the two armies were negotiating with each other a few days ago, and the two armies agreed to cease fighting. ","The two armies met in person, and after a few days they decided to cease fighting. ","“The two armies met, and after a few days the two armies ceased to fight. "
"Cormack, a former chief executive of Aberdeen, sold his software company for ¬£630m last year.
""I can offer both financial support and my time to the club,"" Cormack told the Aberdeen website.
""I look forward to attracting American investment and strategic partnerships [to] help AFC maximise its potential.""
Cormack will work with existing board members, including chairman Stewart Milne, while splitting his time between Atlanta and the north east of Scotland.
The 58-year-old was interim chief executive of the Pittodrie club between 2000 and 2001 during a sabbatical from his business interests in the USA.
He is seeking to ""work with the management team at AFC to explore some innovative ideas I've seen work Stateside"".
Cormack returns to the club after selling the software company that he helped to grow from a firm employing 12 people in 2004 to a 500-strong workforce, generating ¬£107m in annual revenues, in 2016.
""While I have continued to support and provide advice to the club for many years, I'm honoured to be back on the board,"" Cormack said.
""The club's performance in recent seasons, both on and off the pitch, is a testament to how hard everyone at Pittodrie has worked.
""Having a team that is performing well and a club that is debt-free is an enviable position to be in. But we must fully exploit opportunities to increase revenues and our fanbase.
""I'm looking forward to working with the existing leadership team at the club, with whom I've already got a great relationship.
""Between us, and with the support of our fans, I'm sure we can get the club into a position where increased revenues, an expanded fanbase, and a state-of the-art community stadium and training campus will position AFC well to exploit changes that evolve in European club competition.""
Milne welcomed Cormack's involvement and the experience he will bring to the club.
""Running a club in the modern era is increasingly challenging and we will greatly benefit from having someone with Dave's expertise, experience, enthusiasm and commitment,"" the Aberdeen chairman said.
""He brings a new perspective along with an innovative approach and commercial acumen to help meet the challenges head-on.""","Aberdeen's new major shareholder Dave Cormack says he will offer ""financial support"" to help the Scottish Premiership club to ""kick-on"".","Aberdeen Asset Management Group's Director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals. Cormack, who",“The Aberdeen Group’s chairman Cormack will offer his services in the form of both money and technical assistance to help you achieve your objectives. ,“The Aberdeen Group chairman Cormack will offer his services in the form of money and technical advice to help you achieve your objectives. ,"The chairman of the Aberdeen Group, Cormack, will give you his services in the form of a loan and technical assistance. ","“The chairman of the Aberdeen Group, Cormack, will be willing to help you in the form of a loan or a technical support. ","The chairman of the Aberdeen Company, Cormack, would be glad to lend you a loan, or offer you technical assistance. ","in the technology industry and I have a lot of experience in the financial services industry. Cormack, a former chief executive of Aberdeen, sold his software company","Cormack, who had been Chief Executive Officer of Aberdeen Capital, sold his software company. He was a former Chief of Aberdeen and had been a consultant to the banking","He was a former Chief of Aberdeen, and was an advisor to the banking system. Cormack, who had been chief of Aberdeen Capital, had sold his company. ","Cormack, who had been head of Aberdeen Capital, had sold his company. He was a former chief of Aberdeen Capital and an advisor to the banking system.","The man had been CEO of Aberdeen Capital, and was now an advisor to the Bank. ",The man had been chairman of Aberdeen Capital and was now an advisor to the bank. 
"Investigators think the blast was caused by a female suicide bomber from the Islamic State group.
Correspondents say Turkey is cracking down on the militants, after previously being accused of ignoring them.
But the blast triggered violent protest in Istanbul, with police using water cannon, teargas and rubber bullets.
Friday's bomb hit a group of youth activists planning to cross into Syria to help rebuild the town of Kobane.
A video shows the group holding a news conference to discuss their plans, when an explosion rips through the young people - mostly of university age - gathered in the grounds of a cultural centre.
They had been chanting slogans and were holding a large banner with the words ""We defended it together, we are building it together.""
Kobane is just across the border from Suruc and has been the site of fierce fighting between IS and Kurdish fighters.
It was retaken by the Kurds in January. Suruc houses many refugees who have fled the fighting in Kobane.
Kobane: Inside the town devastated by fight against IS
The attack took place just before noon local time (09:00 GMT). Around a hundred people were injured.
Mr Davutoglu said initial findings suggested it was the work of IS.
""Turkey has taken and will continue to take all necessary measures against Islamic State,"" Mr Davutoglu told a news conference in Ankara.
""We are face to face with a terrorism incident. We have the willpower to find and certainly punish those who are responsible.""
""Measures on our border with Syria... will be increased,"" he added.
BBC Middle East correspondent Jim Muir says Turkey has been widely accused of turning a blind eye to IS activities, but recently it has been cracking down harder on the militants and this may be one reason for the attack.
The country's leaders seem likely to toughen their line even further in its wake, he adds.
There were large scale demonstrations in cities across the country.
Protests in Istanbul and Ankara turned violent as police clashed with protesters.
A witness told the Reuters news agency that hundreds of protesters in Istanbul chanted slogans accusing Turkish President Recep Tayyip Erdogan of collaboration with IS.
Earlier in the day, the president condemned the attack.
""On behalf of my people, I curse and condemn the perpetrators of this brutality,"" he said while visiting Cyprus. ""Terror must be condemned no matter where it comes from.""
A spokesman for the White House condemned the attack and expressed ""solidarity with the Turkish government and the Turkish people"".","Turkish PM Ahmet Davutoglu has promised to boost security along the country's border with Syria, after 30 people were killed by a bomb in the town of Suruc.","Earlier this month, Turkish authorities detained over 100,000 people, suspended or dismissed over 100,000 others and arrested more than 100 journalists. The blast was reported to have been caused","This blast was reportedly a result of a sarcastical blast in the city of Adana, the capital of the republic, the capital of the","The blast was said to be a sarcastic attack in the capital, Adana, the capital of the Republic, the capital of the Republic,","The blast was a joke on Adana, the capital of the Republic, and a sarcastic attack on the capital of the Republic. ","He was angry and sarcastic. The blast was an affront to Adana, the capital of the Republic, and a joke against the capital of","The blast was an insult to the capital of the republic, and a joke to the capital of the Republic. The governor was angry and sarcastic. ",Deputy Governor of Hatay Murat Karayilan has said the blast was caused by a female suicide bomber from the Islamic State group. The governor,"The governor of Hataymurat, who was the chief of the local government, said that the blast had been caused by a suicide bomber from the Islamic State","The Governor of Hataymurat, who was the local government chairman, said that the bomb had been made by a suicide bomber. ","The Governor of Hataymurat, who was a local councillor, said that the bomb was made by a suicide bomber. ","The Governor of Hataymurat, a councillor, said that the bomb was made by a suicide bomber. ","The Governor of Hataymurat, a councillor, said that the bomb was made by a suicide bomber. "
"The Welsh Ambulance Service said it received a 999 call at about 15:10 BST and the casualty was taken to Prince Charles Hospital in Merthyr Tydfil.
The road has shut in both directions following the incident between the Cefn Coed roundabout and B4276 Merthyr Road.
The person's condition is not yet known.
Check if this is affecting your journey",A person has reportedly been electrocuted on the Heads of the Valleys road near Merthyr Tydfil and taken to hospital.,Welsh Ambulance Service said it received a 999 call at about 15:10 BST and the casualty was taken to Prince Charles Hospital in Merth,"A 999 call came in from the Welsh Ambulance Service, at about 15:10 a.m., and the wounded man was taken to Prince Charles Hospital",At around fifteen o'clock the 999 call came from the Welsh Ambulance Service and the wounded man was brought to the hospital at Prince Charles.,"‘Yes, we have a hospital here in Prince Charles, and we are surrounded by the best of the best of the best. ","‘Yes, we have a hospital here in Prince Charles, and we are surrounded by the best of the best. ","“Yes, we have a hospital in Prince Charles, and we have the best of the best. ",Welsh Ambulance Service said it was called to the scene of the crash on the A470 near the village of Llanelli. The ambulance service said it received,"The Welsh ambulance service said it had arrived at the scene of the crash on the A470, near the village of Llanelli.","""They said the Welsh ambulance had come to the scene of the crash, along the A470 road, near Llanelli.","‘They said the Welsh ambulance was on the scene of the crash along the A470, near Llanelli.","“A Welsh ambulance was on the scene, at the corner of the A470 in Llanelli.","At that moment, a Welsh ambulance was sent from Llanelli to the scene. "
"An RAF Voyager A330 air-to-air refuelling aircraft will be refitted at a cost of about ¬£10m.
The government says the move will save about ¬£775,000 a year as the plane will be cheaper than chartering flights.
The SNP's Stewart Hosie said there needed to be ""absolute transparency"" to ensure the ""best deal is made on behalf of the tax-payer"".
""This announcement comes just a week before the spending review when we can expect to hear of more cuts from the Tories, which are already hitting people hard,"" he added.
Most government departments are facing budget cuts of at least 25% over the next four years.
A source said the PM's flights, using either Royal Squadron planes or long haul charter, cost on average ¬£6,700 per flying hour and the RAF aircraft would cost ¬£2,000. It would be available for refuelling when it wasn't in use.
The flight would also be available to the Royal family.
When he was prime minister, Gordon Brown cancelled plans drawn up by his predecessor Tony Blair to buy two private jets, which had been nicknamed ""Blair Force One"" in reference to the aircraft used to fly the US president, Air Force One.
The details of the new arrangements are expected to come at the strategic defence and security review on Monday.
There is no definite timing for the plane to come into service but it could be as early as next year.
A government spokesperson said;  ""As part of the government's defence review, we have been looking at ways to make better use of the RAF fleet to transport senior ministers and consequently deliver savings for taxpayers.
""We have decided to adapt one of our existing Voyager aircraft so that, in addition to its primary air tanking role, it can transport Ministers and it will also be available for the Royal family to use.""",Prime Minister David Cameron and senior ministers are to get their own plane for official trips.,aircraft will be based at RAF Coningsby in Lincolnshire to refuel Tornado GR4s and Tornado GR5s. The,"Then the fleet sat at RAF Coningsby, to replenish the Tornado GR4s and GR5s.",It was at Coningsby that the Tornado was loaded with GR4s and GR5s.,It was at Coningsby that the Tornado was loaded with GR4s and GR5s.,I was a GR4 and a GR5 rascally.,I was a rascal and a rascal. ,aircraft will be used to refuel the RAF Voyager fleet at a cost of about £10 million. The aircraft will be refitted with new equipment,"As a replacement, the RAF Voyager will be refuelled at a cost of more than £100 million.",The RAF Voyager will be replaced by a new RAF Voyager at a cost of more than £100 million.,I shall make the first delivery of the second batch of RAF men in the world. ,""" The first to be brought in by the RAF is a musketeer, the second musketeer. ","“It’s the first soldier we bring in from the RAF, the second a musketeer. "
"Writing in the Sunday Times, the Plaid Cymru leader urged Wales to ""speak with one voice"".
The UKIP leader and Welsh first minister will lock horns on Monday at an event in Cardiff.
The UK is set to have a referendum by the end of 2017 on whether or not to remain a member of the European Union.
Ms Wood said the bid for EU reform was ""legitimate"" but added any concerns were ""far outweighed"" by the benefits EU membership brings to  Wales' agricultural sector, higher education institutions and transport infrastructure.
She criticised Prime Minister David Cameron for allowing ministers to campaign for either side in the referendum, calling his decision ""irresponsible and bizarre"".
And she said the issue would ""alter the terms of the debate"" in the lead up to National Assembly elections in Wales on 5 May.","The EU is ""too important to be discarded"", Leanne Wood has said ahead of a head-to-head debate between Nigel Farage and Carwyn Jones on the issue.","Welsh government's decision to abandon the UK Government's plans to introduce a new Welsh language act is ""a huge blow to the Welsh language, to the Welsh",The decision of the Welsh government to abandon the plans of the British government for a new Welsh language law is a huge blow to the Welsh language and the Welsh culture.,The decision of the Welsh government to abandon the plans of the British government for a new Welsh language law is a huge blow to the Welsh language and the Welsh culture.,The decision of the Welsh government to abandon the plan of the British government in a new Welsh language law will have a huge blow to the Welsh language and the culture of,The new law that the Welsh government has drafted will have a huge impact on the Welsh language and culture. ,"And the new law, which the Welsh government has written, will have a huge impact on the Welsh language and culture. ","UKIP leader and Welsh first minister David Cameron has said he will not be attending the G8 summit in Wales because of the ""unacceptable"" situation in Ukraine","“The situation in Ukraine is unacceptable,” said David Cameron, leader of the United Party of Wales, in a statement. ","""There is no good reason for it,"" said Cameron, a member of the Welsh-language United Party, in a statement. ","""There is no good reason,"" said Cameron, a member of the Welsh-language United Party. ","""Then there's no good reason,"" said Cameron, a member of the Welsh united party. ","‘Then there’s no good reason,’ Cameron replied. "
"The 19 year-old added 85 for the first wicket with Paul Horton (41) before Glamorgan claimed three quick wickets, two to teenager Lukas Carey.
Dearden then dominated a stand of 90 with Mark Pettini (63 not out) before being bowled by spinner Andrew Salter.
Pettini steered the Foxes to a second batting point underneath the lights.
Dearden, who was dropped on one, survived a couple of run-out chances in his lengthy vigil of 211 balls.
But it was a gritty performance from the home team after being put in to bat, in a battle of two teams who had lost their opening two fixtures by large margins.
Salter claimed a second wicket, bowling Cameron Delport for 20, before Pettini and Lewis Hill accelerated against the new ball in a stand of 73.
Leicestershire batsman Harry Dearden told BBC Radio Leicester:
""I was very proud to get a career-best, I would have loved to have got to three figures but still very proud, it's been a really good day for us.
""It was doing a bit early on, nipping around and swinging, you've just got to take as many balls as you can to get in and it was a good battle up top.
""I just tried to knuckle down and be as disciplined as I could. It's good batting with Horts (Paul Horton), he's an experienced head and calms you down, and it's really good batting with Mark (Pettini), he keeps you level.""
Glamorgan spinner Andrew Salter told BBC Wales Sport:
""I am happy to take those two wickets, though it won't come as a surprise that they didn't turn that much- one through the gate and one a bit fuller that hit a bit of rough.
""It was more about trying to control the run-rate and I felt that if I built enough pressure there'd be some reward at the end of it, so hopefully I won't be needed too much more in the first innings.
""For the majority of the day we bowled really well as a group, Lukas (Carey) bowled amazingly up top, the run-rate was 2.6 for most of the day and it wasn't until the end that they got away from us.""",A career-best innings of 87 from Harry Dearden was the highlight for Leicestershire as they reached 275 for five on a gloomy day at Grace Road.,"of Chris Morris. Glamorgan were bowled out for just 72 in the second innings, with the last wicket falling to the left-hander, who","Glamorgan were struck for a mere 71, with the last wicket coming to the left-hander, Chris Morris.","""Glamorgan was beaten for 71, and the last wicket of the game was taken by the left-hander Chris Morris.","The game was lost by Gloucester, and the last wicket was taken by the left-hander Chris Morris. ",This one was played for Gloucester and the others for Morris. ,"""This was played for Gloucester, and the others for Morris. ","by Glamorgan skipper Tom Abell, who scored 111 and 102 on the third day, put on a century stand to take the score to","Abell, who scored a 111 and a 102 on the third day, then made a century of a hundred and led the score to 108","a century of a hundred, he went on to score a hundred, and then went on to score a hundred. ","He scored a hundred, then scored a hundred. ","He scored a hundred, then scored a hundred. ","He scored a hundred, and then he scored a hundred. "
"The 27-year-old former England youth international, who left Sunderland at the end of last season, has previously had spells with Chelsea and Everton.
""Brooke is a really exciting addition,"" Royals boss Kelly Chambers said.
""She is a goal scoring player who definitely adds to my attacking options and fits well into our style of play.""",Women's Super League One side Reading have signed former Sunderland midfielder Brooke Chaplen on an 18-month deal.,Sunderland have rejected a £10 million bid from the Premier League champions. Sunderland have been linked with a move for former Chelsea midfielder Frank,Sunderland are on the point of a move for former Chelsea midfielder Frankie de Guzman. Sunderland have rejected a £12 million,Sunderland have rejected a £21 million offer from Sunderland for former Chelsea defender Frankie de Guzman.,"“Sunderland have rejected a bid of £21 million for former Chelsea defender Frankie de Guzman, who was previously a defender at","“Sunderland has rejected a bid of £21 million for former Chelsea defender Frankie de Guzman, who had been a Chelsea defender","Then they said: ""Sunderland has rejected a bid of £21 million for the former Chelsea player Frankie de Guzman, who was","former England youth international, who joined Sunderland at the end of last season, has said he is looking forward to getting started and getting to know the players and",he says he is looking forward to getting to know the players and chatting to them. ,He says he’s looking forward to chatting to the players. ,he said that he's looking forward to chatting with the players. ,he added. ,he added. 
"It's reported he had the idea at 2pm and after a whirl of speculation, and a few changes of venue, tickets went on sale for Koko in Camden at 7pm.
Crowds waited hours in the cold before Kanye eventually took to the stage about 1.20am.
He was joined by Skepta, JME, Novelist, Vic Mensa, Meridian Dan, Raekwon and Cyhi.
Radio 1's Clara Amfo was there and said: ""It was ridiculous, there were hordes of people outside, it was crazy.""
Fans were let inside the venue at around 12.45am and before Kanye eventually started more than half an hour later.
Grimmy was upset he was not able to make it - he had to ""get up and do the radio [Radio1 breakfast show]"".
He did say he was a fan of how spontaneous it was though, adding: ""I love that it was like, panic, it's exciting it's tonight.""
Clara told Grimmy that Kanye ""smashed it"".
""He's like trolling the UK right now and I totally fell for it.""
In addition to playing some classics like Jesus Walks and Clique, he also previewed his new track with Vic Mensa.
1Xtra's Mistajam was also there, writing on Twitter: ""Tonight will go down in history.""
Follow @BBCNewsbeat on Twitter, BBCNewsbeat on Instagram and Radio1Newsbeat on YouTube",Kanye West has been joined on stage by an all-star line-up at a secret gig in London.,"The 1975, The 1975, The Killers, The Killers, The Killers and more are set to perform at the Royal Albert Hall in London on Saturday.","It's the 1975, The 1975, The Killers, The Killers, and many others are going to perform at the Royal Albert Hall on Saturday.","Those were the first two acts of the year. It was the 1975, The 1975, The Killers, The Killers. There were so many others.","It was the 1975, the 1975, the killers, the killers. There were so many other acts.","And so many other things. It was 1975. Then there were the killers, the killers.","Then there were the murderers, the murderers. ",",s,s,s,s, Cure, Smiths,s,s,s,s,s","Cure, Smiths..., s, s, s","“Come along, Smiths","‘Come on, Smiths...’ ","“Come on, Smiths","‘Come on, Smiths"
"It was the first time the Commonwealth gold medallist had fought in front of his home crowd at a packed Meadowbank.
""I didn't think it would be as quick as that,"" Taylor told BBC Scotland.
""This boy is very special,"" said manager Barry McGuigan. We've got to take the right fights at the right time.""
The Hungarian Mate came into the contest with an impressive record with 17 wins in his 22 previous fights, but it was evident from the first bell that Taylor was more than a match for him.
Taylor burst out of the corner and had Mate on the canvass with only 45 seconds on the clock.
And when the Commonwealth Games champion caught Mate with a left hook to floor him for the second time the referee stepped in to stop him enduring any further punishment with only 85 seconds of the first round gone.
The speed of victory caught Taylor by surprise who expected a stern test in front of his home crowd.
""It was a pretty hostile atmosphere and when I seen him in the centre of the ring I could see it in his eyes that he was a wee bit scared.
""I thought he would have come out a bit more but I caught him with a good shot and I felt that I was stronger than him.""
Taylor is managed by the former world champion Barry McGuigan who said there was little learned during the fight that they didn't already know about his boxer.
""It was a pretty pointless exercise in one sense because Josh didn't get the sort of rounds we were expecting. But he is a tremendous puncher and and that guy (Mate) went down and wasn't getting up there is no doubt about it.""
McGuigan says they will now need to look for a tougher opponent next time around.
""We know the calibre that Josh is but I am now thinking where are we going to go now. We need to get guys that are even better (than Mate) and just get him out again.""
Taylor says he wants to be back in the ring before the end of the year before he will even contemplate looking at any potential title fights.
""I hope to be back in the ring before Christmas. I will only take a couple of days off before getting back into training, learning and developing.""
""Because of my amateur background I am at domestic level title already but obviously I need to develop as a professional and get rounds under your belt before you do that.""",Prestonpans boxer Josh Taylor made it two wins out of two as a professional with a first round knock-out against opponent Adam Mate.,"to get the best out of himself and get the best out of the team. ""I was just trying to get the best out of myself and get the best out",“I only wanted to get the best out of myself and the best out of the team. ,“I wanted to be the best I could and the best team I could be. ,“I wanted to be the best I could be and the best team I could be. ,‘I wanted to be the best I could be and the best team I could be. ,"“I wanted to be the best I could be, and the best team I could be. ","I was a bit nervous, but I was happy to get the win. ""I was a bit nervous, but I was happy to get the win,""","‘I was nervous, but I was happy to win.’ ","‘I was nervous, but I was happy to win.’ ","I was nervous, but I was happy to win. ","I was nervous, but I was happy to win. ","I was nervous, but I was glad to win. "
