originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"COVID-19 pandemic accelerated shift to e-commerce by 5 years , new report says via Sarah Perez",This pandemic pushed the e-commerce industry ahead by around five years .,"COVID-19 pandemic influenza A(H1N1)pdm09 virus, which is highly","COVID-19 pandemic influenza A(H1N1)pdm09 virus, which is","CoVID-19 pandemic influenza A(H1N1)pdm09 virus, which is","CoVID-19 pandemic influenza A(H1N1)pdm09 virus, which is","CoVID-19 pandemic influenza A(H1N1)pdm09 virus, which is","CoVID-19 pandemic influenza A(H1N1)pdm09 virus, which is",COVID-19 pandemic: India's daily cases dip below 3 lakh for first time in over a,COVID-19 pandemic: India's daily cases dip below 3 lakh for the first time in over,COVID-19 pandemic: India's daily cases dip below 3 lakh for the first time in over,COVID-19 pandemic: India's daily cases dip below 3 lakh for the first time in over,COVID-19 pandemic: India's daily cases dip below 3 lakh for the first time in over,COVID-19 pandemic: India's daily cases dip below 3 lakh for the first time in over
Coastal Carolina vs . Northern Illinois is an early contender for the most exciting game of bowl season .,Northern Illinois v Coastal Carolina is a doozy !,"Coastal Carolina vs. Georgia Tech The Yellow Jackets are coming off a loss to Clemson, but","Coastal Carolina vs. Georgia Tech The Yellow Jackets are coming off a loss to Clemson, but","Coastal Carolina vs. Georgia Tech The Yellow Jackets are coming off a loss to Clemson, but","Coastal Carolina vs. Georgia Tech The Yellow Jackets are coming off a loss to Clemson, but","Coastal Carolina vs. Georgia Tech The Yellow Jackets are coming off a loss to Clemson, but","Coastal Carolina vs. Georgia Tech The Yellow Jackets are coming off a loss to Clemson, but","Coastal Carolina vs. Georgia Tech odds, line: 2019 college football picks, predictions from proven model","Coastal Carolina vs. Georgia Tech odds, line: 2019 college football picks, predictions from proven model","Coastal Carolina vs. Georgia Tech odds, line: 2019 college football picks, predictions from proven model","Coastal Carolina vs. Georgia Tech odds, line: 2019 college football picks, predictions from proven model","Coastal Carolina vs. Georgia Tech odds, line: 2019 college football picks, predictions from proven model","Coastal Carolina vs. Georgia Tech odds, line: 2019 college football picks, predictions from proven model"
Twitter permanently suspends President Donald Trump Thank you @jack @Twitter,Trump is permanently suspended from Twitter !,Twitter permanently suspends President Trump's account for three days. The social media giant said in a statement,"The Twitter account will be suspended for three days, the social media giant said in a statement.","The Twitter account will be suspended for three days, the company said in a statement.","The Twitter account will be suspended for three days, the company said.","The Twitter account will be suspended for three days, the company said.","The Twitter account will be suspended for three days, the company said.","Twitter permanently suspends President Trump's account Twitter has permanently suspended President Donald Trump's account, citing the"," Twitter has permanently suspended Donald Trump's account, citing the election.",Why has Twitter permanently suspended Donald Trump's account?,Why has Twitter suspended Donald Trump's account?,Why has Twitter suspended Donald Trump's account?,Why has Twitter suspended Donald Trump's account?
Dementia on the Retreat in US and Europe @NYTimes,Dementia Rates declining in the U.S. and Europe,"Dementia on the brain. The study, published in the journal Neurology, found that the","Dementia on the brain, published in the journal Neurology, found that","Dementia on the brain, published in the journal Neurology, found that","Dementia on the brain, published in the journal Neurology, found that","Dementia on the brain, published in the journal Neurology, found that","Dementia on the brain, published in the journal Neurology, found that",Dementia on the rise in the UK Dementia is a condition that affects the brain,Dementia on the rise in the UK Dementia is a condition that affects the brain,Dementia on the rise in the UK Dementia is a condition that affects the brain,Dementia on the rise in the UK Dementia is a condition that affects the brain,Dementia on the rise in the UK Dementia is a condition that affects the brain,Dementia on the rise in the UK Dementia is a condition that affects the brain
New York Times to remove its content from Apple News,The New York Times Pulls Out of Apple News via New York Times,New York Times to remove a story about a Russian investment fund that was linked to a Trump business partner.,New York Times to remove story about a Russian investment fund linked to a Trump business partner.,New York Times to remove story about a Russian investment fund linked to a Trump business partner.,New York Times to remove story about a Russian investment fund linked to a Trump business partner.,New York Times to remove story about a Russian investment fund linked to a Trump business partner.,New York Times to remove story about a Russian investment fund linked to a Trump business partner.,New York Times to remove Trump's name from its front page The New York Times is removing President Donald,The New York Times has decided to remove Donald Trump's name from its front page. Why?,Why did the New York Times remove Donald Trump's name from the front page?,Why did the New York Times remove Donald Trump's name from the front page?,Why did the New York Times remove Donald Trump's name from the front page?,Why did the New York Times remove Donald Trump's name from the front page?
"JD sues Trump ally Roger Stone , alleging millions in unpaid taxes .","Ahahahahahahahahaha Justice Department sues Trump ally Roger Stone , alleging millions in unpaid taxes","JD sues Trump ally over Trump University The lawsuit, filed in federal court in San Diego, alleges","JD sues Trump ally over Trump University lawsuit, filed in federal court in San Diego.",JD sues Trump University over the lawsuit filed in federal court in San Diego.,JD filed the lawsuit in federal court in San Diego.,JD filed the lawsuit in federal court in San Diego.,JD filed the lawsuit in federal court in San Diego.,JD sues Trump ally Giuliani for defamation NEW YORK (AP) — President Donald Trump's personal lawyer,JD sues Trump ally Giuliani for defamation New York (AP) — President Donald Trump's personal lawyer filed,JD sues Trump ally Giuliani for defamation New York (AP) — President Donald Trump's personal lawyer filed,JD sues Trump ally Giuliani for defamation New York (AP) — President Donald Trump's personal lawyer filed,JD sues Trump ally Giuliani for defamation New York (AP) — President Donald Trump's personal lawyer filed,JD sues Trump ally Giuliani for defamation New York (AP) — President Donald Trump's personal lawyer filed
Tyson Fury officially ordered to defend heavyweight title against Dillian Whyte,Tyson Fury ordered to defend WBC heavyweight title against Dillian Whyte,Tyson Fury officially ordered to fight Wladimir Klitschko in a unification fight Tyson Fury,Tyson Fury was officially ordered to fight Wladimir Klitschko in a unification fight against Tyson Fury,Tyson Fury was officially ordered to fight Wladimir Klitschko in a unification fight against Tyson Fury,Tyson Fury was officially ordered to fight Wladimir Klitschko in a unification fight against Tyson Fury,Tyson Fury was officially ordered to fight Wladimir Klitschko in a unification fight against Tyson Fury,Tyson Fury was officially ordered to fight Wladimir Klitschko in a unification fight against Tyson Fury,Tyson Fury officially ordered to face Deontay Wilder for third time Tyson Fury has been,Tyson Fury has been ordered to face Deontay Wilder for the third time.,Tyson Fury has been ordered to meet Deontay Wilder for the third time.,Tyson Fury has been ordered to meet Deontay Wilder for the third time.,Tyson Fury has been ordered to meet Deontay Wilder for the third time.,Tyson Fury has been ordered to meet Deontay Wilder for the third time.
Long-Sought Blood Test for Alzheimer s in Reach Pam Belluck 07.29.2020,Scientists closer to blood test for Alzheimer's,Long-Sought Blood-Sucking Insects The blood-sucking insects are a group of,Long-Sought Blood-Sucking Insects The blood-sucking insects are a group of,Long-Sought Blood-Sucking Insects The blood-sucking insects are a group of,Long-Sought Blood-Sucking Insects The blood-sucking insects are a group of,Long-Sought Blood-Sucking Insects The blood-sucking insects are a group of,Long-Sought Blood-Sucking Insects The blood-sucking insects are a group of,Long-Sought Blood Test Could Help Predict Cancer A blood test that could predict cancer could be,Could a blood test be used to predict cancer?,Can a blood test be used to predict cancer?,Can a blood test be used to predict cancer?,Can a blood test be used to predict cancer?,Can a blood test be used to predict cancer?
FDA approves new test that can detect coronavirus in 45 minutes,FDA approves new test #Covid_19 that could detect corona virus in about 45 minutes,"FDA approves new test for Zika virus The FDA has approved a new test for Zika virus, which","FDA approves new Zika virus test The FDA has approved a new test for Zika virus, which","FDA approves new Zika virus test The FDA has approved a new test for Zika virus, which","FDA approves new Zika virus test The FDA has approved a new test for Zika virus, which","FDA approves new Zika virus test The FDA has approved a new test for Zika virus, which","FDA approves new Zika virus test The FDA has approved a new test for Zika virus, which",FDA approves new test for early detection of Alzheimer's disease The Food and Drug Administration on Friday approved,FDA approves new test for early detection of Alzheimer's disease The Food and Drug Administration on Friday approved the,FDA approves new test for early detection of Alzheimer's disease The Food and Drug Administration on Friday approved the,FDA approves new test for early detection of Alzheimer's disease The Food and Drug Administration on Friday approved the,FDA approves new test for early detection of Alzheimer's disease The Food and Drug Administration on Friday approved the,FDA approves new test for early detection of Alzheimer's disease The Food and Drug Administration on Friday approved the
Antonio Brown just got a 3 gm suspension for using a fake vaccination card .,#douchebag Antonio Brown Suspended 3 Games After NFL Says He Faked COVID Vax Card,"Antonio Brown just had a great game. He had a touchdown, he had a pick, he had","Antonio Brown just had a great game. He had a touchdown, he had a pick, he","Antonio Brown had a great game. He had a touchdown, he had a pick, he","Antonio Brown had a great game. He had a touchdown, he had a pick, he","Antonio Brown had a great game. He had a touchdown, he had a pick, he","Antonio Brown had a great game. He had a touchdown, he had a pick, he",Antonio Brown just got a new contract. I'm not sure if I'm more excited for,Antonio Brown just got a new contract. I'm not sure if I'm more excited for,Antonio Brown just got a new contract. I'm not sure if I'm more excited for,Antonio Brown just got a new contract. I'm not sure if I'm more excited for,Antonio Brown just got a new contract. I'm not sure if I'm more excited for,Antonio Brown just got a new contract. I'm not sure if I'm more excited for
Amazon Asks Employees to Delete TikTok Over Security Risks #tech,"This is where Amazon Makes Employees Delete TikTok From Phones , Citing Security Risk """,Amazon Asks Employees to Pay for Their Own Health Insurance The company has also been criticized for its treatment,Amazon Asks employees to pay for their own health insurance The company has also been criticized for its treatment of,Amazon Asks employees to pay for their own health insurance The company has also been criticized for its treatment of,Amazon Asks employees to pay for their own health insurance The company has also been criticized for its treatment of,Amazon Asks employees to pay for their own health insurance The company has also been criticized for its treatment of,Amazon Asks employees to pay for their own health insurance The company has also been criticized for its treatment of,Amazon Asks Employees to Work From Home Until April Amazon has asked its employees to work from home until,Amazon Asks Employees to Work From Home until April Amazon has asked its employees to work from home until April,Amazon Asks Employees to Work From Home until April Amazon has asked its employees to work from home until April,Amazon Asks Employees to Work From Home until April Amazon has asked its employees to work from home until April,Amazon Asks Employees to Work From Home until April Amazon has asked its employees to work from home until April,Amazon Asks Employees to Work From Home until April Amazon has asked its employees to work from home until April
Amsterdam overtakes London as Europe s No . 1 share trading hub .,"Last month , Amsterdam overtook London as Europe s largest trading hub .",Amsterdam overtakes London as the world's most expensive city for rent The average rent in Amsterdam is,Amsterdam overtakes London as the world's most expensive city for rent. The average rent in Amsterdam is,Amsterdam overtakes London as the world's most expensive city for rent. The average rent in Amsterdam is,Amsterdam overtakes London as the world's most expensive city for rent. The average rent in Amsterdam is,Amsterdam overtakes London as the world's most expensive city for rent. The average rent in Amsterdam is,Amsterdam overtakes London as the world's most expensive city for rent. The average rent in Amsterdam is,Amsterdam overtakes London as the world's most expensive city Amsterdam overtook London as the world,Amsterdam overtakes London as the most expensive city in the world. Amsterdam overtook London to become the,Amsterdam overtakes London as the most expensive city in the world. Amsterdam overtook London to become the,Amsterdam overtakes London as the most expensive city in the world. Amsterdam overtook London to become the,Amsterdam overtakes London as the most expensive city in the world. Amsterdam overtook London to become the,Amsterdam overtakes London as the most expensive city in the world. Amsterdam overtook London to become the
Google to keep its employees home until at least July 2021 .,Google to keep employees working from home until mid-2021,"Google to keep its employees happy. ""We're not going to be able to do that,"" he","We're not going to be able to do that,"" he said.","We're not going to be able to do that, he said.","We're not going to be able to do that, he said.","We're not going to be able to do that, he said.","We're not going to be able to do that, he said.",Google to keep its employees working from home until 2021 Google has announced that it will keep its employees working,"Google will keep employees working from home until 2021, the company said in a statement.",Google said it would keep employees working from home until 2021.,Google said it would keep employees working from home until 2021.,Google said it would keep employees working from home until 2021.,Google said it would keep employees working from home until 2021.
McConnell reveals he will vote to acquit Trump #SmartNew Coward !,McConnell reveals he will vote to acquit #DonaldTrump .,McConnell reveals he will not vote for the bill Senate Majority Leader Mitch McConnell (R-Ky.),McConnell says he will not vote for the bill Senate Majority Leader Mitch McConnell (R-Ky.) introduced,McConnell says he will not vote for the bill Senate Majority Leader Mitch McConnell (R-Ky.) introduced,McConnell says he will not vote for the bill Senate Majority Leader Mitch McConnell (R-Ky.) introduced,McConnell says he will not vote for the bill Senate Majority Leader Mitch McConnell (R-Ky.) introduced,McConnell says he will not vote for the bill Senate Majority Leader Mitch McConnell (R-Ky.) introduced,"McConnell reveals he will not seek reelection Senate Majority Leader Mitch McConnell, R-Ky., speaks to","Senate Majority Leader Mitch McConnell, R-Ky., says he won't seek re-election.","Senate Majority Leader Mitch McConnell, R-Ky., said he won't seek re-election.","Senate Majority Leader Mitch McConnell, R-Ky., said he won't seek re-election.","Senate Majority Leader Mitch McConnell, R-Ky., said he won't seek re-election.","Senate Majority Leader Mitch McConnell, R-Ky., said he won't seek re-election."
Austria Imposes COVID-19 Lockdown That Applies Only to the Unvaccinated,Lockdown takes effect for unvaccinated people in Austria,Austria Imposes CO2 Tax on Gasoline and Diesel Fuel The Austrian government has announced that it,Austria is imposing CO2 tax on gasoline and diesel fuel. The Austrian government has announced that it,Austria is imposing CO2 tax on gasoline and diesel. The Austrian government has announced that it,Austria is imposing CO2 tax on gasoline and diesel. The Austrian government has announced that it,Austria is imposing CO2 tax on gasoline and diesel. The Austrian government has announced that it,Austria is imposing CO2 tax on gasoline and diesel. The Austrian government has announced that it,Austria Imposes COVID-19 Restrictions On Travel From India Austria has imposed a ban,Austria Imposes COVID-19 restrictions on travel from India Austria has imposed a ban.,"Austria has imposed COVID-19 restrictions on travel from India, Austria has imposed a ban.","Austria has imposed COVID-19 restrictions on travel from India, Austria has imposed a ban.","Austria has imposed COVID-19 restrictions on travel from India, Austria has imposed a ban.","Austria has imposed COVID-19 restrictions on travel from India, Austria has imposed a ban."
you'll still need to wear a mask even if you're vaccinated !,people who have been vaccinated still need to wear a mask .,"you'll still need to pay for the service). The service is available in the US, Canada,","You'll still need to pay for the service, the service is available in the US, Canada,","You'll still need to pay for the service, the service is available in the US, Canada,","You'll still need to pay for the service, the service is available in the US, Canada,","You'll still need to pay for the service, the service is available in the US, Canada,","You'll still need to pay for the service, the service is available in the US, Canada,","you'll still need to get the game to run on the new hardware. I know, but I","you'll still need to get the game to run on the new hardware. I know, but I","you'll still need to get the game to run on the new hardware. I know, but I","you'll still need to get the game to run on the new hardware. I know, but I","you'll still need to get the game to run on the new hardware. I know, but I","you'll still need to get the game to run on the new hardware. I know, but I"
Georgia confirms Biden victory and finds no widespread fraud after statewide audit,GA confirms Biden victory and finds no fraud after audit,"Georgia confirms Biden victory and says he will be vice president Biden wins Virginia, but Obama still has","Georgia confirms Biden's victory and says he will be vice president Biden wins Virginia, but Obama still has.","Georgia confirms Biden's victory and says he will be Vice President Biden wins Virginia, but Obama still has.","Georgia confirms Biden's victory and says he will be Vice President Biden wins Virginia, but Obama still has.","Georgia confirms Biden's victory and says he will be Vice President Biden wins Virginia, but Obama still has.","Georgia confirms Biden's victory and says he will be Vice President Biden wins Virginia, but Obama still has.",Georgia confirms Biden victory and vows to 'fight on' Georgia's secretary of state has confirmed that Joe,Georgia confirms Biden's victory and vows to fight on. Georgia's secretary of state has confirmed that Joe Joe,Georgia confirms Biden's victory and vows to fight on. Georgia's secretary of state has confirmed that Joe Joe,Georgia confirms Biden's victory and vows to fight on. Georgia's secretary of state has confirmed that Joe Joe,Georgia confirms Biden's victory and vows to fight on. Georgia's secretary of state has confirmed that Joe Joe,Georgia confirms Biden's victory and vows to fight on. Georgia's secretary of state has confirmed that Joe Joe
