originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"World heavyweight champion Fury, 27, who expressed views on women, abortion and homosexuality, has been asked to attend a meeting in the new year.
The BBBofC met to discuss the matter on Wednesday before informing Fury that he must meet with the board.
The Briton has denied he is a homophobe and claimed he is ""uniting the world"".
No exact date has been confirmed for the meeting.
Meanwhile, Fury will not face police action following an inquiry into alleged homophobic comments.
Greater Manchester Police (GMP) received a complaint earlier this week after statements made on the BBC's Victoria Derbyshire programme.
But the force has recorded the comments as a ""hate incident"" as opposed to a hate crime.
In the aftermath of his win against Ukrainian Wladimir Klitschko in Dusseldorf, Fury had said: ""I'm not sexist. I believe a woman's best place is in the kitchen and on her back. That's my personal belief. Making me a good cup of tea, that's what I believe.""
The new world champion has also previously said it would only take the legalisation of paedophilia in addition to the decriminalisation of homosexuality and abortion to see ""the devil come home"".
The Manchester fighter subsequently said: ""Tyson Fury loves his fellow humans. He doesn't hate anybody.""
Fellow BBC Sports Personality of the Year nominee and long jump champion Greg Rutherford had planned to withdraw from this year's event over Fury's comments, before reversing his decision.
Fury, who won the WBA, IBF and WBO titles on 28 November by beating Klitschko, was stripped of the IBF belt on Tuesday after choosing to face Klitschko in a rematch instead of the IBF's mandatory challenger, Ukrainian Vyacheslav Glazkov.",Tyson Fury has been summoned by the British Boxing Board of Control to explain his recent controversial comments.,"British Boxing Board of Control (BBBoC) said it was concerned about the ""lack of clarity"" around Fury's views on women, abortion","""The British Boxing Board of Control (BBBoC) said it was concerned that there was a lack of clarity on Fury's views on women,",It was noted that the British Boxing Board of Control was troubled by the lack of clarity about Fury’s feelings about women. ,The British Boxing Board of Control had complained of a lack of clarity over Fury's feelings about women. ,The British Boxing Board had complained that Fury had had no idea about women's feelings. ,A report had been filed by the British Boxing Board stating that Fury had no idea of women’s feelings. ,"is not obliged to attend and could turn down the invitation. Fury, who has been in the UK since November, expressed views on women, abortion and homosexual","""Fear,"" said Fury, who has been in the UK since November, ""discussed women, abortion, homosexuality and sexuality. I don't","I don’t understand,” said Fury, who had been in the UK since November. “We talked about women, abortion, homosexuality, and sexuality. ","“I don’t understand,” said Fury, who had been in the UK since November. “We talked about women, abortion, homosexuality, and sexuality.","“I don’t understand,” said Fury, who had been in England since November. “We talked about women, abortion, homosexuality and sexuality. ","""I don't understand,"" said Fury, who had been in England since November. ""We talked about women, abortion, homosexuality, and sexuality. "
"McAuley, 50, with an address at Cavan Bank Walk, Ballyconnell, County Cavan, also pleaded guilty to producing a knife during a dispute at Kilderry, Kilnaleck, Cavan.
This was on 24 December last year.
He also pleaded guilty to threatening to kill his estranged wife's brother Tommy Tully.
This was during the same incident.
McAuley spoke only to answer guilty to each of the charges.
The judge remanded McAuley in custody to Castlerea prison, to appear again at Cavan Circuit Court on 24 November, when he will be sentenced.
The judge also ordered the preparation of a victim impact report on Ms Tully and a probation and welfare report on McAuley.",Prominent republican Pearse McAuley has pleaded guilty to falsely imprisoning his estranged wife Pauline Tully and recklessly causing serious harm to her.,"the case against McAuley, 50, and McAuley, 50, is the latest in a series of arrests and prosecutions under the Proceed","The lawsuit against McAuley, who was fifty years old, is the latest in a series of arrests and prosecutions. ","And the trial against McAuley, who was fifty years old, is the latest in a series of arrests and prosecutions. ","The arrest of McAuley, who was fifty, was the latest of many cases in which there were arrests and prosecutions. ","The arrest of McAuley, who was fifty years old, was the latest of many arrests and prosecutions in the county. ",It was the latest in a long string of arrests and re-arrests in the town. ,"the court heard the two cases connected and that a search of the accused's home had been made by the garda. McAuley, 50","McAuley, 50, resigned. The court heard that the two incidents were connected, and that the gardener was conducting a search of the accused’","The court heard that the two incidents were connected, and that the gardener was searching the accused’s room. McAuley, who was forty-nine,","McAuley, who was forty-nine, was in the court and the court heard that the two events were related and that the gardener was searching the defendant","The court heard that there was a recollection of the two incidents, and that the gardener was examining the accused. McAuley, who was","McAuley, who was in custody, said that he had a good memory of the incidents and was looking at the defendant. "
"Ashley Broomhall trekked to the summit of 3,560ft (1,085m) Snowdon in Snowdonia before tackling Ben Nevis.
It took him seven hours to walk up and down the 4,406ft (1,344m) Scottish peak near Fort William. On the way up he had a snowball fight with other walkers.
He now plans to walk 3,208ft (978m) Scafell Pike in the Lake District.
Mr Broomhall, from Whitchurch in Shropshire, has been doing the walks to raise money for Cancer Research UK.
He set himself the peaks challenge after his mother was diagnosed with cancer.
The 28-year-old has been a member of Star Wars costuming club the 501st UK Garrison for more than five years.
Members attend events across the UK dressed in ""movie-accurate"" costumes to raise funds for charity.
But Mr Broomhall had to make some modifications to his outfit to make it move more freely on the ascents and descents of Snowdon and Ben Nevis, which were done this summer.
For safety reasons, he wore walking boots because his costume footwear was not suitable for the terrain involved and was accompanied by friends.
Dressed as an Imperial stormtrooper and carrying a UK Garrison flag, Mr Broomhall said he drew more than his fair share of funny looks tackling Ben Nevis, Scotland highest Munro and Britain's tallest mountain.
He said: ""We had been confusing a lot of other climbers along the way as a stormtrooper was the last thing they had been expecting to see climbing Ben Nevis.
""We handed out cards and told them my tale and they offered nothing but the most vocal support.""
Mr Broomhall also received donations from other walkers.
Higher up Ben Nevis he had to negotiate thigh-deep snow.
At the first of these snowfields there was some light relief when he and his walking companion had a snowball fight with other walkers.
Mr Broomhall said: ""The last snowfield held the summit and, with my heart swelling with pride, I let the flag fly and charged on to the summit.
""We had made it. It was brilliant and I was so happy at making it after all the struggles and rallying needed to get myself there.
""I was greeted by a cheer from the climbers there and planted the flag on the summit itself claiming it for the Empire.""
He added: ""I love Scotland and I love Munros and this was a challenge that I enjoyed doing.
""Scafell Pike is next. I've done the other two in armour, might as well do the third in it.""",A Star Wars fan who walked to the tops of Snowdon and Ben Nevis while dressed as a stormtrooper has now set his sights on England's tallest mountain.,"'The last time I'd ever been up there for a full marathon was for my first ever half-marathon,' said Ashley Broomhall.","I’ve never been to a marathon since the first half-marathon,” said Ashley Broomhall. ","I haven't been to a marathon since the first half-marathon,"" said Ashley Broomhall. ","“I haven’t been to a marathon since the first half-marathon,” said Ashley Broomhall. ","""I have not participated in a marathon since the first half-marathon,"" said Ashley Broomhall. ","“I’ve never run a marathon since I was a boy,” said Ashley Broomhall. ","a week. The team of eight made the 2,500-mile journey to the top of Snowdon in just over a week. The 33-year-",In just over a week the team went up to the top of Snowdon. The 33-year-old man was the eighth in the company.,"He was the eighth in the company. The company made their way to the top of Snowdon, about a week after the first. ",The expedition reached the summit of Snowdon about a week after the first. ,"And, in the end, the expedition reached the summit of Snowdon only a week after the first. ","But they still had to climb Snowdon, and they reached it only a week after the first. "
"The Citroen driver from Dungannon won three out of the four stages in the Tour de Course.
Ogier stayed within touching distance of the Meeke, who is aiming to follow up his dramatic victory in Rally Mexico with another win.
Huyundai's Thierry Neuville holds third, 25.8 seconds off the lead.
Meeke took control early on the first Asphalt round of the season, winning the opening stage before adding two more stage wins before the end of the day .
Four-time world champion Ogier was fastest in SS3 in his M-Sport Ford to cut Meeke's advantage to just over eight seconds, however he responded on the final stage to extend his advantage over 10 seconds.
""It's been a good day,"" said Meeke, 37. ""You always have to be wary of Seb, because he never gives up. But I'm comfortable with my pace, so let's see how we go on Saturday.""
Meeke's Citroen team-mate Craig Breen holds an impressive fourth, with the Waterford driver locked in a tight battle with Spaniard Dani Sordo.",Kris Meeke edged out Sebastian Ogier to lead by 10.3 seconds after the first day of the World Rally Championship round at Corsica.,the Citroen driver from Dungannon won three out of the four stages in the Tour de France. The race winner was awarded the stage win after a,"The winning driver was rewarded with the victory in the race, after which he was presented with the title of the Tour de France winner. ","he said. “That was my idea, but I didn’t know how to do it. You know how to drive and get into the straights. I was","""I wanted to do that, but I didn't know how to do it. You know how to drive and get into the straights. ","“I wanted to do that, but I didn’t know how to do it. You know how to drive and to get into the straights. ","I want to drive, but I don't know how to. You know how to drive, you know how to get into the straights. ","Dungannon's Citroen driver, Ogier, won three out of the four stages in the Tour de France. Ogier stayed within","He made it to the front, but Ogier didn't give up the lead. Dungannon's Citroen driver Ogier won three of","In the race of the Citroen of Dungannon, Ogier reclaimed his place in the race. He made it","“When he came into the race at Dungannon, Ogier regained his place. ","""Ogier's place was regained when he got into the race at Dungannon. ",‘Ogier was put back into the race at Dungannon. 
"The firm plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020.
None of the permanent guards or guard managers would be forced to quit their employment, the company said.
RMT union said it was in formal dispute with Merseyrail and its 220 members would be balloted for strike action.
John Tilley, of RMT, said Merseyrail had failed to give cast iron assurances on the future of 220 guards and managers at a meeting on Wednesday, and he ""fully expected"" members to vote heavily for industrial action.
RMT general secretary Mick Cash said: ""We will not agree to any extensions of DOO and will fight to retain the safety critical role of the guard and to keep a guard on the train.""
He said the train operator had ""snubbed"" a final chance to avoid the ballot.
He added it was ""entirely preventable if the company had listened to the union's deep-seated safety concerns... and had put passenger safety before profit"".
Merseyrail said it had ""made it clear"" that it will look after guards and management whose roles would no longer exist once the new fleet is introduced and there would be no compulsory redundancies.
The train operator said the RMT had demanded there should be a guard on every new train but the new fleet had been designed to operate without guards, and as such, it was not in a position to guarantee this.
The existing Merseyrail fleet, originally designed in the 1950s, is almost 40 years old.","Workers on Merseyrail are to be balloted for industrial action in a dispute over the role of guards, a union has said.","will not have to make any cuts to the number of trains on its network. The firm, which also runs the London Underground and Docklands Light Railway, will not","The company, which also runs the London Underground and the Docklands Light Railway, will not have to cut its number of trains. ",And he has no need to cut off its number of trains. ,“He should have kept the number of trains to himself. ,He should have kept the number of trains to himself. ,He ought to have kept the number of trains. ,the company plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020. None of the permanent guards orother staff,"The Guards of the Guards and the Guardsmen are all exempt from the service, and if they wish, the company will take 52 new locomotives.","The Guardsmen and the Guardsmen, who are all exempt from service, are all exempt from service, and if they wish, the company will take","If it wants to, we’ll take them all, and they’ll all get off on their own. ","if it wants to, we'll take them all and they'll all go out on their own. ","if it wants, we will take them all and they will all go out on their own. "
"Scotland's Anderson averaged 107.68 - the highest in the tournament so far - compared to his Dutch opponent's 102.3.
The pair also threw 20 180s in total at London's Alexandra Palace.
Dutchman Raymond van Barneveld, seeded 12th, beat fifth seed Adrian Lewis 4-3 in a pulsating match between two former champions to reach the last eight.
Lewis - beaten by Anderson in last year's final - led 3-2 against Van Barneveld before the 2007 champion hit back.
Earlier in the second round, third seed Peter Wright comprehensively beat Wales' Jamie Lewis 4-0.
The Scot dropped just one leg in the match with a checkout percentage of 75%.
In the other round two matches, Belgium's Kim Huybrechts beat Germany's Max Hopp 4-0. Sixth seed James Wade beat fellow Englishman Steve Beaton 4-1 and the Netherlands' 10th seed Jelle Klaasen beat Northern Ireland's Brendan Dolan 4-0.",Defending champion Gary Anderson is into the PDC World Darts Championship quarter-finals after beating Benito van de Pas 4-2 in a high class match.,"'s Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3. The Scots","The Scots scored a score of 108.68, the highest of the tournament, compared with the Dutchman's 108. The Scots","The Scots scored 108.62, the highest of the tournament. The Dutch scored 108.62.",The Scots made a 108.62. The Dutch scored a 108.62.,– 108.62 – 108.62 – The Scots scored 108.62.,The Scots scored 108.62.,"Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3. The world number two","The world number two scored a 107.7, the most ever achieved in a tournament. The Dutchman scored a 107.6.",The Dutchman had a score of 107.8.,The Dutchman had a score of 107.8.,He racked up a score of 107.8. The Dutchman scored a score of 107.8.,He scored a score of 107. The Dutchman scored a score of 107.
"It was announced on Wednesday that the East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services.
It was one of 10 units under review nationally with the intention to focus expertise in fewer locations.
The charity Heartlink said it would not accept the judgement.
A spokesman for the charity, John Rigby, said: ""We're going to take stock, listen to what our reps have to say and be guided by them. We're going to fight to do our very best to keep children's services here [at Glenfield].""
The centre, which conducts about 230 operations on children and 70 on adults each year, has the UK's largest ECMO unit (a form of partial cardiopulmonary bypass) which oxygenates blood of critically ill patients.
The unit will stop surgery for children but will remain open to diagnose patients and for monitoring and non-surgical treatment.
It serves a population of about five million, with the next nearest similar unit in Birmingham, about 40 miles (64.4km) away.
Leslie Hamilton, vice chair of the Safe and Sustainable review's steering group, said that as surgeons they felt surgical expertise was spread too thinly around the country.
He said: ""We felt we had to concentrate the expertise and reduce the number of centres in the country so we could have bigger centres with bigger surgical teams.
""That would lead to sustainable care for the future and also a big improvement in care.""
Tony Fowlston has a three-year-old son, Lewis, who has been treated at Glenfield. The family travels a distance of about 60 miles (96.5km) from Boston, in Lincolnshire, to see specialists.
He said travelling any further could be a real issue as Lewis recently suffered a cardiac arrest shortly after arriving at Glenfield.
Mr Fowlston said: ""He could have had that cardiac arrest on the way to, say, Birmingham. Could he have had the same service in the back of an ambulance? I very much doubt it.""
A petition to save the unit attracted more than 100,000 signatures.",Campaigners trying to keep children's heart surgery services in Leicester have said they will fight to keep the unit open.,"the East Midlands Congenital Heart Centre at Glenfield Hospital has stopped children's surgery services for over 25 years. The hospital said it was ""saddened",It’s sad to say the EMU’s Children’s Hospital in Glenfield has been closed for the last 25 years.,"And so it was with sadness that the Children’s Hospital of the EMU, Glenfield, was closed for the last 25 years.","In the midst of this, the Children’s Hospital, at Glenfield, had been closed for the last 25 years.","In the middle of all this, the Children's Hospital in Glenfield had been closed for twenty years. ","There had been a long-standing problem with the Glenfield Children’s Hospital, which had been closed for twenty years. ","heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart muscle injury, heart","The heart was not feeling well, the heart was not feeling well, the heart was not feeling well, the heart was not feeling well, the heart was not",And the heart was not feeling well. The heart was not feeling well. The heart was not feeling well. ,And the heart was not feeling well. The heart was not feeling well. ,The heart felt bad. ,The heart was hard. 
"Hina Rabbani Khar's remarks came hours after the two armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of operations.
Tensions have risen following deadly exchanges along the border last week.
The violence has plunged the neighbours into the worst crisis in relations since the Mumbai attacks of 2008, blamed on militants based in Pakistan.
""Instead of issuing belligerent statements by the military and political leaders from across the border and ratcheting up tension, it is advisable for the two countries to discuss all concerns related to Line of Control (LoC) with a view to reinforcing respect for the ceasefire,"" Ms Khar's office said.
AFP news agency quotes her as saying that the recent border clashes had ""created questions"" and added that Pakistan was ""open"" to dialogue between foreign ministers to end the dispute.
India has not commented on Ms Khar's remarks so far.
On Wednesday the Pakistani army's director of military operations agreed to the de-escalation after calling his Indian counterpart to ""protest strongly"" a ""ceasefire violation"" by Indian soldiers that killed a Pakistani soldier along the LoC on Tuesday night.
India has denied the allegation, which comes after separate incidents last week, in which two Indian soldiers and two Pakistani soldiers died.
The Pakistani commander said strict orders had been passed to troops on the LoC to observe a ceasefire that has been in place since 2003, a spokesman for the Indian army, Col Jagdeep Dahiya, told the BBC.
Both sides deny provoking the clashes, amid fears that a fledgling peace process under way since last February could unravel, says the BBC's Sanjoy Majumder in Delhi.
On Tuesday, Indian PM Manmohan Singh said the killing of the Indian soldiers last week - one of whom India says was beheaded - was ""unacceptable"".
Claimed by both countries, Kashmir has been a flashpoint for over 60 years and two wars have been fought over it. Exchanges of fire in the disputed area are not uncommon but rarely result in fatalities.",Pakistan's foreign minister has called for talks with her Indian counterpart to defuse military tensions in Kashmir.,the two armies have been involved in a standoff for days over the border town of Yuzhno-Sakhalinsk. Hina,"Several days ago, Hina had a confrontation with the army of Yuzhno-Sakhalinsk. ",The battle was fought just now with the Yuzhno-Sakhalinsk army. ,Ivan Fyodorovich had come from Yuzhno-Sakhalinsk. ,Ivan Fyodorovich had come from Yuzhno-Sakhalinsk. ,But Ivan Fyodorovich was from Yuzhno-Sakhalinsk. ,"Earlier, the two armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of staff in Moscow. The tensions",The two armies had agreed earlier in Moscow to a ceasefire after a meeting of the officials of both armies. ,"In Moscow, the two armies agreed on a ceasefire, a day after a meeting of the officials of the two armies. ","The two armies arranged a truce in Moscow, the day after the last meeting of the two armies. ","Having decided to stand aside, he said, “I can’t speak,” and he turned back. Then the two armies met again, and the","Then the two armies came to an ambush. The commanders, having decided to put their weapons aside, said: “I can’t speak.” They"
"Cormack, a former chief executive of Aberdeen, sold his software company for ¬£630m last year.
""I can offer both financial support and my time to the club,"" Cormack told the Aberdeen website.
""I look forward to attracting American investment and strategic partnerships [to] help AFC maximise its potential.""
Cormack will work with existing board members, including chairman Stewart Milne, while splitting his time between Atlanta and the north east of Scotland.
The 58-year-old was interim chief executive of the Pittodrie club between 2000 and 2001 during a sabbatical from his business interests in the USA.
He is seeking to ""work with the management team at AFC to explore some innovative ideas I've seen work Stateside"".
Cormack returns to the club after selling the software company that he helped to grow from a firm employing 12 people in 2004 to a 500-strong workforce, generating ¬£107m in annual revenues, in 2016.
""While I have continued to support and provide advice to the club for many years, I'm honoured to be back on the board,"" Cormack said.
""The club's performance in recent seasons, both on and off the pitch, is a testament to how hard everyone at Pittodrie has worked.
""Having a team that is performing well and a club that is debt-free is an enviable position to be in. But we must fully exploit opportunities to increase revenues and our fanbase.
""I'm looking forward to working with the existing leadership team at the club, with whom I've already got a great relationship.
""Between us, and with the support of our fans, I'm sure we can get the club into a position where increased revenues, an expanded fanbase, and a state-of the-art community stadium and training campus will position AFC well to exploit changes that evolve in European club competition.""
Milne welcomed Cormack's involvement and the experience he will bring to the club.
""Running a club in the modern era is increasingly challenging and we will greatly benefit from having someone with Dave's expertise, experience, enthusiasm and commitment,"" the Aberdeen chairman said.
""He brings a new perspective along with an innovative approach and commercial acumen to help meet the challenges head-on.""","Aberdeen's new major shareholder Dave Cormack says he will offer ""financial support"" to help the Scottish Premiership club to ""kick-on"".","former chief executive Peter Moore. Cormack will join the firm's board, which will include former chief executive Peter Moore. Cormack will join the firm's","Cormack will join the firm’s board, which will include former chief executive Peter Moore. Former chief executive Peter Moore will be the chairman of the firm. ",“Former Chief Executive Peter Moore is now a director. He has retired. He will be a director of the firm.” ,“The former chief executive Peter Moore has gone on to become a director. He’s retired. He’ll become a director.” ,The chief executive Peter Moore will become a director. ,‘Peter Moore will become president. ,Scottish Greens are yet to announce any of their candidates for Holyrood. The Scottish Greens have been in power in Holyrood since 2015,The Scottish Greens have been in power in Holyrood since 2015. The Scottish Greens have not yet announced any candidates for Holyrood.,The Scottish Greens have been in power in Holyrood since 2015. The Scottish Greens have not yet sworn in candidates for Holyrood.,The Scottish Greens have not sworn in candidates for Holyrood. The Scottish Greens have been in Holyrood since 2015.,The Scottish Greens have been in Holyrood since 2015. The Scottish Greens have not sworn in candidates for Holyrood.,The Scottish Greens have not sworn in candidates for Holyrood. 
"Investigators think the blast was caused by a female suicide bomber from the Islamic State group.
Correspondents say Turkey is cracking down on the militants, after previously being accused of ignoring them.
But the blast triggered violent protest in Istanbul, with police using water cannon, teargas and rubber bullets.
Friday's bomb hit a group of youth activists planning to cross into Syria to help rebuild the town of Kobane.
A video shows the group holding a news conference to discuss their plans, when an explosion rips through the young people - mostly of university age - gathered in the grounds of a cultural centre.
They had been chanting slogans and were holding a large banner with the words ""We defended it together, we are building it together.""
Kobane is just across the border from Suruc and has been the site of fierce fighting between IS and Kurdish fighters.
It was retaken by the Kurds in January. Suruc houses many refugees who have fled the fighting in Kobane.
Kobane: Inside the town devastated by fight against IS
The attack took place just before noon local time (09:00 GMT). Around a hundred people were injured.
Mr Davutoglu said initial findings suggested it was the work of IS.
""Turkey has taken and will continue to take all necessary measures against Islamic State,"" Mr Davutoglu told a news conference in Ankara.
""We are face to face with a terrorism incident. We have the willpower to find and certainly punish those who are responsible.""
""Measures on our border with Syria... will be increased,"" he added.
BBC Middle East correspondent Jim Muir says Turkey has been widely accused of turning a blind eye to IS activities, but recently it has been cracking down harder on the militants and this may be one reason for the attack.
The country's leaders seem likely to toughen their line even further in its wake, he adds.
There were large scale demonstrations in cities across the country.
Protests in Istanbul and Ankara turned violent as police clashed with protesters.
A witness told the Reuters news agency that hundreds of protesters in Istanbul chanted slogans accusing Turkish President Recep Tayyip Erdogan of collaboration with IS.
Earlier in the day, the president condemned the attack.
""On behalf of my people, I curse and condemn the perpetrators of this brutality,"" he said while visiting Cyprus. ""Terror must be condemned no matter where it comes from.""
A spokesman for the White House condemned the attack and expressed ""solidarity with the Turkish government and the Turkish people"".","Turkish PM Ahmet Davutoglu has promised to boost security along the country's border with Syria, after 30 people were killed by a bomb in the town of Suruc.","Associated Press reported that the suicide bomber was a woman, and that she detonated herself at a police station. The police chief told the ","The police chief told the Associated Press that the suicide bomber was a woman, and she had detonated herself at the police station. ","Xuande was the mayor of the town of Luande. The police chief told the Associated Press that the bomber was a woman, and that","The police officer said, ""The woman killed by the bomber is a woman, and he is a woman."" ","“That woman who was killed by the bomber is a woman,” said the guard. ","""This woman was murdered by the bomber!"" said the policeman. ","Islamic State militants were killed in a blast in Iraq and Syria, reports said. The U.S. has been working to build an alliance with Sunni","He urged the Islamic State to find a coalition with Sunni. It was reported that a coalition of Muslim extremists was established between Iraq and Syria,","They said that a coalition of Muslim extremists had been established between Iraq and Syria, and that it was to be formed to include Sunni militants. ","He said that a group of Muslim extremists was now being formed in Syria, which they said was to include Sunni militants. ",", and that the Syrians are to be attacked, and that there are jihadists, the Syrians, the Sunni, and the Shia.",", they said, that the Syrians were attacked and that there were jihadists, Syrians, Sunni, Shia. "
"The Welsh Ambulance Service said it received a 999 call at about 15:10 BST and the casualty was taken to Prince Charles Hospital in Merthyr Tydfil.
The road has shut in both directions following the incident between the Cefn Coed roundabout and B4276 Merthyr Road.
The person's condition is not yet known.
Check if this is affecting your journey",A person has reportedly been electrocuted on the Heads of the Valleys road near Merthyr Tydfil and taken to hospital.,"man from Merthyr Tydfil and Rhymney District Council died at the scene. ""The police are treating the death as unexplained",“The police have treated the death as unanswered. A man from Merthyr Tydfil and the Rhymney district has died. ,"A man, from Merthyr Tydfil and the Rhymney district, died. The police have not answered the death report. ",The death of a man of Merthyr Tydfil and the Rhymney district has not been heard. ,"“What a dead man, Merthyr Tydfil, of the Rhymney district, was not heard from. ","“It was Merthyr Tydfil, the dead man of Rhymney. ",Welsh Ambulance Service said it received a 999 call at about 15:10 BST and the casualty was a man in his 60s.,"The Welsh Ambulance Service had received a 999 call at about 15:10 a.m., and the victim was a man in his 60s",The Welsh ambulance was about to receive a 999 call at about 15:10 a.m. The victim was a man in his 60s.,"– He was a man of his 60s, who had fallen to his knees.","The old man was in his 60s, who had fallen to his knees.","""The old man was in his 60s and fell to his knees."
"An RAF Voyager A330 air-to-air refuelling aircraft will be refitted at a cost of about ¬£10m.
The government says the move will save about ¬£775,000 a year as the plane will be cheaper than chartering flights.
The SNP's Stewart Hosie said there needed to be ""absolute transparency"" to ensure the ""best deal is made on behalf of the tax-payer"".
""This announcement comes just a week before the spending review when we can expect to hear of more cuts from the Tories, which are already hitting people hard,"" he added.
Most government departments are facing budget cuts of at least 25% over the next four years.
A source said the PM's flights, using either Royal Squadron planes or long haul charter, cost on average ¬£6,700 per flying hour and the RAF aircraft would cost ¬£2,000. It would be available for refuelling when it wasn't in use.
The flight would also be available to the Royal family.
When he was prime minister, Gordon Brown cancelled plans drawn up by his predecessor Tony Blair to buy two private jets, which had been nicknamed ""Blair Force One"" in reference to the aircraft used to fly the US president, Air Force One.
The details of the new arrangements are expected to come at the strategic defence and security review on Monday.
There is no definite timing for the plane to come into service but it could be as early as next year.
A government spokesperson said;  ""As part of the government's defence review, we have been looking at ways to make better use of the RAF fleet to transport senior ministers and consequently deliver savings for taxpayers.
""We have decided to adapt one of our existing Voyager aircraft so that, in addition to its primary air tanking role, it can transport Ministers and it will also be available for the Royal family to use.""",Prime Minister David Cameron and senior ministers are to get their own plane for official trips.,aircraft. The MoD will take over the maintenance and support of the aircraft. The MoD will take over the maintenance and support of the aircraft. The MoD,The MoD will be the provider of the aircraft. The MoD will be the provider of the aircraft. ,The MoD will be the manufacturer of the aircraft. ,‘At least they’ll have a gun.’ ,"""At least they'll have a gun. "" ",“At least they’ll have a gun.” ,"RAF Voyager A330 air-to-air refuelling aircraft will be refitted at a cost of about £10 million, replacing the current","– – and this will be a refueling of the Voyager A330, a new aircraft for the refueling of the aircraft",The Voyager A330 is a new aircraft that will be used for the refueling of the aircraft.,The Voyager A330 will be used for refueling the aircraft.,The A330 will be used for refueling the aircraft.,"In this case, the A330 will be used for refueling."
"Writing in the Sunday Times, the Plaid Cymru leader urged Wales to ""speak with one voice"".
The UKIP leader and Welsh first minister will lock horns on Monday at an event in Cardiff.
The UK is set to have a referendum by the end of 2017 on whether or not to remain a member of the European Union.
Ms Wood said the bid for EU reform was ""legitimate"" but added any concerns were ""far outweighed"" by the benefits EU membership brings to  Wales' agricultural sector, higher education institutions and transport infrastructure.
She criticised Prime Minister David Cameron for allowing ministers to campaign for either side in the referendum, calling his decision ""irresponsible and bizarre"".
And she said the issue would ""alter the terms of the debate"" in the lead up to National Assembly elections in Wales on 5 May.","The EU is ""too important to be discarded"", Leanne Wood has said ahead of a head-to-head debate between Nigel Farage and Carwyn Jones on the issue.","of UKIP's MEPs for Scotland, John Nicolson, said the ""welcome and welcome welcome"" of UKIP's MEP",", said John Nicolson, a member of the Scottish Parliament, and a member of the United Labour Party. ","The Minister of Justice, John Nicolson, said. ","“It’s all about the Justice Minister,” said John Nicolson. ","‘It’s all about the Minister of Justice,’ said John Nicolson. ","""The minister of justice is the one in question,"" said John Nicolson. ","Welsh Government has been working to reassure businesses and the public that Wales is not a ""no-go area"" for visitors to the UK. Welsh First Minister",Welsh first ministers are working hard to reassure the public that Wales is not a 'no-go' for travellers. ,"Moreover, there is the intention of reassurance to be found in the fact that Wales is not a ‘no-go’ for travellers. The Welsh first","The Welsh first, the first to go. Moreover, there is the hope of reassurance. ","Moreover, there is hope of reassurance. First, the Welsh, the first to go. ","First, the Welsh. There’s hope. "
