originalSentence1,originalSentence2,gpt_text,gpt_p_text_1,gpt_p_text_2,gpt_p_text_3,gpt_p_text_4,gpt_p_text_5,opt_text,opt_p_text_1,opt_p_text_2,opt_p_text_3,opt_p_text_4,opt_p_text_5
"31 March 2015 Last updated at 18:32 BST
It's presented by Millie from Millie Inbetween, who asks why our appearance is such a big deal to so many of us.
The programme follows four children as they take part in an exercise to find out how they see themselves and popstar Meghan Trainor explains how she struggled with body image worries.
Watch more of Newsround's special programmes.","Newsround has made a special programme, called Being Me, exploring what kids think about their body image.",We are the most visible to the people who are watching us. We are the most visible to the people who are watching us. We are the most visible to the people,We are the most visible to the people who are watching us. We are most visible in the eyes of the people we are watching.,We are the most visible to the people who are watching us. We are most visible in the eyes of the people we are watching.,We are the most visible to the people who are watching us. We are most visible in the eyes of the people we are watching.,We are the most visible to the people who are watching us. We are most visible in the eyes of the people we are watching.,We are the most visible to the people who are watching us. We are most visible in the eyes of the people we are watching.,"'s not because we're smart, it's not because we're funny, it's not because we're funny, it's not","It's not because we're smart, it's not, because we are funny, it is not, we're not funny.","It's not because we're smart, it's not, because we are funny, it is not, we're not funny.","It's not because we're smart, it's not, because we are funny, it is not, we're not funny.","It's not because we're smart, it's not, because we are funny, it is not, we're not funny.","It's not because we're smart, it's not, because we are funny, it is not, we're not funny."
"Fewer animals were counted on Scotland's east coast and in Orkney in surveys by St Andrews University Sea Mammal Research Unit.
But the work commissioned by Scottish Natural Heritage (SNH), found an increase in harbour seals on the west coast.
Between Cape Wrath and Ullapool, 1,095 animals were recorded.
In 2008, a survey counted 2,687.
Sightings of harbour seals, also known as common seals, have been declining for several years, with the latest research suggesting the trend is continuing.
Between Aberlady Bay in East Lothian, 213 were spotted compared with 459 seven years ago.
The unit did not have enough time to survey the coast from Aberlady Bay down to the Scottish Borders.
At the Firth of Tay and Eden Estuary Special Area of Conservation, 50 seals were counted - the lowest figure so far recorded in that area. Previously, 78 were seen.
In Orkney, the latest research recorded 1,865 compared with 2,687 in 2010.","Numbers of harbour seals in Scotland have continued fall, according to a new report.",Scottish Natural Heritage said the number of seals in the North Sea had increased by more than a third in the past decade. The increase was due to growth of the,Scottish Natural Heritage said the number of seals in the North Sea had increased by more than a third in the past decade.,Scottish Natural Heritage said the number of seals in the North Sea had increased by more than a third in the past decade.,Scottish Natural Heritage said the number of seals in the North Sea had increased by more than a third in the past decade.,Scottish Natural Heritage said the number of seals in the North Sea had increased by more than a third in the past decade.,Scottish Natural Heritage said the number of seals in the North Sea had increased by more than a third in the past decade.,"from 1,835 in 2016 to 1,053 in 2017. The number of seals, dolphins and whales on Scotland's east coast was down by more","The number of seals, dolphins and whales on Scotland's east coast dropped from 1,835 in 2016 to 1,053 in 2017.","The number of seals, dolphins and whales on Scotland's east coast dropped from 1,835 in 2016 to 1,053 in 2017.","The number of seals, dolphins and whales on Scotland's east coast dropped from 1,835 in 2016 to 1,053 in 2017.","The number of seals, dolphins and whales on Scotland's east coast dropped from 1,835 in 2016 to 1,053 in 2017.","The number of seals, dolphins and whales on Scotland's east coast dropped from 1,835 in 2016 to 1,053 in 2017."
"This Is For My Girls was written by Diane Warren - whose previous credits include I Don't Want To Miss A Thing and Un-Break My Heart.
She described the song - a strident, girl power anthem - as ""We Are the World meets Lady Marmalade"".
Obama released the single ahead of her keynote speech at the SXSW festival.
She will talk about her Let Girls Learn initiative, which is aimed at boosting education rates amongst adolescent girls around the world.
Several of the performers on the track, including Missy Elliott and Diane Warren, will then join her on a panel about the initiative, as well as Sophia Bush and Queen Latifah, who will moderate the discussion.
This Is For My Girls combines jazzy horn stabs with a propulsive drum beat, giving the song a militaristic feel.
The lyrics mostly comprise generic statements of empowerment - ""Don't take nothing from nobody""; ""It's all about respect""; ""Stand strong forever"" - which have been a standard component of female-fronted R&B since the turn of the millennium.
Other vocalists featured on the track include Janelle Monae, Glee actress Lea Michele, Disney star Zendaya, 16-year-old Motown artist Jadagrace, and Beyonce proteges Chloe & Halle.
All of the artists waived their fees, meaning proceeds will go directly to the Let Girls Learn campaign.
""We haven't had an anthem like this in a while,"" Warren told Billboard.
""I envisioned the record being with all these different women, never just one girl singing on it.
""With Kelly Rowland on it, it's almost like an updated Destiny's Child record. I think it can be a huge worldwide anthem. I hope it becomes that.""
The single is available exclusively on iTunes, while Obama's speech at the SXSW festival will be streamed live on makers.com from 16:00 GMT.","Artists including Missy Elliott, Kelly Clarkson and Kelly Rowland all feature on a charity single put together by US First Lady Michelle Obama.",of Mia's sister Sandra Bullock as the father of Mia's sister Liam Neeson as the father of Mia's sister Sandra,Mia's sister Sandra Bullock as father of Mia's sister Liam Neeson as the father of the sister of Mia’s sister Sandra,Mia's sister Sandra Bullock as father of Mia's sister Liam Neeson as the father of the sister of Mia ’ s sister Sandra,Mia's sister Sandra Bullock as father of Mia's sister Liam Neeson as the father of the sister of Mia's sister Sandra.,Mia's sister Sandra Bullock as father of Mia's sister Liam Neeson as the father of the sister of Mia 'Sister Sandra.,Mia's sister Sandra Bullock as father of Mia's sister Liam Neeson as the father of the sister of Mia 'Sister Sandra.,My Heart. The song is about the importance of family and the importance of being there for your children. The song was written by Diane Warren - whose previous,"My Heart. The song is about the importance of family and importance of being there for your children, written by Diane Warren, whose previous","The song is about the importance of family and importance of being there for your children, written by Diane Warren, whose previous","The song is about the importance of family and importance of being there for your children, written by Diane Warren, whose previous","The song is about the importance of family and importance of being there for your children, written by Diane Warren, whose previous","The song is about the importance of family and importance of being there for your children, written by Diane Warren, whose previous"
"World heavyweight champion Fury, 27, who expressed views on women, abortion and homosexuality, has been asked to attend a meeting in the new year.
The BBBofC met to discuss the matter on Wednesday before informing Fury that he must meet with the board.
The Briton has denied he is a homophobe and claimed he is ""uniting the world"".
No exact date has been confirmed for the meeting.
Meanwhile, Fury will not face police action following an inquiry into alleged homophobic comments.
Greater Manchester Police (GMP) received a complaint earlier this week after statements made on the BBC's Victoria Derbyshire programme.
But the force has recorded the comments as a ""hate incident"" as opposed to a hate crime.
In the aftermath of his win against Ukrainian Wladimir Klitschko in Dusseldorf, Fury had said: ""I'm not sexist. I believe a woman's best place is in the kitchen and on her back. That's my personal belief. Making me a good cup of tea, that's what I believe.""
The new world champion has also previously said it would only take the legalisation of paedophilia in addition to the decriminalisation of homosexuality and abortion to see ""the devil come home"".
The Manchester fighter subsequently said: ""Tyson Fury loves his fellow humans. He doesn't hate anybody.""
Fellow BBC Sports Personality of the Year nominee and long jump champion Greg Rutherford had planned to withdraw from this year's event over Fury's comments, before reversing his decision.
Fury, who won the WBA, IBF and WBO titles on 28 November by beating Klitschko, was stripped of the IBF belt on Tuesday after choosing to face Klitschko in a rematch instead of the IBF's mandatory challenger, Ukrainian Vyacheslav Glazkov.",Tyson Fury has been summoned by the British Boxing Board of Control to explain his recent controversial comments.,"'Richard Dawkins is a man who has been a champion of the humanist movement for many years,' National Secular Society director Stephen","Richard Dawkins is a man who has been a champion of the humanist movement for many years, said National Secular Society director Stephen.","Richard Dawkins is a man who has been a champion of the humanist movement for many years, Stephen said.","Richard Dawkins is a man who has been a champion of the humanist movement for many years, Stephen said.","Richard Dawkins is a man who has been a champion of the humanist movement for many years, Stephen said.","Richard Dawkins is a man who has been a champion of the humanist movement for many years, Stephen said.","Lord Adonis, the former transport secretary, and Lord Adonis, the former Labour leader, will be attending a meeting in the new year. The meeting","Lord Adonis, the former transport secretary, and Lord Adonis the former Labour leader, will attend a meeting in the new year.","Lord Adonis, the former transport secretary, and Lord Adonis the former Labour leader will attend a meeting in the new year.","Lord Adonis, the former transport secretary, and Lord Adonis the former Labour leader will attend a meeting in the new year.","Lord Adonis, the former transport secretary, and Lord Adonis the former Labour leader will attend a meeting in the new year.","Lord Adonis, the former transport secretary, and Lord Adonis the former Labour leader will attend a meeting in the new year."
"McAuley, 50, with an address at Cavan Bank Walk, Ballyconnell, County Cavan, also pleaded guilty to producing a knife during a dispute at Kilderry, Kilnaleck, Cavan.
This was on 24 December last year.
He also pleaded guilty to threatening to kill his estranged wife's brother Tommy Tully.
This was during the same incident.
McAuley spoke only to answer guilty to each of the charges.
The judge remanded McAuley in custody to Castlerea prison, to appear again at Cavan Circuit Court on 24 November, when he will be sentenced.
The judge also ordered the preparation of a victim impact report on Ms Tully and a probation and welfare report on McAuley.",Prominent republican Pearse McAuley has pleaded guilty to falsely imprisoning his estranged wife Pauline Tully and recklessly causing serious harm to her.,"judge Patrick McCartan said the victim had been ""very upset"" and had been ""very distressed"" by the incident. McAuley, who pleaded","Judge Patrick McCartan said the victim was ""very upset"" and had been ""very distressed"" by the incident.","Judge Patrick McCartan said the victim was ""very upset"" and had been ""very distressed"" by the incident.","Judge Patrick McCartan said the victim was ""very upset"" and had been ""very distressed"" by the incident.","Judge Patrick McCartan said the victim was ""very upset"" and had been ""very distressed"" by the incident.","Judge Patrick McCartan said the victim was ""very upset"" and had been ""very distressed"" by the incident.",the passport was used to travel to the United States and was found in his possession. The passport was also remanded in custody to appear before the court again,The passport was used to travel to the United States and was found in his possession. The passport was also remanded in custody to appear before the court again.,"The passport was used to travel to the United States and was found in his possession, the passport was also remanded in custody to appear before the court again.",The passport was used to travel to the United States and was found in his possession. The passport was also remanded in custody to appear before the court again.,"The passport was used to travel to the United States and was found in his possession, the passport was also remanded in custody to appear before the court again.",The passport was used to travel to the United States and was found in his possession. The passport was also remanded in custody to appear before the court again.
"Ashley Broomhall trekked to the summit of 3,560ft (1,085m) Snowdon in Snowdonia before tackling Ben Nevis.
It took him seven hours to walk up and down the 4,406ft (1,344m) Scottish peak near Fort William. On the way up he had a snowball fight with other walkers.
He now plans to walk 3,208ft (978m) Scafell Pike in the Lake District.
Mr Broomhall, from Whitchurch in Shropshire, has been doing the walks to raise money for Cancer Research UK.
He set himself the peaks challenge after his mother was diagnosed with cancer.
The 28-year-old has been a member of Star Wars costuming club the 501st UK Garrison for more than five years.
Members attend events across the UK dressed in ""movie-accurate"" costumes to raise funds for charity.
But Mr Broomhall had to make some modifications to his outfit to make it move more freely on the ascents and descents of Snowdon and Ben Nevis, which were done this summer.
For safety reasons, he wore walking boots because his costume footwear was not suitable for the terrain involved and was accompanied by friends.
Dressed as an Imperial stormtrooper and carrying a UK Garrison flag, Mr Broomhall said he drew more than his fair share of funny looks tackling Ben Nevis, Scotland highest Munro and Britain's tallest mountain.
He said: ""We had been confusing a lot of other climbers along the way as a stormtrooper was the last thing they had been expecting to see climbing Ben Nevis.
""We handed out cards and told them my tale and they offered nothing but the most vocal support.""
Mr Broomhall also received donations from other walkers.
Higher up Ben Nevis he had to negotiate thigh-deep snow.
At the first of these snowfields there was some light relief when he and his walking companion had a snowball fight with other walkers.
Mr Broomhall said: ""The last snowfield held the summit and, with my heart swelling with pride, I let the flag fly and charged on to the summit.
""We had made it. It was brilliant and I was so happy at making it after all the struggles and rallying needed to get myself there.
""I was greeted by a cheer from the climbers there and planted the flag on the summit itself claiming it for the Empire.""
He added: ""I love Scotland and I love Munros and this was a challenge that I enjoyed doing.
""Scafell Pike is next. I've done the other two in armour, might as well do the third in it.""",A Star Wars fan who walked to the tops of Snowdon and Ben Nevis while dressed as a stormtrooper has now set his sights on England's tallest mountain.,"been climbing for about 10 years and I've never done a big mountain before. ""I've been climbing for about 10 years and I've never","I've been climbing for about 10 years and I've never done a big mountain before, he said.","I've been climbing for about 10 years and I've never done a big mountain before, he said.","I've been climbing for about 10 years and I've never done a big mountain before, he said.","I've been climbing for about 10 years and I've never done a big mountain before, he said.","I've been climbing for about 10 years and I've never done a big mountain before, he said.","solo Image copyright Getty Images Image captioned Ashley Broomhall was the first woman to climb the world's highest mountain, Mount Everest. She","Ashley Broomhall was the first woman to climb Mount Everest, the highest mountain in the world.","Ashley Broomhall was the first woman to climb Mount Everest, the highest mountain in the world.","Ashley Broomhall was the first woman to climb Mount Everest, the highest mountain in the world.","Ashley Broomhall was the first woman to climb Mount Everest, the highest mountain in the world.","Ashley Broomhall was the first woman to climb Mount Everest, the highest mountain in the world."
"The Citroen driver from Dungannon won three out of the four stages in the Tour de Course.
Ogier stayed within touching distance of the Meeke, who is aiming to follow up his dramatic victory in Rally Mexico with another win.
Huyundai's Thierry Neuville holds third, 25.8 seconds off the lead.
Meeke took control early on the first Asphalt round of the season, winning the opening stage before adding two more stage wins before the end of the day .
Four-time world champion Ogier was fastest in SS3 in his M-Sport Ford to cut Meeke's advantage to just over eight seconds, however he responded on the final stage to extend his advantage over 10 seconds.
""It's been a good day,"" said Meeke, 37. ""You always have to be wary of Seb, because he never gives up. But I'm comfortable with my pace, so let's see how we go on Saturday.""
Meeke's Citroen team-mate Craig Breen holds an impressive fourth, with the Waterford driver locked in a tight battle with Spaniard Dani Sordo.",Kris Meeke edged out Sebastian Ogier to lead by 10.3 seconds after the first day of the World Rally Championship round at Corsica.,Citroen driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout,Citroen - driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout,Citroen driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout.,Citroen - driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout,Citroen driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout.,Citroen - driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the leaders throughout,Citroen driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the lead until,Citroen - driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the lead until,"Citroen driver from Dungannon won three out of the four stages in the Tour de Course, Ogier stayed within touching distance of the lead until",Citroen - driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the lead until,"Citroen driver from Dungannon won three out of the four stages in the Tour de Course, Ogier stayed within touching distance of the lead until",Citroen - driver from Dungannon won three out of the four stages in the Tour de Course. Ogier stayed within touching distance of the lead until
"The firm plans to introduce a new fleet of 52 driver-only-operated (DOO) trains from 2020.
None of the permanent guards or guard managers would be forced to quit their employment, the company said.
RMT union said it was in formal dispute with Merseyrail and its 220 members would be balloted for strike action.
John Tilley, of RMT, said Merseyrail had failed to give cast iron assurances on the future of 220 guards and managers at a meeting on Wednesday, and he ""fully expected"" members to vote heavily for industrial action.
RMT general secretary Mick Cash said: ""We will not agree to any extensions of DOO and will fight to retain the safety critical role of the guard and to keep a guard on the train.""
He said the train operator had ""snubbed"" a final chance to avoid the ballot.
He added it was ""entirely preventable if the company had listened to the union's deep-seated safety concerns... and had put passenger safety before profit"".
Merseyrail said it had ""made it clear"" that it will look after guards and management whose roles would no longer exist once the new fleet is introduced and there would be no compulsory redundancies.
The train operator said the RMT had demanded there should be a guard on every new train but the new fleet had been designed to operate without guards, and as such, it was not in a position to guarantee this.
The existing Merseyrail fleet, originally designed in the 1950s, is almost 40 years old.","Workers on Merseyrail are to be balloted for industrial action in a dispute over the role of guards, a union has said.","up to 160 km/h. The new trains will be able to carry up to 1,000 passengers and will be able to run at speeds of up to 160","The new trains will be able to carry up to 1,000 passengers and will run at speeds of up to 160.","The new trains will carry up to 1,000 passengers and will run at up to 160.","The new trains will carry up to 1,000 passengers and will run at up to 160.","The new trains will carry up to 1,000 passengers and will run at up to 160.","The new trains will carry up to 1,000 passengers and will run at up to 160.",. The new trains will be able to carry more passengers than the current fleet. The new trains will be able to travel at speeds of up to 160mph,"The new trains will be able to carry more passengers than the current fleet, and will travel at speeds of up to 160mph.",The new trains will carry more passengers than the current fleet and will travel at up to 160mph.,The new trains will carry more passengers than the current fleet and will travel at up to 160mph.,The new trains will carry more passengers than the current fleet and will travel at up to 160mph.,The new trains will carry more passengers than the current fleet and will travel at up to 160mph.
"Scotland's Anderson averaged 107.68 - the highest in the tournament so far - compared to his Dutch opponent's 102.3.
The pair also threw 20 180s in total at London's Alexandra Palace.
Dutchman Raymond van Barneveld, seeded 12th, beat fifth seed Adrian Lewis 4-3 in a pulsating match between two former champions to reach the last eight.
Lewis - beaten by Anderson in last year's final - led 3-2 against Van Barneveld before the 2007 champion hit back.
Earlier in the second round, third seed Peter Wright comprehensively beat Wales' Jamie Lewis 4-0.
The Scot dropped just one leg in the match with a checkout percentage of 75%.
In the other round two matches, Belgium's Kim Huybrechts beat Germany's Max Hopp 4-0. Sixth seed James Wade beat fellow Englishman Steve Beaton 4-1 and the Netherlands' 10th seed Jelle Klaasen beat Northern Ireland's Brendan Dolan 4-0.",Defending champion Gary Anderson is into the PDC World Darts Championship quarter-finals after beating Benito van de Pas 4-2 in a high class match.,won the last two World Cups Anderson has won the last two World Cups in each of the last four tournaments. Scotland's Anderson is the only player,"The last two World Cups won Anderson has won the last two world cups in each of the last four tournaments, Scotland's Anderson is the only player.","The last two World Cups won, Anderson won the last two world cups in each of the last four tournaments. Scotland's Anderson is the only player.","The last two World Cups won, Anderson won the last two world cups in each of the last four tournaments, Scotland's Anderson is the only player.","The last two World Cups won, Anderson won the last two world cups in each of the last four tournaments. Scotland's Anderson is the only player.","The last two World Cups won, Anderson won the last two world cups in each of the last four tournaments, Scotland's Anderson is the only player.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3. ""I was","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3.","Scotland's Anderson averaged 107.68, the highest in the tournament so far, compared to his Dutch opponent's 102.3."
"It was announced on Wednesday that the East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services.
It was one of 10 units under review nationally with the intention to focus expertise in fewer locations.
The charity Heartlink said it would not accept the judgement.
A spokesman for the charity, John Rigby, said: ""We're going to take stock, listen to what our reps have to say and be guided by them. We're going to fight to do our very best to keep children's services here [at Glenfield].""
The centre, which conducts about 230 operations on children and 70 on adults each year, has the UK's largest ECMO unit (a form of partial cardiopulmonary bypass) which oxygenates blood of critically ill patients.
The unit will stop surgery for children but will remain open to diagnose patients and for monitoring and non-surgical treatment.
It serves a population of about five million, with the next nearest similar unit in Birmingham, about 40 miles (64.4km) away.
Leslie Hamilton, vice chair of the Safe and Sustainable review's steering group, said that as surgeons they felt surgical expertise was spread too thinly around the country.
He said: ""We felt we had to concentrate the expertise and reduce the number of centres in the country so we could have bigger centres with bigger surgical teams.
""That would lead to sustainable care for the future and also a big improvement in care.""
Tony Fowlston has a three-year-old son, Lewis, who has been treated at Glenfield. The family travels a distance of about 60 miles (96.5km) from Boston, in Lincolnshire, to see specialists.
He said travelling any further could be a real issue as Lewis recently suffered a cardiac arrest shortly after arriving at Glenfield.
Mr Fowlston said: ""He could have had that cardiac arrest on the way to, say, Birmingham. Could he have had the same service in the back of an ambulance? I very much doubt it.""
A petition to save the unit attracted more than 100,000 signatures.",Campaigners trying to keep children's heart surgery services in Leicester have said they will fight to keep the unit open.,"Glenfield Hospital stopped children's surgery services, for the first time. The decision was taken after the centre's board of trustees decided that it was no",Glenfield Hospital has stopped children's surgery services for the first time. The decision was taken after the centre's board of trustees decided it was no,Glenfield Hospital has stopped children's surgery services for the first time. The decision was taken after the centre's board of trustees decided it was no,Glenfield Hospital has stopped children's surgery services for the first time. The decision was taken after the centre's board of trustees decided it was no,Glenfield Hospital has stopped children's surgery services for the first time. The decision was taken after the centre's board of trustees decided it was no,Glenfield Hospital has stopped children's surgery services for the first time. The decision was taken after the centre's board of trustees decided it was no,"the East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital","The East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital,","The East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital,","The East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital,","The East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital,","The East Midlands Congenital Heart Centre, at Glenfield Hospital, was to stop children's surgery services. The centre, which is part of the University Hospital,"
"Hina Rabbani Khar's remarks came hours after the two armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of operations.
Tensions have risen following deadly exchanges along the border last week.
The violence has plunged the neighbours into the worst crisis in relations since the Mumbai attacks of 2008, blamed on militants based in Pakistan.
""Instead of issuing belligerent statements by the military and political leaders from across the border and ratcheting up tension, it is advisable for the two countries to discuss all concerns related to Line of Control (LoC) with a view to reinforcing respect for the ceasefire,"" Ms Khar's office said.
AFP news agency quotes her as saying that the recent border clashes had ""created questions"" and added that Pakistan was ""open"" to dialogue between foreign ministers to end the dispute.
India has not commented on Ms Khar's remarks so far.
On Wednesday the Pakistani army's director of military operations agreed to the de-escalation after calling his Indian counterpart to ""protest strongly"" a ""ceasefire violation"" by Indian soldiers that killed a Pakistani soldier along the LoC on Tuesday night.
India has denied the allegation, which comes after separate incidents last week, in which two Indian soldiers and two Pakistani soldiers died.
The Pakistani commander said strict orders had been passed to troops on the LoC to observe a ceasefire that has been in place since 2003, a spokesman for the Indian army, Col Jagdeep Dahiya, told the BBC.
Both sides deny provoking the clashes, amid fears that a fledgling peace process under way since last February could unravel, says the BBC's Sanjoy Majumder in Delhi.
On Tuesday, Indian PM Manmohan Singh said the killing of the Indian soldiers last week - one of whom India says was beheaded - was ""unacceptable"".
Claimed by both countries, Kashmir has been a flashpoint for over 60 years and two wars have been fought over it. Exchanges of fire in the disputed area are not uncommon but rarely result in fatalities.",Pakistan's foreign minister has called for talks with her Indian counterpart to defuse military tensions in Kashmir.,"the two armies agreed to ""de-escalate"" tensions in the Sinai Peninsula after a meeting of their chiefs of staff. The army said the","The two armies agreed to de-escalate tension in the Sinai Peninsula after a meeting of their Chiefs of Staff, the army said.","The two armies agreed to de-escalate tension in the Sinai Peninsula after a meeting of their Chiefs of Staff, the army said.","The two armies agreed to de-escalate tension in the Sinai Peninsula after a meeting of their Chiefs of Staff, the army said.","The two armies agreed to de-escalate tension in the Sinai Peninsula after a meeting of their Chiefs of Staff, the army said.","The two armies agreed to de-escalate tension in the Sinai Peninsula after a meeting of their Chiefs of Staff, the army said.","Earlier, two Pakistani armies agreed to ""de-escalate"" tensions after a meeting of their chiefs of staff in Moscow. The tension","Earlier, two Pakistani armies agreed to de-escalate tension after a meeting of their Chiefs of Staff in Moscow.",Two Pakistani armies have agreed to de-escalate tension after a meeting of their Chiefs of Staff in Moscow.,Two Pakistani armies have agreed to de-escalate tension after a meeting of their Chiefs of Staff in Moscow.,Two Pakistani armies have agreed to de-escalate tension after a meeting of their Chiefs of Staff in Moscow.,Two Pakistani armies have agreed to de-escalate tension after a meeting of their Chiefs of Staff in Moscow.
"Cormack, a former chief executive of Aberdeen, sold his software company for ¬£630m last year.
""I can offer both financial support and my time to the club,"" Cormack told the Aberdeen website.
""I look forward to attracting American investment and strategic partnerships [to] help AFC maximise its potential.""
Cormack will work with existing board members, including chairman Stewart Milne, while splitting his time between Atlanta and the north east of Scotland.
The 58-year-old was interim chief executive of the Pittodrie club between 2000 and 2001 during a sabbatical from his business interests in the USA.
He is seeking to ""work with the management team at AFC to explore some innovative ideas I've seen work Stateside"".
Cormack returns to the club after selling the software company that he helped to grow from a firm employing 12 people in 2004 to a 500-strong workforce, generating ¬£107m in annual revenues, in 2016.
""While I have continued to support and provide advice to the club for many years, I'm honoured to be back on the board,"" Cormack said.
""The club's performance in recent seasons, both on and off the pitch, is a testament to how hard everyone at Pittodrie has worked.
""Having a team that is performing well and a club that is debt-free is an enviable position to be in. But we must fully exploit opportunities to increase revenues and our fanbase.
""I'm looking forward to working with the existing leadership team at the club, with whom I've already got a great relationship.
""Between us, and with the support of our fans, I'm sure we can get the club into a position where increased revenues, an expanded fanbase, and a state-of the-art community stadium and training campus will position AFC well to exploit changes that evolve in European club competition.""
Milne welcomed Cormack's involvement and the experience he will bring to the club.
""Running a club in the modern era is increasingly challenging and we will greatly benefit from having someone with Dave's expertise, experience, enthusiasm and commitment,"" the Aberdeen chairman said.
""He brings a new perspective along with an innovative approach and commercial acumen to help meet the challenges head-on.""","Aberdeen's new major shareholder Dave Cormack says he will offer ""financial support"" to help the Scottish Premiership club to ""kick-on"".","Aberdeen Asset Management Group's Director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals. Cormack, who",Aberdeen Asset Management Group's director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals.,Aberdeen Asset Management Group's director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals.,Aberdeen Asset Management Group's director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals.,Aberdeen Asset Management Group's director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals.,Aberdeen Asset Management Group's director Cormack said he can offer both financial support and a strong technical team to help you achieve your goals.,"in the technology industry and I have a lot of experience in the financial services industry. Cormack, a former chief executive of Aberdeen, sold his software company","In the technology industry and I have a lot of experience in the financial services industry, Cormack said.","In the technology industry and I have a lot of experience in the financial services industry, Cormack said.","In the technology industry and I have a lot of experience in the financial services industry, Cormack said.","In the technology industry and I have a lot of experience in the financial services industry, Cormack said.","In the technology industry and I have a lot of experience in the financial services industry, Cormack said."
